ID,English,French,MSA,POS,EasyCODA,EasyRegion,EasyEasinessScore,MediumCODA,MediumRegion,MediumEasinessScore,HardCODA,HardRegion,HardEasinessScore
361,by the way,au fait,بِ+ ال+ مُناسَبَة,NOUN,بالمناسبة,"Syria+Lebanon+Jordan+Palestine, Egypt+Sudan, Iraq, Qatar+Saudi+Oman+Yemen, Tunisia+Libya",250,حقة,Tunisia+Libya,150,لعلمك,Qatar+Saudi+Oman+Yemen,50
362,how much,combien,كَمْ,ADV,كم,"Syria+Lebanon+Jordan+Palestine, Iraq, Tunisia+Libya, Qatar+Saudi+Oman+Yemen, Egypt+Sudan",1300,شقد,"Iraq, Qatar+Saudi+Oman+Yemen",150,شحال,Morocco+Algeria,50
368,full,complet,كامِل,ADJ,كامل,"Syria+Lebanon+Jordan+Palestine, Morocco+Algeria, Egypt+Sudan, Iraq, Tunisia+Libya, Qatar+Saudi+Oman+Yemen",1300,ممتلي,Qatar+Saudi+Oman+Yemen,150,بالتمام والكمال,Qatar+Saudi+Oman+Yemen,50
369,finish,finir,ٱِنْتَهَى,VERB,خلص,"Syria+Lebanon+Jordan+Palestine, Egypt+Sudan, Iraq, Qatar+Saudi+Oman+Yemen",300,انهى,Syria+Lebanon+Jordan+Palestine,150,انعدم,Qatar+Saudi+Oman+Yemen,50
370,taxi,taxi,سَيّارَة أُجْرَة ، تاكْسِيّ,NOUN,تاكسي,"Morocco+Algeria, Egypt+Sudan, Tunisia+Libya, Qatar+Saudi+Oman+Yemen",1400,كروة,Iraq,100,ليموزين,Qatar+Saudi+Oman+Yemen,50
375,tooth,dent,سِنّ,NOUN,سن,"Syria+Lebanon+Jordan+Palestine, Iraq, Tunisia+Libya, Qatar+Saudi+Oman+Yemen, Egypt+Sudan",1300,ضرس,Qatar+Saudi+Oman+Yemen,100,ضرسة,Morocco+Algeria,50
377,bag,sac,حَقِيبَة,NOUN,حقيبة,"Syria+Lebanon+Jordan+Palestine, Iraq, Qatar+Saudi+Oman+Yemen",1150,شكارة,Tunisia+Libya,150,جزدان,Syria+Lebanon+Jordan+Palestine,50
381,food,cuisine,طَعام,NOUN,طعام,"Tunisia+Libya, Qatar+Saudi+Oman+Yemen",1250,ماكلة,"Morocco+Algeria, Tunisia+Libya",150,لقمة,Syria+Lebanon+Jordan+Palestine,50
382,leave,partir,غادَر,VERB,غادر,Qatar+Saudi+Oman+Yemen,1200,ذهب,Tunisia+Libya,150,ضهر,Syria+Lebanon+Jordan+Palestine,50
383,"too , also",aussi,أَيْضاً,ADV,ايضا,Qatar+Saudi+Oman+Yemen,1150,والكل,Qatar+Saudi+Oman+Yemen,150,همات,Iraq,50
384,last,dernier,ماضِي,ADJ,ماضي,"Syria+Lebanon+Jordan+Palestine, Qatar+Saudi+Oman+Yemen",1250,فايت,Qatar+Saudi+Oman+Yemen,150,داز,Morocco+Algeria,50
386,need,falloir,ٱِحْتاج,VERB,احتاج,"Syria+Lebanon+Jordan+Palestine, Egypt+Sudan, Iraq, Qatar+Saudi+Oman+Yemen, Morocco+Algeria",300,اعتاز,"Syria+Lebanon+Jordan+Palestine, Qatar+Saudi+Oman+Yemen",150,اتحوج,Egypt+Sudan,50
387,money,argent,نُقود,NOUN,نقدية,Egypt+Sudan,1050,عملة,Syria+Lebanon+Jordan+Palestine,150,بيزات,Qatar+Saudi+Oman+Yemen,50
389,lady,dame,سَيِّدَة,NOUN,سيدة,"Morocco+Algeria, Egypt+Sudan, Qatar+Saudi+Oman+Yemen",1200,استاذة,Qatar+Saudi+Oman+Yemen,150,هانم,Egypt+Sudan,50
390,style,style,طِراز,NOUN,طراز,"Morocco+Algeria, Egypt+Sudan, Syria+Lebanon+Jordan+Palestine, Iraq, Qatar+Saudi+Oman+Yemen",1250,نمط,"Iraq, Qatar+Saudi+Oman+Yemen",150,صيغة,Qatar+Saudi+Oman+Yemen,50
391,pharmacy,pharmacie,صَيْدَلِيَّة,NOUN,صيدلية,"Syria+Lebanon+Jordan+Palestine, Egypt+Sudan, Iraq, Tunisia+Libya, Qatar+Saudi+Oman+Yemen",1250,فارماسي,Morocco+Algeria,150,اجزاخانة,Egypt+Sudan,0
394,enjoy,apprécier,ٱِسْتَمْتَع,VERB,اتمتع,"Egypt+Sudan, Syria+Lebanon+Jordan+Palestine, Iraq, Qatar+Saudi+Oman+Yemen",250,تبرع,Morocco+Algeria,150,ترفه,Iraq,50
395,person,personne,شَخْص,NOUN,شخص,"Syria+Lebanon+Jordan+Palestine, Egypt+Sudan, Iraq, Tunisia+Libya, Qatar+Saudi+Oman+Yemen",1300,ابن آدم,Tunisia+Libya,150,حدن,Syria+Lebanon+Jordan+Palestine,50
398,"post , mail",poste,بَرِيد,NOUN,بريد,"Syria+Lebanon+Jordan+Palestine, Egypt+Sudan, Iraq, Tunisia+Libya, Qatar+Saudi+Oman+Yemen, Morocco+Algeria",1250,البوسطة,Tunisia+Libya,150,لابوست,Morocco+Algeria,0
399,way,chemin,طَرِيق,NOUN,طريق,"Syria+Lebanon+Jordan+Palestine, Morocco+Algeria, Egypt+Sudan, Iraq, Tunisia+Libya, Qatar+Saudi+Oman+Yemen",1300,سكة,"Egypt+Sudan, Syria+Lebanon+Jordan+Palestine, Qatar+Saudi+Oman+Yemen",150,زاروب,Syria+Lebanon+Jordan+Palestine,50
401,glass,verre,كُوب,NOUN,كوب,"Iraq, Qatar+Saudi+Oman+Yemen",1250,قلاص,"Iraq, Qatar+Saudi+Oman+Yemen",150,جلاص,Qatar+Saudi+Oman+Yemen,50
402,"then , so","alors , donc",إِذَنْ ، فَ+,CCONJ,اذن,"Iraq, Qatar+Saudi+Oman+Yemen",1350,بعدا,Qatar+Saudi+Oman+Yemen,150,امبعد,Morocco+Algeria,50
405,show me,montres moi,أرِ +نِي,PRON,وريني,"Morocco+Algeria, Egypt+Sudan, Syria+Lebanon+Jordan+Palestine, Tunisia+Libya, Qatar+Saudi+Oman+Yemen",250,شوفني,"Syria+Lebanon+Jordan+Palestine, Qatar+Saudi+Oman+Yemen",150,ورجيني,Syria+Lebanon+Jordan+Palestine,50
406,work,"marcher , travailler",عَمِل,VERB,عمل,"Egypt+Sudan, Syria+Lebanon+Jordan+Palestine, Tunisia+Libya, Qatar+Saudi+Oman+Yemen",1300,تعب,Qatar+Saudi+Oman+Yemen,150,كد,Qatar+Saudi+Oman+Yemen,50
407,call,"appeler , rappeler",ٱِتَّصَل,VERB,اتصل,"Syria+Lebanon+Jordan+Palestine, Egypt+Sudan, Iraq, Tunisia+Libya, Qatar+Saudi+Oman+Yemen",300,رن,"Syria+Lebanon+Jordan+Palestine, Iraq, Qatar+Saudi+Oman+Yemen",150,حكى تيليفون,Syria+Lebanon+Jordan+Palestine,50
411,bill,note,فاتُورَة,NOUN,فاتورة,"Syria+Lebanon+Jordan+Palestine, Morocco+Algeria, Egypt+Sudan, Iraq, Tunisia+Libya, Qatar+Saudi+Oman+Yemen",1250,قائمة,Iraq,150,فاكتور,Morocco+Algeria,50
412,tonight,ce soir,ال+ لَيْلَة,NOUN,الليلة,"Syria+Lebanon+Jordan+Palestine, Morocco+Algeria, Egypt+Sudan, Iraq, Tunisia+Libya, Qatar+Saudi+Oman+Yemen",250,فالليل,"Qatar+Saudi+Oman+Yemen, Tunisia+Libya",150,الليلة بالمسا,Egypt+Sudan,50
414,discount,remise,خَصْم,NOUN,خصم,"Syria+Lebanon+Jordan+Palestine, Egypt+Sudan, Iraq, Qatar+Saudi+Oman+Yemen",1300,دسكاونت,Qatar+Saudi+Oman+Yemen,150,اوكازيون,Qatar+Saudi+Oman+Yemen,50
415,kind,genre,نَوْع,NOUN,نوع,"Syria+Lebanon+Jordan+Palestine, Morocco+Algeria, Egypt+Sudan, Iraq, Tunisia+Libya, Qatar+Saudi+Oman+Yemen",1300,قالب,Qatar+Saudi+Oman+Yemen,150,صيغة,Qatar+Saudi+Oman+Yemen,50
417,package,paquet,طَرْد,NOUN,طرد,"Syria+Lebanon+Jordan+Palestine, Egypt+Sudan, Iraq, Tunisia+Libya, Qatar+Saudi+Oman+Yemen",1300,باكي,Morocco+Algeria,150,رزمة,Syria+Lebanon+Jordan+Palestine,50
420,think,croire,ٱِعْتَقَد,VERB,اعتقد,"Egypt+Sudan, Syria+Lebanon+Jordan+Palestine, Iraq, Tunisia+Libya, Qatar+Saudi+Oman+Yemen",300,خمم,"Morocco+Algeria, Tunisia+Libya",150,ضن,Morocco+Algeria,50
421,take,prendre,أَخَذ,VERB,اخذ,"Syria+Lebanon+Jordan+Palestine, Egypt+Sudan, Iraq, Qatar+Saudi+Oman+Yemen",1300,لقط,"Syria+Lebanon+Jordan+Palestine, Qatar+Saudi+Oman+Yemen",150,انتهز,Qatar+Saudi+Oman+Yemen,50
422,"store , shop",magasin,مَتْجَر ، مَحَلّ,NOUN,محل,"Egypt+Sudan, Syria+Lebanon+Jordan+Palestine, Iraq, Qatar+Saudi+Oman+Yemen, Morocco+Algeria",1300,بوتيك,"Egypt+Sudan, Tunisia+Libya",150,مخزن,Syria+Lebanon+Jordan+Palestine,50
425,"have , get",avoir,حَصَل,VERB,حصل,"Syria+Lebanon+Jordan+Palestine, Iraq, Tunisia+Libya, Qatar+Saudi+Oman+Yemen, Morocco+Algeria",1300,اتملك,"Egypt+Sudan, Qatar+Saudi+Oman+Yemen",150,حاز,Qatar+Saudi+Oman+Yemen,50
426,make a call,passer un appel,أَجْرَى مُكالَمَة,NOUN,اجرى مكالمة,"Iraq, Qatar+Saudi+Oman+Yemen",1150,تاصل,Morocco+Algeria,150,حكى تيليفون,Syria+Lebanon+Jordan+Palestine,50
427,tell,indiquer,أَخْبَر,VERB,خبر,"Syria+Lebanon+Jordan+Palestine, Iraq, Qatar+Saudi+Oman+Yemen, Tunisia+Libya",1300,سرد,"Syria+Lebanon+Jordan+Palestine, Qatar+Saudi+Oman+Yemen",150,اعطى المعلومة,Qatar+Saudi+Oman+Yemen,50
428,check,vérifier,فَحَص,VERB,فحص,"Syria+Lebanon+Jordan+Palestine, Egypt+Sudan, Iraq, Tunisia+Libya, Qatar+Saudi+Oman+Yemen",1250,اتأكد,Tunisia+Libya,150,رابى,Qatar+Saudi+Oman+Yemen,50
430,beautiful,beau,جَمِيل,ADJ,جميل,"Egypt+Sudan, Syria+Lebanon+Jordan+Palestine, Iraq, Tunisia+Libya, Qatar+Saudi+Oman+Yemen",1300,مزيان,Tunisia+Libya,150,يهبل,Tunisia+Libya,50
432,please,"s' il vous plait , veuillez",مِن فَضْل +ك,PRON,لو سمحت,"Syria+Lebanon+Jordan+Palestine, Egypt+Sudan, Tunisia+Libya, Qatar+Saudi+Oman+Yemen",300,يعيشك,"Morocco+Algeria, Tunisia+Libya",150,اترجاك,Qatar+Saudi+Oman+Yemen,50
433,have,avoir,لَدَى,NOUN,عند,"Syria+Lebanon+Jordan+Palestine, Egypt+Sudan, Iraq, Tunisia+Libya, Qatar+Saudi+Oman+Yemen, Morocco+Algeria",300,معه,Syria+Lebanon+Jordan+Palestine,150,بطرف,Qatar+Saudi+Oman+Yemen,50
435,excuse me,excuser moi,ال+ مَعْذِرَة,NOUN,عفوا,"Syria+Lebanon+Jordan+Palestine, Iraq, Tunisia+Libya, Qatar+Saudi+Oman+Yemen, Egypt+Sudan",300,اذا سمحت,Syria+Lebanon+Jordan+Palestine,150,المعذرة,Qatar+Saudi+Oman+Yemen,50
436,sorry,désoler,آسِف,NOUN,آسف,"Syria+Lebanon+Jordan+Palestine, Egypt+Sudan, Iraq, Tunisia+Libya, Qatar+Saudi+Oman+Yemen",1250,عذرا,Qatar+Saudi+Oman+Yemen,100,المعذرة,Qatar+Saudi+Oman+Yemen,50
437,today,aujourd'hui,ال+ يَوْم,NOUN,اليوم,"Syria+Lebanon+Jordan+Palestine, Morocco+Algeria, Iraq, Tunisia+Libya, Qatar+Saudi+Oman+Yemen",300,الليلة,Egypt+Sudan,150,هليوم,Iraq,50
438,now,maintenant,ال+ آن,NOUN,الحين,"Syria+Lebanon+Jordan+Palestine, Qatar+Saudi+Oman+Yemen",250,هسا,"Syria+Lebanon+Jordan+Palestine, Iraq",150,حسع,Egypt+Sudan,50
439,very,très,جِدّاً ، ل+ ال+ غاية,NOUN,جدا,"Egypt+Sudan, Syria+Lebanon+Jordan+Palestine, Iraq, Qatar+Saudi+Oman+Yemen",1300,بكل,Tunisia+Libya,150,عللخر,Tunisia+Libya,50
440,well,eh bien,حَسَناً,NOUN,تمام,"Syria+Lebanon+Jordan+Palestine, Egypt+Sudan, Qatar+Saudi+Oman+Yemen",250,مليح,Morocco+Algeria,150,معله,Morocco+Algeria,50
444,is ... true ?,est -ce que ... ?,هَلْ ... ؟ ، أَ+ ... ؟,PART ... ?,هل,"Syria+Lebanon+Jordan+Palestine, Tunisia+Libya, Egypt+Sudan, Qatar+Saudi+Oman+Yemen",300,بالحق,Tunisia+Libya,150,زعمك,Tunisia+Libya,50
445,"could you ... ? , can you ... ?",peux -tu ... ?,هَل يُمكِنُ +كَ أن ... ؟,SCONJ ... ?,تقدر,"Morocco+Algeria, Egypt+Sudan, Tunisia+Libya, Qatar+Saudi+Oman+Yemen",300,تستر,Qatar+Saudi+Oman+Yemen,150,اسكه,Qatar+Saudi+Oman+Yemen,50
446,darn,zut,ال+ لَعْنَة,NOUN,او,Qatar+Saudi+Oman+Yemen,200,العن,Egypt+Sudan,150,ازح,Tunisia+Libya,50
447,duty-free,hors taxe,مُعْفَى مِن ال+ جُمْرُك,NOUN,دوتي فري,"Egypt+Sudan, Qatar+Saudi+Oman+Yemen",250,من غير جمارك,Tunisia+Libya,150,اور تاكس,Morocco+Algeria,50
448,even,même,حَتَّى,PART,حتى,"Syria+Lebanon+Jordan+Palestine, Morocco+Algeria, Egypt+Sudan, Iraq, Tunisia+Libya, Qatar+Saudi+Oman+Yemen",1300,مام سي,Morocco+Algeria,100,همات,Iraq,50
449,good evening,bonsoir,مَساء ال+ خَيْر,NOUN,مسا الخير,"Syria+Lebanon+Jordan+Palestine, Morocco+Algeria, Egypt+Sudan, Qatar+Saudi+Oman+Yemen, Tunisia+Libya",300,مساك الله بالخير,Qatar+Saudi+Oman+Yemen,100,ليلتك زينة,Tunisia+Libya,50
451,few,quelque,بِضْع,DET,شوية,"Syria+Lebanon+Jordan+Palestine, Morocco+Algeria, Egypt+Sudan, Iraq, Tunisia+Libya, Qatar+Saudi+Oman+Yemen",250,حبة,Egypt+Sudan,150,شوية بركة,Tunisia+Libya,50
453,hello,bonjour,مَرْحَباً,NOUN,مرحبا,"Syria+Lebanon+Jordan+Palestine, Morocco+Algeria, Egypt+Sudan, Iraq, Tunisia+Libya, Qatar+Saudi+Oman+Yemen",1300,عالسلامة,"Morocco+Algeria, Tunisia+Libya",150,مرحبتين,Tunisia+Libya,50
455,how much,combien,بِ+ كَمْ,ADV,بكم,"Syria+Lebanon+Jordan+Palestine, Tunisia+Libya, Qatar+Saudi+Oman+Yemen, Egypt+Sudan",300,شقد,"Iraq, Qatar+Saudi+Oman+Yemen",150,بشحال,Morocco+Algeria,50
457,most,la plupart,مُعْظَم ، أَغْلَب,DET,اغلب,"Syria+Lebanon+Jordan+Palestine, Egypt+Sudan, Iraq, Tunisia+Libya, Qatar+Saudi+Oman+Yemen",1300,الاغلبية,Morocco+Algeria,150,لابلوبار,Morocco+Algeria,0
459,not,ne pas,لا,PART,لا,"Egypt+Sudan, Syria+Lebanon+Jordan+Palestine, Iraq, Morocco+Algeria, Qatar+Saudi+Oman+Yemen, Tunisia+Libya",1300,موش,Tunisia+Libya,150,لع,Iraq,50
464,okay,ok,حَسَناً,NOUN,اوكي,"Morocco+Algeria, Egypt+Sudan, Syria+Lebanon+Jordan+Palestine, Iraq, Qatar+Saudi+Oman+Yemen",400,خوش,Iraq,150,ايوة,Qatar+Saudi+Oman+Yemen,50
465,go out,sortir,خَرَج,NOUN,خرج,"Morocco+Algeria, Egypt+Sudan, Qatar+Saudi+Oman+Yemen, Tunisia+Libya",1300,مرق,Egypt+Sudan,150,طش,Syria+Lebanon+Jordan+Palestine,50
466,"pardon , excuse me",pardon,عَفْواً,NOUN,عفوا,"Syria+Lebanon+Jordan+Palestine, Iraq, Tunisia+Libya, Qatar+Saudi+Oman+Yemen, Egypt+Sudan",1300,بعد اذنك,Qatar+Saudi+Oman+Yemen,150,المعذرة,Qatar+Saudi+Oman+Yemen,50
467,percent,pour cent,بِ+ ال+ مِئَة,NOUN,بالمية,"Syria+Lebanon+Jordan+Palestine, Morocco+Algeria, Iraq, Qatar+Saudi+Oman+Yemen, Tunisia+Libya",250,فى المية,Egypt+Sudan,150,نسبة,Qatar+Saudi+Oman+Yemen,50
469,someone,quelqu'un,شَخْص ما,PRON,شخص ما,Iraq,1100,بني آدم,Qatar+Saudi+Oman+Yemen,150,حدن,Syria+Lebanon+Jordan+Palestine,50
470,such,tel que,مِثْل,NOUN,مثل,"Syria+Lebanon+Jordan+Palestine, Iraq, Qatar+Saudi+Oman+Yemen",1250,شبه,Egypt+Sudan,150,سع,Qatar+Saudi+Oman+Yemen,50
472,get up,se lever,ٱِسْتَيْقَظ,VERB,قام,"Egypt+Sudan, Syria+Lebanon+Jordan+Palestine, Qatar+Saudi+Oman+Yemen, Tunisia+Libya",300,ناض,"Morocco+Algeria, Tunisia+Libya",150,كعد,Iraq,50
473,what,quoi,ماذا,PRON,شنو,"Iraq, Tunisia+Libya, Qatar+Saudi+Oman+Yemen, Morocco+Algeria, Egypt+Sudan",300,شنهو,"Iraq, Qatar+Saudi+Oman+Yemen",150,آش,Morocco+Algeria,50
474,when,quand,مَتَى,ADV,متى,"Syria+Lebanon+Jordan+Palestine, Qatar+Saudi+Oman+Yemen",1250,وقتاش,"Morocco+Algeria, Tunisia+Libya",150,بتين,Egypt+Sudan,50
475,which,quel,أَيّ,PRON,اي,"Syria+Lebanon+Jordan+Palestine, Iraq, Tunisia+Libya, Qatar+Saudi+Oman+Yemen, Egypt+Sudan",300,ايا,Qatar+Saudi+Oman+Yemen,150,اية,Qatar+Saudi+Oman+Yemen,50
476,"will , shall",aller,سَوْفَ ، سَ+,PART,ح+,"Syria+Lebanon+Jordan+Palestine, Egypt+Sudan, Tunisia+Libya, Qatar+Saudi+Oman+Yemen",300,باش,Tunisia+Libya,150,بش,Tunisia+Libya,50
477,wow,wouaou,واو,NOUN,واو,"Syria+Lebanon+Jordan+Palestine, Morocco+Algeria, Egypt+Sudan, Iraq, Tunisia+Libya, Qatar+Saudi+Oman+Yemen",300,بالله,Egypt+Sudan,150,اوو,Qatar+Saudi+Oman+Yemen,50
478,"yes , yeah","oui , ouais",نَعَم ، أَجَل,INTJ,نعم,"Morocco+Algeria, Egypt+Sudan, Syria+Lebanon+Jordan+Palestine, Iraq, Tunisia+Libya, Qatar+Saudi+Oman+Yemen",1300,سم,Qatar+Saudi+Oman+Yemen,100,آي,Egypt+Sudan,50
490,eleven,onze,أَحَد عَشَر,NUM,احدعش,"Morocco+Algeria, Syria+Lebanon+Jordan+Palestine, Tunisia+Libya, Qatar+Saudi+Oman+Yemen",250,احدعشر,"Syria+Lebanon+Jordan+Palestine, Qatar+Saudi+Oman+Yemen",150,ادعش,Syria+Lebanon+Jordan+Palestine,50
491,twelve,douze,إثْنَا عَشَر,NUM,اثنعش,"Syria+Lebanon+Jordan+Palestine, Morocco+Algeria, Iraq, Tunisia+Libya, Qatar+Saudi+Oman+Yemen",250,اثناعش,Qatar+Saudi+Oman+Yemen,100,اثنعشن,Tunisia+Libya,0
492,thirteen,treize,ثَلاثَة عَشَر,NUM,ثلاثتعش,"Syria+Lebanon+Jordan+Palestine, Iraq, Tunisia+Libya, Qatar+Saudi+Oman+Yemen, Morocco+Algeria",200,ثلاثتعشر,"Egypt+Sudan, Syria+Lebanon+Jordan+Palestine, Qatar+Saudi+Oman+Yemen",100,ثلاثتعشن,Tunisia+Libya,0
494,fifteen,quinze,خَمْسَة عَشَر,NUM,خمستعش,"Syria+Lebanon+Jordan+Palestine, Morocco+Algeria, Iraq, Tunisia+Libya, Qatar+Saudi+Oman+Yemen",250,خمستعشر,"Egypt+Sudan, Syria+Lebanon+Jordan+Palestine, Qatar+Saudi+Oman+Yemen",150,خمستعشن,Tunisia+Libya,0
495,sixteen,seize,سِتَّة عَشَر,NUM,ستتعش,"Syria+Lebanon+Jordan+Palestine, Morocco+Algeria, Iraq, Tunisia+Libya, Qatar+Saudi+Oman+Yemen",200,ستتعشر,"Egypt+Sudan, Syria+Lebanon+Jordan+Palestine, Qatar+Saudi+Oman+Yemen",100,ستتعشن,Tunisia+Libya,0
496,seventeen,dix-sept,سَبْعَة عَشَر,NUM,سبعتعش,"Syria+Lebanon+Jordan+Palestine, Morocco+Algeria, Iraq, Tunisia+Libya, Qatar+Saudi+Oman+Yemen",250,سبعتعشر,"Egypt+Sudan, Syria+Lebanon+Jordan+Palestine, Qatar+Saudi+Oman+Yemen",100,سبعتعشن,Tunisia+Libya,0
497,eighteen,dix-huit,ثَمانِيَة عَشَر,NUM,ثمنتعش,"Iraq, Morocco+Algeria, Qatar+Saudi+Oman+Yemen, Tunisia+Libya",250,ثمانتاعش,Qatar+Saudi+Oman+Yemen,100,ثمانتعشل,Morocco+Algeria,0
498,nineteen,dix-neuf,تِسْعَة عَشَر,NUM,تسعتعش,"Syria+Lebanon+Jordan+Palestine, Morocco+Algeria, Iraq, Tunisia+Libya, Qatar+Saudi+Oman+Yemen",200,تسعتعشر,"Egypt+Sudan, Syria+Lebanon+Jordan+Palestine, Qatar+Saudi+Oman+Yemen",100,تسعتعشن,Tunisia+Libya,0
533,eleventh,onzième,ال+ حادِي عَشَر,NUM,الحدعش,"Syria+Lebanon+Jordan+Palestine, Tunisia+Libya, Qatar+Saudi+Oman+Yemen, Morocco+Algeria",200,الاحدعش,"Syria+Lebanon+Jordan+Palestine, Qatar+Saudi+Oman+Yemen",150,الحدعشر,Egypt+Sudan,50
535,thirteenth,treizième,ال+ ثالِث عَشَر,NUM,الثالث عشر,"Morocco+Algeria, Tunisia+Libya, Qatar+Saudi+Oman+Yemen",200,الثلاثتعش,"Syria+Lebanon+Jordan+Palestine, Iraq, Qatar+Saudi+Oman+Yemen",150,الثلاثتعشر,Egypt+Sudan,50
537,fifteenth,quinzième,ال+ خامِس عَشَر,NUM,خامس عشر,"Morocco+Algeria, Tunisia+Libya",200,الخمستعش,"Syria+Lebanon+Jordan+Palestine, Iraq, Qatar+Saudi+Oman+Yemen",150,الخمستعشر,Egypt+Sudan,50
538,sixteenth,seizième,ال+ سادِس عَشَر,NUM,الستتعش,"Syria+Lebanon+Jordan+Palestine, Iraq, Qatar+Saudi+Oman+Yemen, Morocco+Algeria",200,الستتاعش,Qatar+Saudi+Oman+Yemen,100,الستتعشر,Egypt+Sudan,50
539,seventeenth,dix-septième,ال+ سابِع عَشَر,NUM,السابع عشر,"Morocco+Algeria, Tunisia+Libya, Qatar+Saudi+Oman+Yemen",200,السبعتعش,"Syria+Lebanon+Jordan+Palestine, Iraq, Qatar+Saudi+Oman+Yemen",150,السبعتعشر,Egypt+Sudan,50
541,nineteenth,dix-neuvième,ال+ تاسِع عَشَر,NUM,التاسع عشر,"Morocco+Algeria, Tunisia+Libya, Qatar+Saudi+Oman+Yemen",200,التسعتعش,"Syria+Lebanon+Jordan+Palestine, Qatar+Saudi+Oman+Yemen",150,تسعتعشر,Egypt+Sudan,50
571,about,environ,حَوالَي,NOUN,حوالي,"Syria+Lebanon+Jordan+Palestine, Egypt+Sudan, Iraq, Tunisia+Libya, Qatar+Saudi+Oman+Yemen",1300,في حدود,Egypt+Sudan,150,هاكاك,Morocco+Algeria,50
573,across,de l' autre côté,فِي ال+ جانِب ال+ آخَر,ADJ,مقابل,"Tunisia+Libya, Qatar+Saudi+Oman+Yemen",250,بالجهة الثانية,"Syria+Lebanon+Jordan+Palestine, Iraq",150,بالصفحة الثانية,Iraq,50
576,along,au long,عَلَى طُول,NOUN,على طول,"Syria+Lebanon+Jordan+Palestine, Egypt+Sudan, Iraq, Tunisia+Libya, Qatar+Saudi+Oman+Yemen, Morocco+Algeria",1300,سيدا,Qatar+Saudi+Oman+Yemen,150,دغري,Qatar+Saudi+Oman+Yemen,50
579,then,ensuite,ثُمَّ,CCONJ,بعدين,"Syria+Lebanon+Jordan+Palestine, Egypt+Sudan, Iraq, Tunisia+Libya, Qatar+Saudi+Oman+Yemen",300,ابري,Morocco+Algeria,150,اومبعد,Morocco+Algeria,50
580,another,autre,آخَر,ADJ,آخر,"Tunisia+Libya, Morocco+Algeria",1250,كمان,Qatar+Saudi+Oman+Yemen,150,راخر,Egypt+Sudan,50
582,as,comme,كَ+,ADP,ك+,"Morocco+Algeria, Syria+Lebanon+Jordan+Palestine, Iraq, Qatar+Saudi+Oman+Yemen, Tunisia+Libya",1300,كنه,Qatar+Saudi+Oman+Yemen,100,سع,Qatar+Saudi+Oman+Yemen,50
584,at,chez,عِنْد,NOUN,عند,"Syria+Lebanon+Jordan+Palestine, Morocco+Algeria, Egypt+Sudan, Tunisia+Libya, Qatar+Saudi+Oman+Yemen",1300,حذا,Tunisia+Libya,150,بحذا,Tunisia+Libya,50
585,because,parce que,لِ+ أَنَّ,SCONJ,عشان,"Egypt+Sudan, Syria+Lebanon+Jordan+Palestine, Tunisia+Libya, Qatar+Saudi+Oman+Yemen",300,حيت,Morocco+Algeria,150,مشان,Syria+Lebanon+Jordan+Palestine,50
588,beside,près,جِوار,NOUN,جنب,"Syria+Lebanon+Jordan+Palestine, Egypt+Sudan, Tunisia+Libya, Qatar+Saudi+Oman+Yemen",300,اكوتي,Morocco+Algeria,150,بحذا,Tunisia+Libya,50
590,but,mais,لٰكِنْ,CCONJ,لكن,"Egypt+Sudan, Syria+Lebanon+Jordan+Palestine, Iraq, Tunisia+Libya, Qatar+Saudi+Oman+Yemen",300,اللهم ان,Qatar+Saudi+Oman+Yemen,100,بصح,Morocco+Algeria,50
592,during,pendant,خِلال,NOUN,خلال,"Egypt+Sudan, Iraq, Tunisia+Libya, Morocco+Algeria",1300,بين ما,Qatar+Saudi+Oman+Yemen,100,فوقت,Morocco+Algeria,50
601,like,comme,مِثْل,NOUN,مثل,"Syria+Lebanon+Jordan+Palestine, Iraq, Qatar+Saudi+Oman+Yemen",1250,شبه,Qatar+Saudi+Oman+Yemen,150,سع,Qatar+Saudi+Oman+Yemen,50
602,near,près,قُرْب,NOUN,قرب,"Egypt+Sudan, Qatar+Saudi+Oman+Yemen",1250,اكوتي,Morocco+Algeria,150,بحذا,Tunisia+Libya,50
604,no,non,كَلّا,INTJ,لا,"Iraq, Qatar+Saudi+Oman+Yemen, Morocco+Algeria, Tunisia+Libya",300,ما شي,Qatar+Saudi+Oman+Yemen,100,لع,Iraq,50
606,take off,baisser le prix,خَصَم,NOUN,خصم,"Syria+Lebanon+Jordan+Palestine, Egypt+Sudan, Iraq, Qatar+Saudi+Oman+Yemen",1300,رخص,Syria+Lebanon+Jordan+Palestine,150,هبط السومة,Morocco+Algeria,50
611,"plus , in addition to",en plus de,إِضافَة إِلَى,ADP,كمان,"Syria+Lebanon+Jordan+Palestine, Qatar+Saudi+Oman+Yemen",200,وكمان,Egypt+Sudan,150,ازيد بزيادة,Morocco+Algeria,50
613,some,"du , quelque",بَعْض,NOUN,بعض,"Iraq, Qatar+Saudi+Oman+Yemen",1200,حبة,Egypt+Sudan,150,كالك,Morocco+Algeria,50
616,"go through , cross",passer,عَبَر,VERB,عبر,"Syria+Lebanon+Jordan+Palestine, Iraq, Qatar+Saudi+Oman+Yemen",1250,تعدى,Tunisia+Libya,150,داز,Morocco+Algeria,50
