ID,English,French,MSA,POS,Category,CODA,Region,ASimLevel,FSimLevel,DFreqLevel,DComLevel,EasinessScore
458,"must , should",devoir,لا+ بُدّ ، وَجَب ، يَنْبَغِي ، تَعَيَّن,VERB,Medium,لابد,Tunisia+Libya,D,D,H,L,100
458,"must , should",devoir,لا+ بُدّ ، وَجَب ، يَنْبَغِي ، تَعَيَّن,VERB,Easy,لازم,"Syria+Lebanon+Jordan+Palestine, Morocco+Algeria, Egypt+Sudan, Iraq, Tunisia+Libya, Qatar+Saudi+Oman+Yemen",D,D,H,H,300
458,"must , should",devoir,لا+ بُدّ ، وَجَب ، يَنْبَغِي ، تَعَيَّن,VERB,Easy,مفروض,Egypt+Sudan,D,D,H,L,200
458,"must , should",devoir,لا+ بُدّ ، وَجَب ، يَنْبَغِي ، تَعَيَّن,VERB,Easy,وجب,Egypt+Sudan,S,D,H,L,1200
458,"must , should",devoir,لا+ بُدّ ، وَجَب ، يَنْبَغِي ، تَعَيَّن,VERB,Easy,يلزم,Tunisia+Libya,D,D,H,L,200
459,not,ne pas,لا,PART,Easy,#+ش,"Egypt+Sudan, Qatar+Saudi+Oman+Yemen",D,D,H,M,200
459,not,ne pas,لا,PART,Easy,لأ,"Syria+Lebanon+Jordan+Palestine, Egypt+Sudan, Iraq, Qatar+Saudi+Oman+Yemen",S,D,M,H,1250
459,not,ne pas,لا,PART,Easy,لا,"Egypt+Sudan, Syria+Lebanon+Jordan+Palestine, Iraq, Morocco+Algeria, Qatar+Saudi+Oman+Yemen, Tunisia+Libya",S,D,H,H,1300
459,not,ne pas,لا,PART,Hard,لع,Iraq,D,D,M,L,50
459,not,ne pas,لا,PART,Medium,م+,Qatar+Saudi+Oman+Yemen,D,D,H,L,100
459,not,ne pas,لا,PART,Easy,ما,"Syria+Lebanon+Jordan+Palestine, Morocco+Algeria, Egypt+Sudan, Iraq, Qatar+Saudi+Oman+Yemen, Tunisia+Libya",D,D,H,H,300
459,not,ne pas,لا,PART,Medium,مانيب,Qatar+Saudi+Oman+Yemen,D,D,H,L,100
459,not,ne pas,لا,PART,Medium,ما عد,Qatar+Saudi+Oman+Yemen,D,D,H,L,100
459,not,ne pas,لا,PART,Easy,ماش,Qatar+Saudi+Oman+Yemen,D,D,H,L,200
459,not,ne pas,لا,PART,Easy,ماشي,Morocco+Algeria,D,D,H,L,200
459,not,ne pas,لا,PART,Easy,مش,"Egypt+Sudan, Syria+Lebanon+Jordan+Palestine, Tunisia+Libya, Qatar+Saudi+Oman+Yemen",D,D,H,H,300
459,not,ne pas,لا,PART,Easy,مو,"Syria+Lebanon+Jordan+Palestine, Iraq, Qatar+Saudi+Oman+Yemen",D,D,H,M,200
459,not,ne pas,لا,PART,Medium,موب,Qatar+Saudi+Oman+Yemen,D,D,H,L,100
459,not,ne pas,لا,PART,Medium,موش,Tunisia+Libya,D,D,M,L,150
459,not,ne pas,لا,PART,Easy,مي,Qatar+Saudi+Oman+Yemen,D,D,H,L,200
460,did not,ne pas,لَمْ,PART,Medium,#+ش,Qatar+Saudi+Oman+Yemen,D,D,H,L,100
460,did not,ne pas,لَمْ,PART,Medium,م+,Qatar+Saudi+Oman+Yemen,D,D,H,L,100
460,did not,ne pas,لَمْ,PART,Easy,ما,"Syria+Lebanon+Jordan+Palestine, Morocco+Algeria, Egypt+Sudan, Iraq, Tunisia+Libya, Qatar+Saudi+Oman+Yemen",D,D,H,H,300
460,did not,ne pas,لَمْ,PART,Medium,ما عد,Qatar+Saudi+Oman+Yemen,D,D,H,L,100
461,will not,ne pas,لَنْ,PART,Medium,#+ش,Qatar+Saudi+Oman+Yemen,D,D,H,L,100
461,will not,ne pas,لَنْ,PART,Easy,ما,"Syria+Lebanon+Jordan+Palestine, Morocco+Algeria, Egypt+Sudan, Qatar+Saudi+Oman+Yemen",D,D,H,H,300
461,will not,ne pas,لَنْ,PART,Medium,مانيب,Qatar+Saudi+Oman+Yemen,D,D,H,L,100
461,will not,ne pas,لَنْ,PART,Easy,ما ح+,Egypt+Sudan,D,D,H,L,200
461,will not,ne pas,لَنْ,PART,Easy,ما راح,"Syria+Lebanon+Jordan+Palestine, Iraq",D,D,H,M,200
461,will not,ne pas,لَنْ,PART,Easy,ما رح,Iraq,D,D,H,L,200
461,will not,ne pas,لَنْ,PART,Easy,ما ع+,Qatar+Saudi+Oman+Yemen,D,D,H,L,200
461,will not,ne pas,لَنْ,PART,Medium,ما عد,Qatar+Saudi+Oman+Yemen,D,D,H,L,100
461,will not,ne pas,لَنْ,PART,Easy,ما غ+,Morocco+Algeria,D,D,H,L,200
461,will not,ne pas,لَنْ,PART,Easy,ماش,Qatar+Saudi+Oman+Yemen,D,D,H,L,200
461,will not,ne pas,لَنْ,PART,Easy,مش,"Egypt+Sudan, Tunisia+Libya, Qatar+Saudi+Oman+Yemen",D,D,H,M,250
461,will not,ne pas,لَنْ,PART,Medium,مش راح,Syria+Lebanon+Jordan+Palestine,D,D,H,L,100
461,will not,ne pas,لَنْ,PART,Medium,موش,Tunisia+Libya,D,D,M,L,150
462,get off,descendre,نَزِل,VERB,Hard,انقلع,Syria+Lebanon+Jordan+Palestine,D,D,M,L,50
462,get off,descendre,نَزِل,VERB,Easy,طاح,Syria+Lebanon+Jordan+Palestine,D,D,H,L,200
462,get off,descendre,نَزِل,VERB,Easy,طلع,Egypt+Sudan,D,D,H,L,200
462,get off,descendre,نَزِل,VERB,Hard,قحم,Qatar+Saudi+Oman+Yemen,D,D,M,L,50
462,get off,descendre,نَزِل,VERB,Easy,ما,Egypt+Sudan,D,D,H,L,200
462,get off,descendre,نَزِل,VERB,Easy,نزل,"Syria+Lebanon+Jordan+Palestine, Egypt+Sudan, Iraq, Tunisia+Libya, Qatar+Saudi+Oman+Yemen, Morocco+Algeria",S,D,H,H,1300
462,get off,descendre,نَزِل,VERB,Easy,هبط,"Morocco+Algeria, Tunisia+Libya",D,D,M,M,200
463,oh!,oh!,أَه!,INTJ,Easy,آه,"Egypt+Sudan, Tunisia+Libya",S,S,H,M,1350
463,oh!,oh!,أَه!,INTJ,Easy,اه,Syria+Lebanon+Jordan+Palestine,S,S,H,L,1300
463,oh!,oh!,أَه!,INTJ,Easy,او,"Morocco+Algeria, Iraq, Qatar+Saudi+Oman+Yemen",D,D,H,M,250
463,oh!,oh!,أَه!,INTJ,Medium,اوب,Qatar+Saudi+Oman+Yemen,D,D,M,L,150
463,oh!,oh!,أَه!,INTJ,Easy,اوف,Syria+Lebanon+Jordan+Palestine,D,D,H,L,200
463,oh!,oh!,أَه!,INTJ,Medium,ايوا,Egypt+Sudan,D,D,H,L,100
463,oh!,oh!,أَه!,INTJ,Easy,ها,"Iraq, Qatar+Saudi+Oman+Yemen",S,S,H,M,1350
463,oh!,oh!,أَه!,INTJ,Easy,هو,Qatar+Saudi+Oman+Yemen,S,S,H,L,1300
463,oh!,oh!,أَه!,INTJ,Medium,ول,Syria+Lebanon+Jordan+Palestine,D,D,H,L,100
463,oh!,oh!,أَه!,INTJ,Easy,وه,"Qatar+Saudi+Oman+Yemen, Tunisia+Libya",S,S,H,M,1300
463,oh!,oh!,أَه!,INTJ,Medium,وي,Qatar+Saudi+Oman+Yemen,D,D,H,L,100
463,oh!,oh!,أَه!,INTJ,Easy,يا,Syria+Lebanon+Jordan+Palestine,D,D,H,L,200
463,oh!,oh!,أَه!,INTJ,Medium,يو,Qatar+Saudi+Oman+Yemen,D,D,H,L,150
463,oh!,oh!,أَه!,INTJ,Easy,يواه,Qatar+Saudi+Oman+Yemen,S,S,M,L,1250
463,oh!,oh!,أَه!,INTJ,Easy,يوه,"Syria+Lebanon+Jordan+Palestine, Qatar+Saudi+Oman+Yemen",S,S,M,M,1300
464,okay,ok,حَسَناً,NOUN,Easy,اوكي,"Morocco+Algeria, Egypt+Sudan, Syria+Lebanon+Jordan+Palestine, Iraq, Qatar+Saudi+Oman+Yemen",D,S,H,H,400
464,okay,ok,حَسَناً,NOUN,Easy,ابشر,Qatar+Saudi+Oman+Yemen,D,D,H,L,200
464,okay,ok,حَسَناً,NOUN,Medium,ان شاء الله,Qatar+Saudi+Oman+Yemen,D,D,H,L,100
464,okay,ok,حَسَناً,NOUN,Medium,انزين,Qatar+Saudi+Oman+Yemen,D,D,H,L,100
464,okay,ok,حَسَناً,NOUN,Medium,اوبا,Egypt+Sudan,D,D,M,L,150
464,okay,ok,حَسَناً,NOUN,Medium,اوكيه,Syria+Lebanon+Jordan+Palestine,D,D,M,L,150
464,okay,ok,حَسَناً,NOUN,Easy,ايه,Qatar+Saudi+Oman+Yemen,D,D,H,L,200
464,okay,ok,حَسَناً,NOUN,Hard,ايوة,Qatar+Saudi+Oman+Yemen,D,D,M,L,50
464,okay,ok,حَسَناً,NOUN,Medium,باهي,Tunisia+Libya,D,D,M,L,100
464,okay,ok,حَسَناً,NOUN,Medium,تفاهمنا,Tunisia+Libya,D,D,M,L,150
464,okay,ok,حَسَناً,NOUN,Easy,تم,Qatar+Saudi+Oman+Yemen,D,D,H,L,200
464,okay,ok,حَسَناً,NOUN,Easy,تمام,"Egypt+Sudan, Iraq, Qatar+Saudi+Oman+Yemen",D,D,H,M,250
464,okay,ok,حَسَناً,NOUN,Medium,تيه قبل تيه,Qatar+Saudi+Oman+Yemen,D,D,H,L,100
464,okay,ok,حَسَناً,NOUN,Easy,حاضر,"Egypt+Sudan, Qatar+Saudi+Oman+Yemen",D,D,H,M,250
464,okay,ok,حَسَناً,NOUN,Easy,خلاص,Qatar+Saudi+Oman+Yemen,D,D,H,L,200
464,okay,ok,حَسَناً,NOUN,Medium,خوش,Iraq,D,D,H,L,150
464,okay,ok,حَسَناً,NOUN,Hard,داكور,Morocco+Algeria,D,D,M,L,50
464,okay,ok,حَسَناً,NOUN,Easy,زين,Qatar+Saudi+Oman+Yemen,D,D,H,L,200
464,okay,ok,حَسَناً,NOUN,Medium,سوى,Qatar+Saudi+Oman+Yemen,D,D,M,L,150
464,okay,ok,حَسَناً,NOUN,Medium,صحة,Morocco+Algeria,D,D,M,L,150
464,okay,ok,حَسَناً,NOUN,Easy,طيب,"Syria+Lebanon+Jordan+Palestine, Egypt+Sudan, Iraq, Qatar+Saudi+Oman+Yemen",D,D,H,H,300
464,okay,ok,حَسَناً,NOUN,Easy,عيوني,Qatar+Saudi+Oman+Yemen,D,D,H,L,200
464,okay,ok,حَسَناً,NOUN,Medium,فوق عيني وراسي,Qatar+Saudi+Oman+Yemen,D,D,H,L,100
464,okay,ok,حَسَناً,NOUN,Easy,كويس,Egypt+Sudan,D,D,H,L,200
464,okay,ok,حَسَناً,NOUN,Medium,ما عليه,Qatar+Saudi+Oman+Yemen,D,D,H,L,100
464,okay,ok,حَسَناً,NOUN,Easy,ماشي,"Syria+Lebanon+Jordan+Palestine, Egypt+Sudan, Iraq",D,D,H,M,250
464,okay,ok,حَسَناً,NOUN,Hard,معليه,Morocco+Algeria,D,D,M,L,50
464,okay,ok,حَسَناً,NOUN,Hard,ميسالش,Tunisia+Libya,D,D,M,L,50
464,okay,ok,حَسَناً,NOUN,Medium,ولا يهمك,Qatar+Saudi+Oman+Yemen,D,D,H,L,100
464,okay,ok,حَسَناً,NOUN,Medium,وخا,Morocco+Algeria,D,D,M,L,150
465,go out,sortir,خَرَج,NOUN,Easy,خرج,"Morocco+Algeria, Egypt+Sudan, Qatar+Saudi+Oman+Yemen, Tunisia+Libya",S,D,H,H,1300
465,go out,sortir,خَرَج,NOUN,Easy,راح,Iraq,D,D,H,L,200
465,go out,sortir,خَرَج,NOUN,Medium,ضوي,Qatar+Saudi+Oman+Yemen,D,D,M,L,100
465,go out,sortir,خَرَج,NOUN,Hard,طش,Syria+Lebanon+Jordan+Palestine,D,D,M,L,50
465,go out,sortir,خَرَج,NOUN,Easy,طلع,"Syria+Lebanon+Jordan+Palestine, Egypt+Sudan, Iraq, Tunisia+Libya, Qatar+Saudi+Oman+Yemen",D,D,H,H,300
465,go out,sortir,خَرَج,NOUN,Medium,مرق,Egypt+Sudan,D,D,M,L,150
465,go out,sortir,خَرَج,NOUN,Medium,مشا,Morocco+Algeria,D,D,M,L,150
465,go out,sortir,خَرَج,NOUN,Easy,مشى,"Iraq, Tunisia+Libya",D,D,M,M,200
465,go out,sortir,خَرَج,NOUN,Medium,ندر,Qatar+Saudi+Oman+Yemen,D,D,M,L,150
466,"pardon , excuse me",pardon,عَفْواً,NOUN,Easy,اسمح لي,"Syria+Lebanon+Jordan+Palestine, Qatar+Saudi+Oman+Yemen, Morocco+Algeria",D,D,H,M,200
466,"pardon , excuse me",pardon,عَفْواً,NOUN,Medium,اعذرني,Syria+Lebanon+Jordan+Palestine,D,D,M,L,100
466,"pardon , excuse me",pardon,عَفْواً,NOUN,Medium,السموحة,Qatar+Saudi+Oman+Yemen,D,D,M,L,150
466,"pardon , excuse me",pardon,عَفْواً,NOUN,Easy,العفو,"Syria+Lebanon+Jordan+Palestine, Iraq",D,D,H,M,250
466,"pardon , excuse me",pardon,عَفْواً,NOUN,Hard,المعذرة,Qatar+Saudi+Oman+Yemen,D,D,M,L,50
466,"pardon , excuse me",pardon,عَفْواً,NOUN,Medium,بعد اذنك,Qatar+Saudi+Oman+Yemen,D,D,H,L,150
466,"pardon , excuse me",pardon,عَفْواً,NOUN,Easy,خرج,Egypt+Sudan,D,D,H,L,200
466,"pardon , excuse me",pardon,عَفْواً,NOUN,Medium,سامحني,Tunisia+Libya,D,D,H,L,150
466,"pardon , excuse me",pardon,عَفْواً,NOUN,Easy,سمح,Qatar+Saudi+Oman+Yemen,D,D,H,L,200
466,"pardon , excuse me",pardon,عَفْواً,NOUN,Medium,عذرا,Qatar+Saudi+Oman+Yemen,D,D,H,L,100
466,"pardon , excuse me",pardon,عَفْواً,NOUN,Easy,عفوا,"Syria+Lebanon+Jordan+Palestine, Iraq, Tunisia+Libya, Qatar+Saudi+Oman+Yemen, Egypt+Sudan",S,D,H,H,1300
466,"pardon , excuse me",pardon,عَفْواً,NOUN,Easy,عن اذنك,"Egypt+Sudan, Qatar+Saudi+Oman+Yemen",D,D,H,M,200
466,"pardon , excuse me",pardon,عَفْواً,NOUN,Medium,كيفاش,Morocco+Algeria,D,D,M,L,100
466,"pardon , excuse me",pardon,عَفْواً,NOUN,Medium,كيفاه,Morocco+Algeria,D,D,M,L,100
466,"pardon , excuse me",pardon,عَفْواً,NOUN,Easy,لو سمحت,"Egypt+Sudan, Qatar+Saudi+Oman+Yemen",D,D,H,M,250
466,"pardon , excuse me",pardon,عَفْواً,NOUN,Medium,مسامحة,Qatar+Saudi+Oman+Yemen,D,D,M,L,150
466,"pardon , excuse me",pardon,عَفْواً,NOUN,Easy,معليش,Egypt+Sudan,D,D,H,L,200
466,"pardon , excuse me",pardon,عَفْواً,NOUN,Easy,من فضلك,Egypt+Sudan,D,D,H,L,200
466,"pardon , excuse me",pardon,عَفْواً,NOUN,Medium,وشنو,Morocco+Algeria,D,D,M,L,150
467,percent,pour cent,بِ+ ال+ مِئَة,NOUN,Medium,بالمئة,Qatar+Saudi+Oman+Yemen,D,D,M,L,150
467,percent,pour cent,بِ+ ال+ مِئَة,NOUN,Easy,بالمية,"Syria+Lebanon+Jordan+Palestine, Morocco+Algeria, Iraq, Qatar+Saudi+Oman+Yemen, Tunisia+Libya",D,D,M,H,250
467,percent,pour cent,بِ+ ال+ مِئَة,NOUN,Hard,بورسن,Morocco+Algeria,D,D,L,L,0
467,percent,pour cent,بِ+ ال+ مِئَة,NOUN,Easy,فالمية,"Egypt+Sudan, Morocco+Algeria",D,D,M,M,200
467,percent,pour cent,بِ+ ال+ مِئَة,NOUN,Medium,فى المية,Egypt+Sudan,D,D,H,L,150
467,percent,pour cent,بِ+ ال+ مِئَة,NOUN,Medium,في المئة,Qatar+Saudi+Oman+Yemen,D,D,H,L,150
467,percent,pour cent,بِ+ ال+ مِئَة,NOUN,Easy,في المية,"Tunisia+Libya, Qatar+Saudi+Oman+Yemen, Egypt+Sudan",D,D,H,M,200
467,percent,pour cent,بِ+ ال+ مِئَة,NOUN,Hard,نسبة,Qatar+Saudi+Oman+Yemen,D,D,M,L,50
468,quarter,quart,رُبُع,DET,Easy,ربع,"Syria+Lebanon+Jordan+Palestine, Morocco+Algeria, Egypt+Sudan, Iraq, Tunisia+Libya, Qatar+Saudi+Oman+Yemen",S,D,H,H,1300
468,quarter,quart,رُبُع,DET,Easy,كار,Morocco+Algeria,D,S,M,L,250
469,someone,quelqu'un,شَخْص ما,PRON,Easy,احد,Qatar+Saudi+Oman+Yemen,D,D,H,L,200
469,someone,quelqu'un,شَخْص ما,PRON,Medium,اكو واحد,Iraq,D,D,H,L,100
469,someone,quelqu'un,شَخْص ما,PRON,Medium,بني آدم,Qatar+Saudi+Oman+Yemen,D,D,H,L,150
469,someone,quelqu'un,شَخْص ما,PRON,Easy,حد,"Egypt+Sudan, Syria+Lebanon+Jordan+Palestine, Tunisia+Libya, Qatar+Saudi+Oman+Yemen",D,D,H,H,300
469,someone,quelqu'un,شَخْص ما,PRON,Easy,حدا,Syria+Lebanon+Jordan+Palestine,D,D,H,L,200
469,someone,quelqu'un,شَخْص ما,PRON,Hard,حدن,Syria+Lebanon+Jordan+Palestine,D,D,M,L,50
469,someone,quelqu'un,شَخْص ما,PRON,Medium,زول,Egypt+Sudan,D,D,H,L,150
469,someone,quelqu'un,شَخْص ما,PRON,Easy,شخص,"Egypt+Sudan, Syria+Lebanon+Jordan+Palestine, Qatar+Saudi+Oman+Yemen",D,D,H,M,250
469,someone,quelqu'un,شَخْص ما,PRON,Easy,شخص ما,Iraq,S,D,H,L,1100
469,someone,quelqu'un,شَخْص ما,PRON,Medium,شي حد,Morocco+Algeria,D,D,H,L,100
469,someone,quelqu'un,شَخْص ما,PRON,Medium,شي واحد,Morocco+Algeria,D,D,H,L,100
469,someone,quelqu'un,شَخْص ما,PRON,Easy,فد واحد,Iraq,D,D,H,L,200
469,someone,quelqu'un,شَخْص ما,PRON,Medium,فلان,Qatar+Saudi+Oman+Yemen,D,D,H,L,150
469,someone,quelqu'un,شَخْص ما,PRON,Medium,كاش واحد,Morocco+Algeria,D,D,H,L,100
469,someone,quelqu'un,شَخْص ما,PRON,Easy,واحد,"Syria+Lebanon+Jordan+Palestine, Egypt+Sudan, Iraq, Tunisia+Libya, Qatar+Saudi+Oman+Yemen",D,D,H,H,300
470,such,tel que,مِثْل,NOUN,Easy,زي,"Egypt+Sudan, Syria+Lebanon+Jordan+Palestine, Tunisia+Libya, Qatar+Saudi+Oman+Yemen",D,D,H,H,300
470,such,tel que,مِثْل,NOUN,Hard,سع,Qatar+Saudi+Oman+Yemen,D,D,M,L,50
470,such,tel que,مِثْل,NOUN,Hard,سعما,Qatar+Saudi+Oman+Yemen,D,D,M,L,50
470,such,tel que,مِثْل,NOUN,Medium,شبه,Egypt+Sudan,D,D,H,L,150
470,such,tel que,مِثْل,NOUN,Hard,فحال,Morocco+Algeria,D,D,M,L,50
470,such,tel que,مِثْل,NOUN,Easy,كان,Qatar+Saudi+Oman+Yemen,D,D,H,L,200
470,such,tel que,مِثْل,NOUN,Easy,كما,Qatar+Saudi+Oman+Yemen,D,D,H,L,200
470,such,tel que,مِثْل,NOUN,Easy,كيف,Tunisia+Libya,D,D,H,L,200
470,such,tel que,مِثْل,NOUN,Easy,كيما,"Morocco+Algeria, Tunisia+Libya",D,D,H,M,200
470,such,tel que,مِثْل,NOUN,Easy,مثل,"Syria+Lebanon+Jordan+Palestine, Iraq, Qatar+Saudi+Oman+Yemen",S,D,H,M,1250
470,such,tel que,مِثْل,NOUN,Easy,مثلا,Tunisia+Libya,S,D,H,L,1200
470,such,tel que,مِثْل,NOUN,Easy,نفس,"Iraq, Qatar+Saudi+Oman+Yemen",D,D,H,M,250
471,uh!,euh!,آه!,VERB,Easy,آه,"Syria+Lebanon+Jordan+Palestine, Morocco+Algeria, Egypt+Sudan, Iraq, Tunisia+Libya, Qatar+Saudi+Oman+Yemen",S,S,H,H,1400
471,uh!,euh!,آه!,VERB,Easy,ام,Qatar+Saudi+Oman+Yemen,D,D,H,L,200
471,uh!,euh!,آه!,VERB,Medium,اي,Egypt+Sudan,D,D,H,L,100
471,uh!,euh!,آه!,VERB,Easy,ايه,"Syria+Lebanon+Jordan+Palestine, Morocco+Algeria",S,S,H,M,1350
471,uh!,euh!,آه!,VERB,Easy,ها,Qatar+Saudi+Oman+Yemen,S,S,H,L,1300
471,uh!,euh!,آه!,VERB,Easy,والله,Iraq,D,D,H,L,200
472,get up,se lever,ٱِسْتَيْقَظ,VERB,Medium,صبي,Tunisia+Libya,D,D,M,L,150
472,get up,se lever,ٱِسْتَيْقَظ,VERB,Easy,صحى,"Egypt+Sudan, Syria+Lebanon+Jordan+Palestine, Qatar+Saudi+Oman+Yemen",D,D,M,M,200
472,get up,se lever,ٱِسْتَيْقَظ,VERB,Easy,صحي,"Syria+Lebanon+Jordan+Palestine, Egypt+Sudan, Qatar+Saudi+Oman+Yemen",D,D,H,M,250
472,get up,se lever,ٱِسْتَيْقَظ,VERB,Easy,فاق,"Syria+Lebanon+Jordan+Palestine, Morocco+Algeria",D,D,H,M,250
472,get up,se lever,ٱِسْتَيْقَظ,VERB,Medium,فز,Iraq,D,D,H,L,100
472,get up,se lever,ٱِسْتَيْقَظ,VERB,Easy,قام,"Egypt+Sudan, Syria+Lebanon+Jordan+Palestine, Qatar+Saudi+Oman+Yemen, Tunisia+Libya",D,D,H,H,300
472,get up,se lever,ٱِسْتَيْقَظ,VERB,Easy,قعد,"Qatar+Saudi+Oman+Yemen, Iraq",D,D,H,M,250
472,get up,se lever,ٱِسْتَيْقَظ,VERB,Hard,كعد,Iraq,D,D,M,L,50
472,get up,se lever,ٱِسْتَيْقَظ,VERB,Medium,ناض,"Morocco+Algeria, Tunisia+Libya",D,D,M,M,150
472,get up,se lever,ٱِسْتَيْقَظ,VERB,Hard,نهض,Qatar+Saudi+Oman+Yemen,D,D,M,L,50
472,get up,se lever,ٱِسْتَيْقَظ,VERB,Easy,وعي,Syria+Lebanon+Jordan+Palestine,D,D,H,L,200
473,what,quoi,ماذا,PRON,Hard,آش,Morocco+Algeria,D,D,M,L,50
473,what,quoi,ماذا,PRON,Easy,اش,"Iraq, Qatar+Saudi+Oman+Yemen, Tunisia+Libya",D,D,H,M,200
473,what,quoi,ماذا,PRON,Medium,اشنو,Iraq,D,D,M,L,150
473,what,quoi,ماذا,PRON,Medium,اشو,Syria+Lebanon+Jordan+Palestine,D,D,M,L,150
473,what,quoi,ماذا,PRON,Easy,ايش,"Syria+Lebanon+Jordan+Palestine, Qatar+Saudi+Oman+Yemen",D,D,H,M,250
473,what,quoi,ماذا,PRON,Medium,ايشه,Qatar+Saudi+Oman+Yemen,D,D,M,L,150
473,what,quoi,ماذا,PRON,Medium,ايشو,Qatar+Saudi+Oman+Yemen,D,D,M,L,150
473,what,quoi,ماذا,PRON,Easy,ايه,Egypt+Sudan,D,D,H,L,200
473,what,quoi,ماذا,PRON,Medium,ش+,Tunisia+Libya,D,D,H,L,100
473,what,quoi,ماذا,PRON,Medium,شلون,Syria+Lebanon+Jordan+Palestine,D,D,H,L,150
473,what,quoi,ماذا,PRON,Medium,شنهو,"Iraq, Qatar+Saudi+Oman+Yemen",D,D,M,M,150
473,what,quoi,ماذا,PRON,Medium,شنهي,Iraq,D,D,M,L,100
473,what,quoi,ماذا,PRON,Easy,شنو,"Iraq, Tunisia+Libya, Qatar+Saudi+Oman+Yemen, Morocco+Algeria, Egypt+Sudan",D,D,H,H,300
473,what,quoi,ماذا,PRON,Hard,شنوا,Tunisia+Libya,D,D,M,L,50
473,what,quoi,ماذا,PRON,Easy,شني,"Iraq, Tunisia+Libya",D,D,M,M,200
473,what,quoi,ماذا,PRON,Medium,شنيا,Tunisia+Libya,D,D,M,L,150
473,what,quoi,ماذا,PRON,Easy,شو,Syria+Lebanon+Jordan+Palestine,D,D,H,L,200
473,what,quoi,ماذا,PRON,Easy,ما,Qatar+Saudi+Oman+Yemen,D,D,H,L,200
473,what,quoi,ماذا,PRON,Medium,ما هو,Qatar+Saudi+Oman+Yemen,D,D,H,L,100
473,what,quoi,ماذا,PRON,Medium,مو,Qatar+Saudi+Oman+Yemen,D,D,H,L,100
473,what,quoi,ماذا,PRON,Easy,واش,Morocco+Algeria,D,D,H,L,200
473,what,quoi,ماذا,PRON,Medium,وش,Qatar+Saudi+Oman+Yemen,D,D,H,L,100
473,what,quoi,ماذا,PRON,Medium,وشهو,Qatar+Saudi+Oman+Yemen,D,D,M,L,150
473,what,quoi,ماذا,PRON,Easy,وشو,Qatar+Saudi+Oman+Yemen,D,D,H,L,200
473,what,quoi,ماذا,PRON,Easy,ويش,Qatar+Saudi+Oman+Yemen,D,D,H,L,200
474,when,quand,مَتَى,ADV,Medium,الساعة كم,Egypt+Sudan,D,D,H,L,150
474,when,quand,مَتَى,ADV,Easy,امتى,"Egypt+Sudan, Tunisia+Libya, Morocco+Algeria",S,D,M,M,1200
474,when,quand,مَتَى,ADV,Medium,امتين,Syria+Lebanon+Jordan+Palestine,D,D,M,L,100
474,when,quand,مَتَى,ADV,Medium,اي حين,Qatar+Saudi+Oman+Yemen,D,D,H,L,100
474,when,quand,مَتَى,ADV,Medium,اي حينة,Qatar+Saudi+Oman+Yemen,D,D,H,L,100
474,when,quand,مَتَى,ADV,Medium,اي وقت,Syria+Lebanon+Jordan+Palestine,D,D,H,L,100
474,when,quand,مَتَى,ADV,Easy,ايمت,Syria+Lebanon+Jordan+Palestine,S,D,M,L,1150
474,when,quand,مَتَى,ADV,Easy,ايمتى,"Syria+Lebanon+Jordan+Palestine, Tunisia+Libya",S,D,M,M,1200
474,when,quand,مَتَى,ADV,Medium,ايمتين,Syria+Lebanon+Jordan+Palestine,D,D,M,L,100
474,when,quand,مَتَى,ADV,Hard,بتين,Egypt+Sudan,D,D,M,L,50
474,when,quand,مَتَى,ADV,Easy,حين,Qatar+Saudi+Oman+Yemen,D,D,H,L,200
474,when,quand,مَتَى,ADV,Hard,فوقاش,Morocco+Algeria,D,D,M,L,50
474,when,quand,مَتَى,ADV,Hard,ليمتى,Iraq,D,D,M,L,50
474,when,quand,مَتَى,ADV,Easy,متى,"Syria+Lebanon+Jordan+Palestine, Qatar+Saudi+Oman+Yemen",S,D,H,M,1250
474,when,quand,مَتَى,ADV,Medium,متين,Egypt+Sudan,D,D,M,L,100
474,when,quand,مَتَى,ADV,Hard,مقتاش,Morocco+Algeria,D,D,L,L,0
474,when,quand,مَتَى,ADV,Hard,مقتى,Morocco+Algeria,D,D,L,L,0
474,when,quand,مَتَى,ADV,Medium,وقت ايش,Syria+Lebanon+Jordan+Palestine,D,D,H,L,100
474,when,quand,مَتَى,ADV,Medium,وقتاش,"Morocco+Algeria, Tunisia+Libya",D,D,M,M,150
474,when,quand,مَتَى,ADV,Medium,وقتيش,Syria+Lebanon+Jordan+Palestine,D,D,M,L,100
474,when,quand,مَتَى,ADV,Medium,وينتا,Syria+Lebanon+Jordan+Palestine,D,D,M,L,100
474,when,quand,مَتَى,ADV,Easy,يمتى,Iraq,S,D,M,L,1150
475,which,quel,أَيّ,PRON,Easy,اللي,Qatar+Saudi+Oman+Yemen,D,D,H,L,200
475,which,quel,أَيّ,PRON,Easy,انا,Tunisia+Libya,D,D,H,L,200
475,which,quel,أَيّ,PRON,Easy,انهو,"Egypt+Sudan, Syria+Lebanon+Jordan+Palestine",D,D,M,M,200
475,which,quel,أَيّ,PRON,Easy,انهي,"Egypt+Sudan, Syria+Lebanon+Jordan+Palestine",D,D,H,M,250
475,which,quel,أَيّ,PRON,Easy,انو,Syria+Lebanon+Jordan+Palestine,D,D,H,L,200
