ID,English,French,MSA,POS,Category,CODA,Region,ASimLevel,FSimLevel,DFreqLevel,DComLevel,EasinessScore
387,money,argent,نُقود,NOUN,Hard,حنينات,Tunisia+Libya,D,D,L,L,0
387,money,argent,نُقود,NOUN,Hard,دراهم,Morocco+Algeria,D,D,M,L,50
387,money,argent,نُقود,NOUN,Hard,زلط,Qatar+Saudi+Oman+Yemen,D,D,M,L,50
387,money,argent,نُقود,NOUN,Medium,عملة,Syria+Lebanon+Jordan+Palestine,D,D,M,L,150
387,money,argent,نُقود,NOUN,Medium,غوازي,Qatar+Saudi+Oman+Yemen,D,D,M,L,150
387,money,argent,نُقود,NOUN,Medium,فكة,Qatar+Saudi+Oman+Yemen,D,D,M,L,150
387,money,argent,نُقود,NOUN,Easy,فلوس,"Egypt+Sudan, Syria+Lebanon+Jordan+Palestine, Iraq, Tunisia+Libya, Qatar+Saudi+Oman+Yemen, Morocco+Algeria",D,D,H,H,300
387,money,argent,نُقود,NOUN,Medium,قروش,Egypt+Sudan,D,D,M,L,100
387,money,argent,نُقود,NOUN,Easy,كاش,"Syria+Lebanon+Jordan+Palestine, Qatar+Saudi+Oman+Yemen, Tunisia+Libya",D,D,H,M,250
387,money,argent,نُقود,NOUN,Easy,مال,"Syria+Lebanon+Jordan+Palestine, Qatar+Saudi+Oman+Yemen, Tunisia+Libya",D,D,H,M,250
387,money,argent,نُقود,NOUN,Easy,مبلغ,"Syria+Lebanon+Jordan+Palestine, Egypt+Sudan, Qatar+Saudi+Oman+Yemen",D,D,H,M,250
387,money,argent,نُقود,NOUN,Medium,مصاري,Syria+Lebanon+Jordan+Palestine,D,D,M,L,100
387,money,argent,نُقود,NOUN,Hard,مصرات,Syria+Lebanon+Jordan+Palestine,D,D,M,L,50
387,money,argent,نُقود,NOUN,Easy,نقدية,Egypt+Sudan,S,D,M,L,1050
389,lady,dame,سَيِّدَة,NOUN,Easy,آنسة,"Egypt+Sudan, Qatar+Saudi+Oman+Yemen",D,D,M,M,200
389,lady,dame,سَيِّدَة,NOUN,Medium,استاذة,Qatar+Saudi+Oman+Yemen,D,D,M,L,150
389,lady,dame,سَيِّدَة,NOUN,Easy,امي,Qatar+Saudi+Oman+Yemen,D,D,H,L,200
389,lady,dame,سَيِّدَة,NOUN,Medium,حرمة,Qatar+Saudi+Oman+Yemen,D,D,M,L,150
389,lady,dame,سَيِّدَة,NOUN,Medium,خالة,Qatar+Saudi+Oman+Yemen,D,D,M,L,150
389,lady,dame,سَيِّدَة,NOUN,Easy,ست,"Syria+Lebanon+Jordan+Palestine, Egypt+Sudan, Qatar+Saudi+Oman+Yemen",D,D,H,M,250
389,lady,dame,سَيِّدَة,NOUN,Hard,سنيورة,Qatar+Saudi+Oman+Yemen,D,D,L,L,0
389,lady,dame,سَيِّدَة,NOUN,Easy,سيدة,"Morocco+Algeria, Egypt+Sudan, Qatar+Saudi+Oman+Yemen",S,D,M,M,1200
389,lady,dame,سَيِّدَة,NOUN,Medium,عمة,Qatar+Saudi+Oman+Yemen,D,D,M,L,150
389,lady,dame,سَيِّدَة,NOUN,Medium,للا,Morocco+Algeria,D,D,M,L,150
389,lady,dame,سَيِّدَة,NOUN,Easy,مادام,"Morocco+Algeria, Egypt+Sudan, Syria+Lebanon+Jordan+Palestine, Qatar+Saudi+Oman+Yemen, Tunisia+Libya",D,D,H,H,300
389,lady,dame,سَيِّدَة,NOUN,Easy,مدموزيل,"Qatar+Saudi+Oman+Yemen, Tunisia+Libya",D,D,M,M,200
389,lady,dame,سَيِّدَة,NOUN,Easy,مرأة,"Iraq, Qatar+Saudi+Oman+Yemen",D,D,M,M,200
389,lady,dame,سَيِّدَة,NOUN,Easy,مرة,"Syria+Lebanon+Jordan+Palestine, Iraq, Tunisia+Libya, Qatar+Saudi+Oman+Yemen, Morocco+Algeria, Egypt+Sudan",D,D,H,H,300
389,lady,dame,سَيِّدَة,NOUN,Hard,هانم,Egypt+Sudan,D,D,M,L,50
389,lady,dame,سَيِّدَة,NOUN,Medium,ولية,Tunisia+Libya,D,D,M,L,150
390,style,style,طِراز,NOUN,Easy,اسلوب,"Syria+Lebanon+Jordan+Palestine, Egypt+Sudan, Iraq, Qatar+Saudi+Oman+Yemen",D,D,H,H,300
390,style,style,طِراز,NOUN,Easy,ستايل,"Syria+Lebanon+Jordan+Palestine, Egypt+Sudan, Iraq, Qatar+Saudi+Oman+Yemen",D,S,H,H,400
390,style,style,طِراز,NOUN,Easy,ستيل,"Morocco+Algeria, Syria+Lebanon+Jordan+Palestine, Tunisia+Libya",D,S,H,M,350
390,style,style,طِراز,NOUN,Easy,شكل,"Syria+Lebanon+Jordan+Palestine, Qatar+Saudi+Oman+Yemen",D,D,H,M,250
390,style,style,طِراز,NOUN,Medium,صورة,Qatar+Saudi+Oman+Yemen,D,D,M,L,150
390,style,style,طِراز,NOUN,Hard,صيغة,Qatar+Saudi+Oman+Yemen,D,D,M,L,50
390,style,style,طِراز,NOUN,Easy,طراز,"Morocco+Algeria, Egypt+Sudan, Syria+Lebanon+Jordan+Palestine, Iraq, Qatar+Saudi+Oman+Yemen",S,D,M,H,1250
390,style,style,طِراز,NOUN,Medium,طريقة,Qatar+Saudi+Oman+Yemen,D,D,M,L,150
390,style,style,طِراز,NOUN,Easy,موديل,"Egypt+Sudan, Syria+Lebanon+Jordan+Palestine, Iraq, Tunisia+Libya, Qatar+Saudi+Oman+Yemen",D,D,H,H,300
390,style,style,طِراز,NOUN,Easy,موضة,"Tunisia+Libya, Qatar+Saudi+Oman+Yemen",D,D,M,M,200
390,style,style,طِراز,NOUN,Medium,نمط,"Iraq, Qatar+Saudi+Oman+Yemen",D,D,M,M,150
390,style,style,طِراز,NOUN,Easy,نوع,"Egypt+Sudan, Qatar+Saudi+Oman+Yemen, Tunisia+Libya",D,D,H,M,250
391,pharmacy,pharmacie,صَيْدَلِيَّة,NOUN,Hard,اجزاخانة,Egypt+Sudan,D,D,L,L,0
391,pharmacy,pharmacie,صَيْدَلِيَّة,NOUN,Hard,سبيسارية,Tunisia+Libya,D,D,L,L,0
391,pharmacy,pharmacie,صَيْدَلِيَّة,NOUN,Easy,صيدلية,"Syria+Lebanon+Jordan+Palestine, Egypt+Sudan, Iraq, Tunisia+Libya, Qatar+Saudi+Oman+Yemen",S,D,M,H,1250
391,pharmacy,pharmacie,صَيْدَلِيَّة,NOUN,Medium,فارماسي,Morocco+Algeria,D,S,L,L,150
391,pharmacy,pharmacie,صَيْدَلِيَّة,NOUN,Hard,فارمسيان,Morocco+Algeria,D,D,L,L,0
391,pharmacy,pharmacie,صَيْدَلِيَّة,NOUN,Easy,فارمسي,"Morocco+Algeria, Tunisia+Libya",D,S,M,M,250
391,pharmacy,pharmacie,صَيْدَلِيَّة,NOUN,Hard,فارمشيا,Tunisia+Libya,D,D,L,L,0
394,enjoy,apprécier,ٱِسْتَمْتَع,VERB,Medium,اتبسط,Egypt+Sudan,D,D,M,L,150
394,enjoy,apprécier,ٱِسْتَمْتَع,VERB,Medium,اتكيف,Egypt+Sudan,D,D,M,L,150
394,enjoy,apprécier,ٱِسْتَمْتَع,VERB,Easy,اتلذذ,"Egypt+Sudan, Qatar+Saudi+Oman+Yemen",D,D,M,M,200
394,enjoy,apprécier,ٱِسْتَمْتَع,VERB,Easy,اتمتع,"Egypt+Sudan, Syria+Lebanon+Jordan+Palestine, Iraq, Qatar+Saudi+Oman+Yemen",D,D,M,H,250
394,enjoy,apprécier,ٱِسْتَمْتَع,VERB,Medium,اتنعم,Egypt+Sudan,D,D,M,L,150
394,enjoy,apprécier,ٱِسْتَمْتَع,VERB,Medium,اتونس,Qatar+Saudi+Oman+Yemen,D,D,M,L,150
394,enjoy,apprécier,ٱِسْتَمْتَع,VERB,Easy,ارتاح,Qatar+Saudi+Oman+Yemen,D,D,H,L,200
394,enjoy,apprécier,ٱِسْتَمْتَع,VERB,Medium,استانس,Qatar+Saudi+Oman+Yemen,D,D,M,L,150
394,enjoy,apprécier,ٱِسْتَمْتَع,VERB,Easy,استمتع,"Syria+Lebanon+Jordan+Palestine, Egypt+Sudan, Qatar+Saudi+Oman+Yemen",D,D,H,M,250
394,enjoy,apprécier,ٱِسْتَمْتَع,VERB,Hard,افتهن,Qatar+Saudi+Oman+Yemen,D,D,L,L,0
394,enjoy,apprécier,ٱِسْتَمْتَع,VERB,Easy,انبسط,"Syria+Lebanon+Jordan+Palestine, Egypt+Sudan, Tunisia+Libya, Qatar+Saudi+Oman+Yemen",D,D,M,H,250
394,enjoy,apprécier,ٱِسْتَمْتَع,VERB,Medium,تبرع,Morocco+Algeria,D,D,H,L,150
394,enjoy,apprécier,ٱِسْتَمْتَع,VERB,Hard,ترفه,Iraq,D,D,M,L,50
394,enjoy,apprécier,ٱِسْتَمْتَع,VERB,Easy,تمتع,"Syria+Lebanon+Jordan+Palestine, Tunisia+Libya, Morocco+Algeria",D,D,H,M,250
394,enjoy,apprécier,ٱِسْتَمْتَع,VERB,Easy,تونس,"Iraq, Qatar+Saudi+Oman+Yemen",D,D,H,M,250
394,enjoy,apprécier,ٱِسْتَمْتَع,VERB,Medium,زهى,Morocco+Algeria,D,D,M,L,100
394,enjoy,apprécier,ٱِسْتَمْتَع,VERB,Medium,سلي,Qatar+Saudi+Oman+Yemen,D,D,M,L,150
394,enjoy,apprécier,ٱِسْتَمْتَع,VERB,Easy,عاش,Qatar+Saudi+Oman+Yemen,D,D,H,L,200
394,enjoy,apprécier,ٱِسْتَمْتَع,VERB,Medium,عيش حياتك,Qatar+Saudi+Oman+Yemen,D,D,H,L,100
394,enjoy,apprécier,ٱِسْتَمْتَع,VERB,Easy,فرح,Qatar+Saudi+Oman+Yemen,D,D,H,L,200
394,enjoy,apprécier,ٱِسْتَمْتَع,VERB,Easy,فرفش,"Syria+Lebanon+Jordan+Palestine, Egypt+Sudan, Iraq, Qatar+Saudi+Oman+Yemen",D,D,M,H,250
394,enjoy,apprécier,ٱِسْتَمْتَع,VERB,Easy,كيف,"Syria+Lebanon+Jordan+Palestine, Qatar+Saudi+Oman+Yemen",D,D,H,M,250
395,person,personne,شَخْص,NOUN,Medium,ابن آدم,Tunisia+Libya,D,D,H,L,150
395,person,personne,شَخْص,NOUN,Easy,احد,Qatar+Saudi+Oman+Yemen,D,D,H,L,200
395,person,personne,شَخْص,NOUN,Easy,انسان,"Syria+Lebanon+Jordan+Palestine, Egypt+Sudan, Qatar+Saudi+Oman+Yemen, Tunisia+Libya",D,D,H,H,300
395,person,personne,شَخْص,NOUN,Easy,انسي,Qatar+Saudi+Oman+Yemen,D,D,H,L,200
395,person,personne,شَخْص,NOUN,Easy,حد,"Egypt+Sudan, Syria+Lebanon+Jordan+Palestine, Tunisia+Libya, Qatar+Saudi+Oman+Yemen",D,D,H,H,300
395,person,personne,شَخْص,NOUN,Easy,حدا,Syria+Lebanon+Jordan+Palestine,D,D,H,L,200
395,person,personne,شَخْص,NOUN,Hard,حدن,Syria+Lebanon+Jordan+Palestine,D,D,M,L,50
395,person,personne,شَخْص,NOUN,Easy,رجال,Qatar+Saudi+Oman+Yemen,D,D,H,L,200
395,person,personne,شَخْص,NOUN,Medium,زول,Egypt+Sudan,D,D,H,L,150
395,person,personne,شَخْص,NOUN,Easy,شخص,"Syria+Lebanon+Jordan+Palestine, Egypt+Sudan, Iraq, Tunisia+Libya, Qatar+Saudi+Oman+Yemen",S,D,H,H,1300
395,person,personne,شَخْص,NOUN,Easy,عبد,"Morocco+Algeria, Tunisia+Libya",D,D,H,M,200
395,person,personne,شَخْص,NOUN,Easy,فرد,"Syria+Lebanon+Jordan+Palestine, Qatar+Saudi+Oman+Yemen",D,D,H,M,250
395,person,personne,شَخْص,NOUN,Easy,مخلوق,"Syria+Lebanon+Jordan+Palestine, Qatar+Saudi+Oman+Yemen",D,D,H,M,200
395,person,personne,شَخْص,NOUN,Hard,نسمة,Syria+Lebanon+Jordan+Palestine,D,D,M,L,50
395,person,personne,شَخْص,NOUN,Easy,نفر,"Syria+Lebanon+Jordan+Palestine, Egypt+Sudan, Qatar+Saudi+Oman+Yemen",D,D,H,M,250
395,person,personne,شَخْص,NOUN,Easy,واحد,"Syria+Lebanon+Jordan+Palestine, Egypt+Sudan, Iraq, Qatar+Saudi+Oman+Yemen, Morocco+Algeria, Tunisia+Libya",D,D,H,H,300
398,"post , mail",poste,بَرِيد,NOUN,Medium,البوسطة,Tunisia+Libya,D,D,M,L,150
398,"post , mail",poste,بَرِيد,NOUN,Easy,بريد,"Syria+Lebanon+Jordan+Palestine, Egypt+Sudan, Iraq, Tunisia+Libya, Qatar+Saudi+Oman+Yemen, Morocco+Algeria",S,D,M,H,1250
398,"post , mail",poste,بَرِيد,NOUN,Easy,بوسط,Morocco+Algeria,D,D,H,L,200
398,"post , mail",poste,بَرِيد,NOUN,Medium,بوسطة,Egypt+Sudan,D,D,M,L,150
398,"post , mail",poste,بَرِيد,NOUN,Hard,لابوست,Morocco+Algeria,D,D,L,L,0
399,way,chemin,طَرِيق,NOUN,Medium,ثنية,Tunisia+Libya,D,D,M,L,150
399,way,chemin,طَرِيق,NOUN,Medium,حارة,Syria+Lebanon+Jordan+Palestine,D,D,M,L,150
399,way,chemin,طَرِيق,NOUN,Easy,خط,Qatar+Saudi+Oman+Yemen,D,D,H,L,200
399,way,chemin,طَرِيق,NOUN,Easy,درب,"Syria+Lebanon+Jordan+Palestine, Iraq, Qatar+Saudi+Oman+Yemen",D,D,H,M,250
399,way,chemin,طَرِيق,NOUN,Hard,زاروب,Syria+Lebanon+Jordan+Palestine,D,D,M,L,50
399,way,chemin,طَرِيق,NOUN,Hard,زاروبة,Syria+Lebanon+Jordan+Palestine,D,D,L,L,0
399,way,chemin,طَرِيق,NOUN,Easy,سبيل,"Syria+Lebanon+Jordan+Palestine, Qatar+Saudi+Oman+Yemen",D,D,H,M,200
399,way,chemin,طَرِيق,NOUN,Medium,سكة,"Egypt+Sudan, Syria+Lebanon+Jordan+Palestine, Qatar+Saudi+Oman+Yemen",D,D,M,M,150
399,way,chemin,طَرِيق,NOUN,Easy,شارع,"Syria+Lebanon+Jordan+Palestine, Qatar+Saudi+Oman+Yemen",D,D,H,M,250
399,way,chemin,طَرِيق,NOUN,Hard,طريج,Iraq,D,D,M,L,50
399,way,chemin,طَرِيق,NOUN,Easy,طريق,"Syria+Lebanon+Jordan+Palestine, Morocco+Algeria, Egypt+Sudan, Iraq, Tunisia+Libya, Qatar+Saudi+Oman+Yemen",S,D,H,H,1300
399,way,chemin,طَرِيق,NOUN,Medium,مجرى,Qatar+Saudi+Oman+Yemen,D,D,M,L,150
399,way,chemin,طَرِيق,NOUN,Easy,مسار,Syria+Lebanon+Jordan+Palestine,D,D,H,L,200
399,way,chemin,طَرِيق,NOUN,Medium,مسرب,Syria+Lebanon+Jordan+Palestine,D,D,M,L,100
399,way,chemin,طَرِيق,NOUN,Medium,مسلك,Syria+Lebanon+Jordan+Palestine,D,D,M,L,150
399,way,chemin,طَرِيق,NOUN,Medium,ممر,Syria+Lebanon+Jordan+Palestine,D,D,M,L,150
401,glass,verre,كُوب,NOUN,Hard,جلاص,Qatar+Saudi+Oman+Yemen,D,D,M,L,50
401,glass,verre,كُوب,NOUN,Easy,فنجان,Qatar+Saudi+Oman+Yemen,D,D,H,L,200
401,glass,verre,كُوب,NOUN,Medium,قزاز,Tunisia+Libya,D,D,M,L,150
401,glass,verre,كُوب,NOUN,Medium,قلاص,"Iraq, Qatar+Saudi+Oman+Yemen",D,D,M,M,150
401,glass,verre,كُوب,NOUN,Medium,قلص,Qatar+Saudi+Oman+Yemen,D,D,M,L,100
401,glass,verre,كُوب,NOUN,Easy,كاس,"Morocco+Algeria, Syria+Lebanon+Jordan+Palestine, Qatar+Saudi+Oman+Yemen, Tunisia+Libya",D,D,H,H,300
401,glass,verre,كُوب,NOUN,Easy,كاسة,"Syria+Lebanon+Jordan+Palestine, Qatar+Saudi+Oman+Yemen",D,D,M,M,200
401,glass,verre,كُوب,NOUN,Easy,كباية,"Syria+Lebanon+Jordan+Palestine, Tunisia+Libya",S,D,M,M,1200
401,glass,verre,كُوب,NOUN,Easy,كوب,"Iraq, Qatar+Saudi+Oman+Yemen",S,D,H,M,1250
401,glass,verre,كُوب,NOUN,Easy,كوباية,"Egypt+Sudan, Syria+Lebanon+Jordan+Palestine, Qatar+Saudi+Oman+Yemen",S,D,M,M,1200
401,glass,verre,كُوب,NOUN,Hard,لامبة,Tunisia+Libya,D,D,L,L,0
401,glass,verre,كُوب,NOUN,Hard,مقة,Qatar+Saudi+Oman+Yemen,D,D,L,L,0
402,"then , so","alors , donc",إِذَنْ ، فَ+,CCONJ,Easy,اذا,Egypt+Sudan,D,D,H,L,200
402,"then , so","alors , donc",إِذَنْ ، فَ+,CCONJ,Easy,اذن,"Iraq, Qatar+Saudi+Oman+Yemen",S,S,H,M,1350
402,"then , so","alors , donc",إِذَنْ ، فَ+,CCONJ,Easy,امالا,"Morocco+Algeria, Tunisia+Libya",D,D,M,M,200
402,"then , so","alors , donc",إِذَنْ ، فَ+,CCONJ,Hard,امبعد,Morocco+Algeria,D,D,M,L,50
402,"then , so","alors , donc",إِذَنْ ، فَ+,CCONJ,Medium,انزين,Qatar+Saudi+Oman+Yemen,D,D,H,L,100
402,"then , so","alors , donc",إِذَنْ ، فَ+,CCONJ,Easy,ايوه,Morocco+Algeria,D,D,H,L,200
402,"then , so","alors , donc",إِذَنْ ، فَ+,CCONJ,Medium,بعدا,Qatar+Saudi+Oman+Yemen,D,D,M,L,150
402,"then , so","alors , donc",إِذَنْ ، فَ+,CCONJ,Easy,بعدين,"Egypt+Sudan, Syria+Lebanon+Jordan+Palestine, Tunisia+Libya, Qatar+Saudi+Oman+Yemen",D,D,H,H,300
402,"then , so","alors , donc",إِذَنْ ، فَ+,CCONJ,Easy,تو,Tunisia+Libya,D,D,H,L,200
402,"then , so","alors , donc",إِذَنْ ، فَ+,CCONJ,Easy,خلاف,Qatar+Saudi+Oman+Yemen,D,D,H,L,200
402,"then , so","alors , donc",إِذَنْ ، فَ+,CCONJ,Easy,زين,Qatar+Saudi+Oman+Yemen,D,D,H,L,200
402,"then , so","alors , donc",إِذَنْ ، فَ+,CCONJ,Medium,صفي,Morocco+Algeria,D,D,M,L,150
402,"then , so","alors , donc",إِذَنْ ، فَ+,CCONJ,Easy,طب,"Egypt+Sudan, Syria+Lebanon+Jordan+Palestine",D,D,H,M,250
402,"then , so","alors , donc",إِذَنْ ، فَ+,CCONJ,Easy,طيب,"Syria+Lebanon+Jordan+Palestine, Egypt+Sudan",D,D,H,M,250
402,"then , so","alors , donc",إِذَنْ ، فَ+,CCONJ,Hard,عب,Qatar+Saudi+Oman+Yemen,D,D,M,L,50
402,"then , so","alors , donc",إِذَنْ ، فَ+,CCONJ,Easy,عجل,Qatar+Saudi+Oman+Yemen,D,D,H,L,200
402,"then , so","alors , donc",إِذَنْ ، فَ+,CCONJ,Easy,ف+,Qatar+Saudi+Oman+Yemen,S,D,H,L,1100
402,"then , so","alors , donc",إِذَنْ ، فَ+,CCONJ,Easy,كان,Qatar+Saudi+Oman+Yemen,D,D,H,L,200
402,"then , so","alors , donc",إِذَنْ ، فَ+,CCONJ,Medium,كان كده,Egypt+Sudan,D,D,H,L,100
402,"then , so","alors , donc",إِذَنْ ، فَ+,CCONJ,Hard,لعد,Iraq,D,D,M,L,50
402,"then , so","alors , donc",إِذَنْ ، فَ+,CCONJ,Easy,مالا,Tunisia+Libya,D,D,H,L,200
402,"then , so","alors , donc",إِذَنْ ، فَ+,CCONJ,Medium,نزين,Qatar+Saudi+Oman+Yemen,D,D,M,L,150
402,"then , so","alors , donc",إِذَنْ ، فَ+,CCONJ,Easy,ياخي,Tunisia+Libya,D,D,H,L,200
402,"then , so","alors , donc",إِذَنْ ، فَ+,CCONJ,Easy,يالله,Iraq,D,D,H,L,200
405,show me,montres moi,أرِ +نِي,PRON,Hard,ارجيني,Syria+Lebanon+Jordan+Palestine,D,D,L,L,0
405,show me,montres moi,أرِ +نِي,PRON,Easy,اشوف,Qatar+Saudi+Oman+Yemen,D,D,H,L,200
405,show me,montres moi,أرِ +نِي,PRON,Medium,اظهر لي,Qatar+Saudi+Oman+Yemen,D,D,H,L,100
405,show me,montres moi,أرِ +نِي,PRON,Medium,اعرض لي,Egypt+Sudan,D,D,H,L,100
405,show me,montres moi,أرِ +نِي,PRON,Medium,اكشف لي,Qatar+Saudi+Oman+Yemen,D,D,H,L,100
405,show me,montres moi,أرِ +نِي,PRON,Easy,بين لي,"Syria+Lebanon+Jordan+Palestine, Qatar+Saudi+Oman+Yemen",D,D,H,M,200
405,show me,montres moi,أرِ +نِي,PRON,Medium,دلني,Qatar+Saudi+Oman+Yemen,D,D,H,L,150
405,show me,montres moi,أرِ +نِي,PRON,Medium,راوني,Qatar+Saudi+Oman+Yemen,D,D,M,L,150
405,show me,montres moi,أرِ +نِي,PRON,Easy,راويني,"Iraq, Qatar+Saudi+Oman+Yemen",D,D,M,M,200
405,show me,montres moi,أرِ +نِي,PRON,Medium,رويني,Qatar+Saudi+Oman+Yemen,D,D,M,L,150
405,show me,montres moi,أرِ +نِي,PRON,Medium,شوفني,"Syria+Lebanon+Jordan+Palestine, Qatar+Saudi+Oman+Yemen",D,D,M,M,150
405,show me,montres moi,أرِ +نِي,PRON,Medium,ظهر لي,Qatar+Saudi+Oman+Yemen,D,D,H,L,100
405,show me,montres moi,أرِ +نِي,PRON,Medium,فرجني,"Egypt+Sudan, Qatar+Saudi+Oman+Yemen",D,D,M,M,150
405,show me,montres moi,أرِ +نِي,PRON,Medium,فرجيني,Syria+Lebanon+Jordan+Palestine,D,D,M,L,100
405,show me,montres moi,أرِ +نِي,PRON,Medium,ورني,Qatar+Saudi+Oman+Yemen,D,D,M,L,150
405,show me,montres moi,أرِ +نِي,PRON,Hard,ورجيني,Syria+Lebanon+Jordan+Palestine,D,D,M,L,50
405,show me,montres moi,أرِ +نِي,PRON,Easy,وريني,"Morocco+Algeria, Egypt+Sudan, Syria+Lebanon+Jordan+Palestine, Tunisia+Libya, Qatar+Saudi+Oman+Yemen",D,D,M,H,250
406,work,"marcher , travailler",عَمِل,VERB,Hard,اتمهر,Qatar+Saudi+Oman+Yemen,D,D,L,L,0
406,work,"marcher , travailler",عَمِل,VERB,Easy,اشتغل,"Syria+Lebanon+Jordan+Palestine, Egypt+Sudan, Iraq, Tunisia+Libya, Qatar+Saudi+Oman+Yemen",D,D,H,H,300
406,work,"marcher , travailler",عَمِل,VERB,Medium,تعب,Qatar+Saudi+Oman+Yemen,D,D,H,L,150
406,work,"marcher , travailler",عَمِل,VERB,Medium,توظف,Syria+Lebanon+Jordan+Palestine,D,D,M,L,100
406,work,"marcher , travailler",عَمِل,VERB,Easy,خدم,"Morocco+Algeria, Tunisia+Libya, Qatar+Saudi+Oman+Yemen",D,D,H,M,250
406,work,"marcher , travailler",عَمِل,VERB,Easy,داوم,"Syria+Lebanon+Jordan+Palestine, Qatar+Saudi+Oman+Yemen",D,D,M,M,200
406,work,"marcher , travailler",عَمِل,VERB,Easy,طبق,Qatar+Saudi+Oman+Yemen,D,D,H,L,200
406,work,"marcher , travailler",عَمِل,VERB,Easy,عمل,"Egypt+Sudan, Syria+Lebanon+Jordan+Palestine, Tunisia+Libya, Qatar+Saudi+Oman+Yemen",S,D,H,H,1300
406,work,"marcher , travailler",عَمِل,VERB,Hard,كد,Qatar+Saudi+Oman+Yemen,D,D,M,L,50
406,work,"marcher , travailler",عَمِل,VERB,Easy,مارس,Egypt+Sudan,D,D,H,L,200
407,call,"appeler , rappeler",ٱِتَّصَل,VERB,Easy,اتصل,"Syria+Lebanon+Jordan+Palestine, Egypt+Sudan, Iraq, Tunisia+Libya, Qatar+Saudi+Oman+Yemen",D,D,H,H,300
407,call,"appeler , rappeler",ٱِتَّصَل,VERB,Medium,تاصل,Morocco+Algeria,D,D,M,L,150
407,call,"appeler , rappeler",ٱِتَّصَل,VERB,Easy,تصل,Morocco+Algeria,D,D,H,L,200
407,call,"appeler , rappeler",ٱِتَّصَل,VERB,Medium,تلفن,Tunisia+Libya,D,D,M,L,150
407,call,"appeler , rappeler",ٱِتَّصَل,VERB,Medium,تيليفونا,Morocco+Algeria,D,D,M,L,150
407,call,"appeler , rappeler",ٱِتَّصَل,VERB,Hard,حكى تيليفون,Syria+Lebanon+Jordan+Palestine,D,D,M,L,50
407,call,"appeler , rappeler",ٱِتَّصَل,VERB,Easy,خابر,Iraq,D,D,H,L,200
407,call,"appeler , rappeler",ٱِتَّصَل,VERB,Easy,دق,Syria+Lebanon+Jordan+Palestine,D,D,H,L,200
407,call,"appeler , rappeler",ٱِتَّصَل,VERB,Easy,دور,Morocco+Algeria,D,D,H,L,200
407,call,"appeler , rappeler",ٱِتَّصَل,VERB,Medium,رن,"Syria+Lebanon+Jordan+Palestine, Iraq, Qatar+Saudi+Oman+Yemen",D,D,M,M,150
407,call,"appeler , rappeler",ٱِتَّصَل,VERB,Hard,زعق,Qatar+Saudi+Oman+Yemen,D,D,M,L,50
407,call,"appeler , rappeler",ٱِتَّصَل,VERB,Hard,زهم,Qatar+Saudi+Oman+Yemen,D,D,M,L,50
407,call,"appeler , rappeler",ٱِتَّصَل,VERB,Easy,ضرب,Egypt+Sudan,D,D,H,L,200
407,call,"appeler , rappeler",ٱِتَّصَل,VERB,Easy,طلب,"Syria+Lebanon+Jordan+Palestine, Tunisia+Libya",D,D,H,M,250
407,call,"appeler , rappeler",ٱِتَّصَل,VERB,Medium,عيط,Morocco+Algeria,D,D,M,L,150
407,call,"appeler , rappeler",ٱِتَّصَل,VERB,Easy,كلم,"Tunisia+Libya, Qatar+Saudi+Oman+Yemen",D,D,H,M,250
407,call,"appeler , rappeler",ٱِتَّصَل,VERB,Medium,نادى,Qatar+Saudi+Oman+Yemen,D,D,M,L,150
407,call,"appeler , rappeler",ٱِتَّصَل,VERB,Medium,نهم,Qatar+Saudi+Oman+Yemen,D,D,H,L,100
411,bill,note,فاتُورَة,NOUN,Easy,حساب,"Syria+Lebanon+Jordan+Palestine, Egypt+Sudan, Qatar+Saudi+Oman+Yemen",D,D,H,M,250
411,bill,note,فاتُورَة,NOUN,Easy,فاتورة,"Syria+Lebanon+Jordan+Palestine, Morocco+Algeria, Egypt+Sudan, Iraq, Tunisia+Libya, Qatar+Saudi+Oman+Yemen",S,D,M,H,1250
411,bill,note,فاتُورَة,NOUN,Hard,فاكتور,Morocco+Algeria,D,D,M,L,50
411,bill,note,فاتُورَة,NOUN,Hard,فكتورة,Morocco+Algeria,D,D,L,L,0
411,bill,note,فاتُورَة,NOUN,Medium,قائمة,Iraq,D,D,M,L,150
412,tonight,ce soir,ال+ لَيْلَة,NOUN,Medium,العشي,Qatar+Saudi+Oman+Yemen,D,D,M,L,150
412,tonight,ce soir,ال+ لَيْلَة,NOUN,Medium,العشية,Morocco+Algeria,D,D,M,L,150
412,tonight,ce soir,ال+ لَيْلَة,NOUN,Easy,الليلة,"Syria+Lebanon+Jordan+Palestine, Morocco+Algeria, Egypt+Sudan, Iraq, Tunisia+Libya, Qatar+Saudi+Oman+Yemen",D,D,M,H,250
412,tonight,ce soir,ال+ لَيْلَة,NOUN,Medium,الليلة بالليل,Egypt+Sudan,D,D,H,L,100
412,tonight,ce soir,ال+ لَيْلَة,NOUN,Hard,الليلة بالمسا,Egypt+Sudan,D,D,M,L,50
412,tonight,ce soir,ال+ لَيْلَة,NOUN,Medium,المسا,Syria+Lebanon+Jordan+Palestine,D,D,H,L,150
412,tonight,ce soir,ال+ لَيْلَة,NOUN,Medium,اليوم بالليل,Syria+Lebanon+Jordan+Palestine,D,D,H,L,100
