ID,English,French,MSA,POS,CODA,Region,DCom,RCom,ASim,FSim,DFreq,DA_Frequency,ASimLevel,FSimLevel,DFreqLevel,DComLevel,RComLevel,EasinessScore,EasinessCategory
577,among,parmi,بَيْنَ,NOUN,في نصهم,Egypt+Sudan,1,1,0,0,8,"101,574,101",D,D,H,L,L,100,Medium
577,among,parmi,بَيْنَ,NOUN,ما بين,"Egypt+Sudan, Tunisia+Libya",2,2,0,0,8,"44,223,621",D,D,H,M,M,200,Easy
577,among,parmi,بَيْنَ,NOUN,من بين,Qatar+Saudi+Oman+Yemen,1,1,0,0,8,"133,924,377",D,D,H,L,L,100,Medium
577,among,parmi,بَيْنَ,NOUN,من ضمن,Qatar+Saudi+Oman+Yemen,1,1,0,0,8,"127,803,127",D,D,H,L,L,100,Medium
577,among,parmi,بَيْنَ,NOUN,وسط,Qatar+Saudi+Oman+Yemen,1,6,0,0,6,"923,078",D,D,H,L,H,200,Easy
578,and,et,وَ+ ، وَ,CCONJ,حتى,Tunisia+Libya,1,6,0,0,5,"185,929",D,D,H,L,H,200,Easy
578,and,et,وَ+ ، وَ,CCONJ,و+,"Syria+Lebanon+Jordan+Palestine, Morocco+Algeria, Egypt+Sudan, Iraq, Tunisia+Libya, Qatar+Saudi+Oman+Yemen",6,6,0,0,8,"51,441,755",D,D,H,H,H,300,Easy
579,then,ensuite,ثُمَّ,CCONJ,ابري,Morocco+Algeria,1,6,0,0,3,"1,481",D,D,M,L,H,150,Medium
579,then,ensuite,ثُمَّ,CCONJ,اومبعد,Morocco+Algeria,1,1,0,0,2,189,D,D,M,L,L,50,Hard
579,then,ensuite,ثُمَّ,CCONJ,بعد,Tunisia+Libya,1,6,0,0,7,"11,145,784",D,D,H,L,H,200,Easy
579,then,ensuite,ثُمَّ,CCONJ,بعد كده,Egypt+Sudan,1,1,0,0,7,"12,315,198",D,D,H,L,L,100,Medium
579,then,ensuite,ثُمَّ,CCONJ,بعدا,Qatar+Saudi+Oman+Yemen,1,6,0,0,4,"30,354",D,D,M,L,H,150,Medium
579,then,ensuite,ثُمَّ,CCONJ,بعدين,"Syria+Lebanon+Jordan+Palestine, Egypt+Sudan, Iraq, Tunisia+Libya, Qatar+Saudi+Oman+Yemen",5,5,0,0,6,"328,061",D,D,H,H,H,300,Easy
579,then,ensuite,ثُمَّ,CCONJ,خلاف,Qatar+Saudi+Oman+Yemen,1,5,0,0,5,"110,929",D,D,H,L,H,200,Easy
579,then,ensuite,ثُمَّ,CCONJ,ف+,"Syria+Lebanon+Jordan+Palestine, Egypt+Sudan, Tunisia+Libya, Qatar+Saudi+Oman+Yemen",4,4,0,0,7,"7,426,737",D,D,H,H,H,300,Easy
579,then,ensuite,ثُمَّ,CCONJ,فبعدين,Egypt+Sudan,1,1,0,0,1,30,D,D,L,L,L,0,Hard
579,then,ensuite,ثُمَّ,CCONJ,من بعد,Morocco+Algeria,1,1,0,0,8,"138,391,668",D,D,H,L,L,100,Medium
579,then,ensuite,ثُمَّ,CCONJ,من ثم,Qatar+Saudi+Oman+Yemen,1,1,0,0,8,"131,268,632",D,D,H,L,L,100,Medium
579,then,ensuite,ثُمَّ,CCONJ,وبعدين,Iraq,1,5,0,0,5,"228,871",D,D,H,L,H,200,Easy
580,another,autre,آخَر,ADJ,آخر,"Tunisia+Libya, Morocco+Algeria",2,6,1,0,5,"32,933",S,D,H,M,H,1250,Easy
580,another,autre,آخَر,ADJ,اللخر,Syria+Lebanon+Jordan+Palestine,1,2,0,0,3,354,D,D,M,L,M,100,Medium
580,another,autre,آخَر,ADJ,اللخري,Syria+Lebanon+Jordan+Palestine,1,2,0,0,1,8,D,D,L,L,M,50,Hard
580,another,autre,آخَر,ADJ,ثاني,"Syria+Lebanon+Jordan+Palestine, Egypt+Sudan, Iraq, Qatar+Saudi+Oman+Yemen",4,6,0,0,6,"799,799",D,D,H,H,H,300,Easy
580,another,autre,آخَر,ADJ,راخر,Egypt+Sudan,1,1,0,0,2,183,D,D,M,L,L,50,Hard
580,another,autre,آخَر,ADJ,غير,"Syria+Lebanon+Jordan+Palestine, Qatar+Saudi+Oman+Yemen",2,6,0,0,7,"5,471,075",D,D,H,M,H,250,Easy
580,another,autre,آخَر,ADJ,كمان,Qatar+Saudi+Oman+Yemen,1,3,0,0,6,"426,223",D,D,H,L,M,150,Medium
580,another,autre,آخَر,ADJ,وحد آخر,Morocco+Algeria,1,2,0,0,5,"122,206",D,D,H,L,M,150,Medium
581,around,vers,حَوالَي ، حَول,NOUN,بحدود,Syria+Lebanon+Jordan+Palestine,1,3,0,0,4,"19,762",D,D,M,L,M,100,Medium
581,around,vers,حَوالَي ، حَول,NOUN,تقريب,Tunisia+Libya,1,6,0,0,4,"4,583",D,D,M,L,H,150,Medium
581,around,vers,حَوالَي ، حَول,NOUN,تقريبا,"Egypt+Sudan, Syria+Lebanon+Jordan+Palestine, Iraq, Morocco+Algeria, Qatar+Saudi+Oman+Yemen",5,6,0,0,5,"286,197",D,D,H,H,H,300,Easy
581,around,vers,حَوالَي ، حَول,NOUN,تلى,Tunisia+Libya,1,6,0,0,2,38,D,D,M,L,H,150,Medium
581,around,vers,حَوالَي ، حَول,NOUN,جنب,"Tunisia+Libya, Morocco+Algeria, Egypt+Sudan, Qatar+Saudi+Oman+Yemen",4,6,0,0,5,"233,640",D,D,H,H,H,300,Easy
581,around,vers,حَوالَي ، حَول,NOUN,جويه,Morocco+Algeria,1,6,0,0,5,"111,379",D,D,H,L,H,200,Easy
581,around,vers,حَوالَي ، حَول,NOUN,جيهة,Morocco+Algeria,1,6,0,0,2,118,D,D,M,L,H,150,Medium
581,around,vers,حَوالَي ، حَول,NOUN,حذا,"Morocco+Algeria, Tunisia+Libya",2,5,0,0,3,889,D,D,M,M,H,200,Easy
581,around,vers,حَوالَي ، حَول,NOUN,حسب التقريب,Tunisia+Libya,1,1,0,0,6,"685,779",D,D,H,L,L,100,Medium
581,around,vers,حَوالَي ، حَول,NOUN,حوالي,"Syria+Lebanon+Jordan+Palestine, Egypt+Sudan, Iraq, Qatar+Saudi+Oman+Yemen",4,6,1,0,5,"86,144",S,D,H,H,H,1300,Easy
581,around,vers,حَوالَي ، حَول,NOUN,صوب,Qatar+Saudi+Oman+Yemen,1,5,0,0,5,"101,020",D,D,H,L,H,200,Easy
581,around,vers,حَوالَي ، حَول,NOUN,علاين,Morocco+Algeria,1,6,0,0,1,17,D,D,L,L,H,100,Medium
581,around,vers,حَوالَي ، حَول,NOUN,عند,Qatar+Saudi+Oman+Yemen,1,6,0,0,7,"4,201,809",D,D,H,L,H,200,Easy
581,around,vers,حَوالَي ، حَول,NOUN,في حدود,Egypt+Sudan,1,3,0,0,8,"102,078,255",D,D,H,L,M,150,Medium
581,around,vers,حَوالَي ، حَول,NOUN,قرابة,Qatar+Saudi+Oman+Yemen,1,6,0,0,3,"1,118",D,D,M,L,H,150,Medium
581,around,vers,حَوالَي ، حَول,NOUN,قرب,Qatar+Saudi+Oman+Yemen,1,6,0,0,6,"554,152",D,D,H,L,H,200,Easy
581,around,vers,حَوالَي ، حَول,NOUN,قريب,Qatar+Saudi+Oman+Yemen,1,6,0,0,6,"843,566",D,D,H,L,H,200,Easy
582,as,comme,كَ+,ADP,زي,"Egypt+Sudan, Syria+Lebanon+Jordan+Palestine, Tunisia+Libya, Qatar+Saudi+Oman+Yemen",4,6,0,1,6,"1,381,481",D,S,H,H,H,400,Easy
582,as,comme,كَ+,ADP,سع,Qatar+Saudi+Oman+Yemen,1,1,0,0,4,"11,634",D,D,M,L,L,50,Hard
582,as,comme,كَ+,ADP,سعما,Qatar+Saudi+Oman+Yemen,1,1,0,0,2,47,D,D,M,L,L,50,Hard
582,as,comme,كَ+,ADP,فحال,Morocco+Algeria,1,1,0,0,3,"2,356",D,D,M,L,L,50,Hard
582,as,comme,كَ+,ADP,ك+,"Morocco+Algeria, Syria+Lebanon+Jordan+Palestine, Iraq, Qatar+Saudi+Oman+Yemen, Tunisia+Libya",5,5,1,0,6,"974,176",S,D,H,H,H,1300,Easy
582,as,comme,كَ+,ADP,كما,Qatar+Saudi+Oman+Yemen,1,6,0,1,6,"3,028,670",D,S,H,L,H,300,Easy
582,as,comme,كَ+,ADP,كنه,Qatar+Saudi+Oman+Yemen,1,1,0,0,5,"158,138",D,D,H,L,L,100,Medium
582,as,comme,كَ+,ADP,كيف,Tunisia+Libya,1,6,0,0,7,"4,081,436",D,D,H,L,H,200,Easy
582,as,comme,كَ+,ADP,كيما,Tunisia+Libya,1,3,0,1,5,"31,811",D,S,H,L,M,250,Easy
582,as,comme,كَ+,ADP,مثل,"Syria+Lebanon+Jordan+Palestine, Iraq, Qatar+Saudi+Oman+Yemen",3,6,0,0,7,"4,474,058",D,D,H,M,H,250,Easy
583,at,à,فِي,ADP,الساعة,Qatar+Saudi+Oman+Yemen,1,6,0,0,4,"24,652",D,D,M,L,H,150,Medium
583,at,à,فِي,ADP,ب+,"Syria+Lebanon+Jordan+Palestine, Iraq, Qatar+Saudi+Oman+Yemen",3,3,0,0,7,"10,944,344",D,D,H,M,M,200,Easy
583,at,à,فِي,ADP,على,Qatar+Saudi+Oman+Yemen,1,6,0,0,6,"1,292,627",D,D,H,L,H,200,Easy
583,at,à,فِي,ADP,عند,Tunisia+Libya,1,6,0,0,7,"4,201,809",D,D,H,L,H,200,Easy
583,at,à,فِي,ADP,ف+,Morocco+Algeria,1,1,1,0,7,"7,426,737",S,D,H,L,L,1100,Easy
583,at,à,فِي,ADP,في,"Egypt+Sudan, Syria+Lebanon+Jordan+Palestine, Tunisia+Libya, Qatar+Saudi+Oman+Yemen",4,5,1,0,8,"101,567,242",S,D,H,H,H,1300,Easy
584,at,chez,عِنْد,NOUN,بحذا,Tunisia+Libya,1,1,0,0,2,149,D,D,M,L,L,50,Hard
584,at,chez,عِنْد,NOUN,جنب,Egypt+Sudan,1,6,0,0,5,"233,640",D,D,H,L,H,200,Easy
584,at,chez,عِنْد,NOUN,حدا,Egypt+Sudan,1,6,0,0,5,"188,783",D,D,H,L,H,200,Easy
584,at,chez,عِنْد,NOUN,حذا,Tunisia+Libya,1,5,0,0,3,889,D,D,M,L,H,150,Medium
584,at,chez,عِنْد,NOUN,عد,Iraq,1,6,0,0,5,"111,716",D,D,H,L,H,200,Easy
584,at,chez,عِنْد,NOUN,عند,"Syria+Lebanon+Jordan+Palestine, Morocco+Algeria, Egypt+Sudan, Tunisia+Libya, Qatar+Saudi+Oman+Yemen",5,6,1,0,7,"4,201,809",S,D,H,H,H,1300,Easy
584,at,chez,عِنْد,NOUN,ف+,Morocco+Algeria,1,1,0,0,7,"7,426,737",D,D,H,L,L,100,Medium
584,at,chez,عِنْد,NOUN,في,"Egypt+Sudan, Tunisia+Libya, Qatar+Saudi+Oman+Yemen",3,5,0,0,8,"101,567,242",D,D,H,M,H,250,Easy
585,because,parce que,لِ+ أَنَّ,SCONJ,بسبب,"Iraq, Qatar+Saudi+Oman+Yemen",2,2,0,0,6,"1,589,049",D,D,H,M,M,200,Easy
585,because,parce que,لِ+ أَنَّ,SCONJ,بارسكو,Morocco+Algeria,1,1,0,0,1,15,D,D,L,L,L,0,Hard
585,because,parce que,لِ+ أَنَّ,SCONJ,حيت,Morocco+Algeria,1,6,0,0,4,"23,778",D,D,M,L,H,150,Medium
585,because,parce que,لِ+ أَنَّ,SCONJ,خاطر,Tunisia+Libya,1,6,0,0,5,"233,541",D,D,H,L,H,200,Easy
585,because,parce que,لِ+ أَنَّ,SCONJ,عشان,"Egypt+Sudan, Syria+Lebanon+Jordan+Palestine, Tunisia+Libya, Qatar+Saudi+Oman+Yemen",4,6,0,0,7,"3,715,061",D,D,H,H,H,300,Easy
585,because,parce que,لِ+ أَنَّ,SCONJ,علىشان,"Egypt+Sudan, Qatar+Saudi+Oman+Yemen",2,2,0,0,1,11,D,D,L,M,M,100,Medium
585,because,parce que,لِ+ أَنَّ,SCONJ,على خاطر,"Morocco+Algeria, Tunisia+Libya",2,2,0,0,6,"1,526,168",D,D,H,M,M,200,Easy
585,because,parce que,لِ+ أَنَّ,SCONJ,كون,Qatar+Saudi+Oman+Yemen,1,6,0,0,5,"159,421",D,D,H,L,H,200,Easy
585,because,parce que,لِ+ أَنَّ,SCONJ,لاجل,Egypt+Sudan,1,1,0,0,6,"467,631",D,D,H,L,L,100,Medium
585,because,parce que,لِ+ أَنَّ,SCONJ,لان,"Syria+Lebanon+Jordan+Palestine, Egypt+Sudan, Iraq, Qatar+Saudi+Oman+Yemen",4,6,0,0,6,"2,488,821",D,D,H,H,H,300,Easy
585,because,parce que,لِ+ أَنَّ,SCONJ,لانه,"Syria+Lebanon+Jordan+Palestine, Qatar+Saudi+Oman+Yemen",2,2,0,0,6,"1,330,470",D,D,H,M,M,200,Easy
585,because,parce que,لِ+ أَنَّ,SCONJ,مشان,Syria+Lebanon+Jordan+Palestine,1,1,0,0,4,"31,286",D,D,M,L,L,50,Hard
585,because,parce que,لِ+ أَنَّ,SCONJ,من شان,Syria+Lebanon+Jordan+Palestine,1,1,0,0,8,"127,590,454",D,D,H,L,L,100,Medium
586,before,avant,قَبْل,NOUN,اول,Qatar+Saudi+Oman+Yemen,1,6,0,0,7,"3,936,079",D,D,H,L,H,200,Easy
586,before,avant,قَبْل,NOUN,قبل,"Syria+Lebanon+Jordan+Palestine, Morocco+Algeria, Egypt+Sudan, Iraq, Tunisia+Libya, Qatar+Saudi+Oman+Yemen",6,6,1,0,7,"6,812,225",S,D,H,H,H,1300,Easy
586,before,avant,قَبْل,NOUN,قدام,Qatar+Saudi+Oman+Yemen,1,6,0,0,6,"456,045",D,D,H,L,H,200,Easy
587,behind,derrière,خَلْف,NOUN,بعد,Qatar+Saudi+Oman+Yemen,1,6,0,0,7,"11,145,784",D,D,H,L,H,200,Easy
587,behind,derrière,خَلْف,NOUN,خلف,Qatar+Saudi+Oman+Yemen,1,5,1,0,6,"715,500",S,D,H,L,H,1200,Easy
587,behind,derrière,خَلْف,NOUN,مور,Morocco+Algeria,1,6,0,0,4,"25,027",D,D,M,L,H,150,Medium
587,behind,derrière,خَلْف,NOUN,ورا,"Syria+Lebanon+Jordan+Palestine, Egypt+Sudan, Iraq, Tunisia+Libya, Qatar+Saudi+Oman+Yemen",5,6,0,0,6,"317,714",D,D,H,H,H,300,Easy
588,beside,près,جِوار,NOUN,اكوتي,Morocco+Algeria,1,4,0,0,2,33,D,D,M,L,H,150,Medium
588,beside,près,جِوار,NOUN,بجنب,Qatar+Saudi+Oman+Yemen,1,2,0,0,4,"12,873",D,D,M,L,M,100,Medium
588,beside,près,جِوار,NOUN,بحذا,Tunisia+Libya,1,1,0,0,2,149,D,D,M,L,L,50,Hard
588,beside,près,جِوار,NOUN,بصف,Iraq,1,1,0,0,4,"10,205",D,D,M,L,L,50,Hard
588,beside,près,جِوار,NOUN,بطرف,Qatar+Saudi+Oman+Yemen,1,1,0,0,4,"16,920",D,D,M,L,L,50,Hard
588,beside,près,جِوار,NOUN,تلا,Tunisia+Libya,1,5,0,0,4,"4,694",D,D,M,L,H,150,Medium
588,beside,près,جِوار,NOUN,جنب,"Syria+Lebanon+Jordan+Palestine, Egypt+Sudan, Tunisia+Libya, Qatar+Saudi+Oman+Yemen",4,6,0,0,5,"233,640",D,D,H,H,H,300,Easy
588,beside,près,جِوار,NOUN,حد,Syria+Lebanon+Jordan+Palestine,1,5,0,0,6,"2,936,986",D,D,H,L,H,200,Easy
588,beside,près,جِوار,NOUN,حدا,Egypt+Sudan,1,6,0,0,5,"188,783",D,D,H,L,H,200,Easy
588,beside,près,جِوار,NOUN,حذا,"Morocco+Algeria, Tunisia+Libya",2,5,0,0,3,889,D,D,M,M,H,200,Easy
588,beside,près,جِوار,NOUN,عدال,Qatar+Saudi+Oman+Yemen,1,1,0,0,4,"3,594",D,D,M,L,L,50,Hard
588,beside,près,جِوار,NOUN,عند,"Syria+Lebanon+Jordan+Palestine, Qatar+Saudi+Oman+Yemen",2,6,0,0,7,"4,201,809",D,D,H,M,H,250,Easy
588,beside,près,جِوار,NOUN,قدام,Morocco+Algeria,1,6,0,0,6,"456,045",D,D,H,L,H,200,Easy
588,beside,près,جِوار,NOUN,قريب,Tunisia+Libya,1,6,0,0,6,"843,566",D,D,H,L,H,200,Easy
588,beside,près,جِوار,NOUN,يم,"Iraq, Qatar+Saudi+Oman+Yemen",2,2,0,0,5,"110,134",D,D,H,M,M,200,Easy
589,between,entre,بَيْنَ,NOUN,بين,"Syria+Lebanon+Jordan+Palestine, Morocco+Algeria, Egypt+Sudan, Iraq, Tunisia+Libya, Qatar+Saudi+Oman+Yemen",6,6,1,0,7,"6,678,493",S,D,H,H,H,1300,Easy
589,between,entre,بَيْنَ,NOUN,ما بين,Tunisia+Libya,1,2,0,0,8,"44,223,621",D,D,H,L,M,150,Medium
589,between,entre,بَيْنَ,NOUN,وسط,"Egypt+Sudan, Qatar+Saudi+Oman+Yemen",2,6,0,0,6,"923,078",D,D,H,M,H,250,Easy
590,but,mais,لٰكِنْ,CCONJ,اللهم ان,Qatar+Saudi+Oman+Yemen,1,1,0,0,8,"74,775,276",D,D,H,L,L,100,Medium
590,but,mais,لٰكِنْ,CCONJ,اما,Tunisia+Libya,1,6,0,0,6,"1,846,320",D,D,H,L,H,200,Easy
590,but,mais,لٰكِنْ,CCONJ,بس,"Syria+Lebanon+Jordan+Palestine, Iraq, Qatar+Saudi+Oman+Yemen",3,5,0,0,7,"8,163,034",D,D,H,M,H,250,Easy
590,but,mais,لٰكِنْ,CCONJ,بصح,Morocco+Algeria,1,1,0,0,4,"28,475",D,D,M,L,L,50,Hard
590,but,mais,لٰكِنْ,CCONJ,لكن,"Egypt+Sudan, Syria+Lebanon+Jordan+Palestine, Iraq, Tunisia+Libya, Qatar+Saudi+Oman+Yemen",5,6,0,0,7,"4,367,730",D,D,H,H,H,300,Easy
590,but,mais,لٰكِنْ,CCONJ,مي,Morocco+Algeria,1,6,0,0,6,"750,385",D,D,H,L,H,200,Easy
590,but,mais,لٰكِنْ,CCONJ,ولكن,Morocco+Algeria,1,6,0,0,6,"2,876,767",D,D,H,L,H,200,Easy
591,by,par,بِ+,ADP,ب+,"Syria+Lebanon+Jordan+Palestine, Morocco+Algeria, Egypt+Sudan, Iraq, Tunisia+Libya, Qatar+Saudi+Oman+Yemen",6,6,1,1,7,"10,944,344",S,S,H,H,H,1400,Easy
591,by,par,بِ+,ADP,جنب,Egypt+Sudan,1,6,0,0,5,"233,640",D,D,H,L,H,200,Easy
591,by,par,بِ+,ADP,عن طريق,Syria+Lebanon+Jordan+Palestine,1,1,0,0,7,"23,572,929",D,D,H,L,L,100,Medium
592,during,pendant,خِلال,NOUN,اثناء,"Syria+Lebanon+Jordan+Palestine, Tunisia+Libya, Egypt+Sudan",3,6,0,0,6,"633,785",D,D,H,M,H,250,Easy
592,during,pendant,خِلال,NOUN,بوندون,Morocco+Algeria,1,1,0,0,0,0,D,D,L,L,L,0,Hard
592,during,pendant,خِلال,NOUN,بين ما,Qatar+Saudi+Oman+Yemen,1,1,0,0,8,"44,223,621",D,D,H,L,L,100,Medium
592,during,pendant,خِلال,NOUN,خلال,"Egypt+Sudan, Iraq, Tunisia+Libya, Morocco+Algeria",4,5,1,0,6,"1,636,742",S,D,H,H,H,1300,Easy
592,during,pendant,خِلال,NOUN,طول,Qatar+Saudi+Oman+Yemen,1,6,0,0,6,"1,203,850",D,D,H,L,H,200,Easy
592,during,pendant,خِلال,NOUN,على بين,Tunisia+Libya,1,1,0,0,7,"7,971,120",D,D,H,L,L,100,Medium
592,during,pendant,خِلال,NOUN,ف+,Morocco+Algeria,1,1,0,0,7,"7,426,737",D,D,H,L,L,100,Medium
592,during,pendant,خِلال,NOUN,فوقت,Morocco+Algeria,1,1,0,0,4,"4,896",D,D,M,L,L,50,Hard
592,during,pendant,خِلال,NOUN,في,Qatar+Saudi+Oman+Yemen,1,5,0,0,8,"101,567,242",D,D,H,L,H,200,Easy
592,during,pendant,خِلال,NOUN,في الوقت داك,Egypt+Sudan,1,1,0,0,8,"103,795,053",D,D,H,L,L,100,Medium
592,during,pendant,خِلال,NOUN,في فترة,Syria+Lebanon+Jordan+Palestine,1,1,0,0,8,"101,584,789",D,D,H,L,L,100,Medium
592,during,pendant,خِلال,NOUN,لما,"Syria+Lebanon+Jordan+Palestine, Qatar+Saudi+Oman+Yemen",2,5,0,0,7,"6,212,195",D,D,H,M,H,250,Easy
592,during,pendant,خِلال,NOUN,لمن,Qatar+Saudi+Oman+Yemen,1,6,0,0,6,"3,137,500",D,D,H,L,H,200,Easy
592,during,pendant,خِلال,NOUN,و+,Qatar+Saudi+Oman+Yemen,1,1,0,0,8,"51,441,755",D,D,H,L,L,100,Medium
592,during,pendant,خِلال,NOUN,وقت,"Syria+Lebanon+Jordan+Palestine, Tunisia+Libya",2,6,0,0,6,"2,331,224",D,D,H,M,H,250,Easy
592,during,pendant,خِلال,NOUN,وقت اللي,Tunisia+Libya,1,1,0,0,7,"21,304,389",D,D,H,L,L,100,Medium
592,during,pendant,خِلال,NOUN,يوم,Qatar+Saudi+Oman+Yemen,1,6,0,0,7,"10,056,175",D,D,H,L,H,200,Easy
593,each,chaque,كُلّ,DET,كل,"Syria+Lebanon+Jordan+Palestine, Morocco+Algeria, Egypt+Sudan, Iraq, Tunisia+Libya, Qatar+Saudi+Oman+Yemen",6,6,1,0,8,"31,663,859",S,D,H,H,H,1300,Easy
593,each,chaque,كُلّ,DET,كل واحد,Egypt+Sudan,1,1,0,0,8,"36,146,909",D,D,H,L,L,100,Medium
594,every,tout,كُلّ,DET,جميع,Egypt+Sudan,1,6,0,0,6,"2,585,939",D,D,H,L,H,200,Easy
594,every,tout,كُلّ,DET,قاع,Morocco+Algeria,1,6,0,0,5,"74,279",D,D,H,L,H,200,Easy
594,every,tout,كُلّ,DET,كامل,Morocco+Algeria,1,6,0,0,6,"797,109",D,D,H,L,H,200,Easy
594,every,tout,كُلّ,DET,كل,"Syria+Lebanon+Jordan+Palestine, Egypt+Sudan, Iraq, Tunisia+Libya, Qatar+Saudi+Oman+Yemen, Morocco+Algeria",6,6,1,0,8,"31,663,859",S,D,H,H,H,1300,Easy
595,except,sauf,عَدا,VERB,الا,"Syria+Lebanon+Jordan+Palestine, Egypt+Sudan, Tunisia+Libya, Qatar+Saudi+Oman+Yemen, Morocco+Algeria",5,6,0,0,7,"20,776,396",D,D,H,H,H,300,Easy
595,except,sauf,عَدا,VERB,بس,Iraq,1,5,0,0,7,"8,163,034",D,D,H,L,H,200,Easy
595,except,sauf,عَدا,VERB,عدا,Syria+Lebanon+Jordan+Palestine,1,6,1,0,5,"109,349",S,D,H,L,H,1200,Easy
595,except,sauf,عَدا,VERB,غير,Morocco+Algeria,1,6,0,0,7,"5,471,075",D,D,H,L,H,200,Easy
595,except,sauf,عَدا,VERB,كان,Tunisia+Libya,1,6,0,0,7,"10,289,104",D,D,H,L,H,200,Easy
595,except,sauf,عَدا,VERB,ما عدا,"Egypt+Sudan, Syria+Lebanon+Jordan+Palestine, Iraq, Qatar+Saudi+Oman+Yemen",4,4,0,0,8,"37,654,477",D,D,H,H,H,300,Easy
595,except,sauf,عَدا,VERB,من غير,Morocco+Algeria,1,5,0,0,8,"132,716,959",D,D,H,L,H,200,Easy
595,except,sauf,عَدا,VERB,منعدا,Syria+Lebanon+Jordan+Palestine,1,1,0,0,1,9,D,D,L,L,L,0,Hard
596,for,pour,لِ+ ، مِن أَجْل,NOUN,ال+,Iraq,1,1,1,0,7,"4,273,482",S,D,H,L,L,1100,Easy
596,for,pour,لِ+ ، مِن أَجْل,NOUN,ح+,Qatar+Saudi+Oman+Yemen,1,1,0,0,6,"325,900",D,D,H,L,L,100,Medium
596,for,pour,لِ+ ، مِن أَجْل,NOUN,حال,Qatar+Saudi+Oman+Yemen,1,6,0,0,6,"1,226,296",D,D,H,L,H,200,Easy
596,for,pour,لِ+ ، مِن أَجْل,NOUN,حق,Qatar+Saudi+Oman+Yemen,1,5,0,0,6,"1,401,735",D,D,H,L,H,200,Easy
596,for,pour,لِ+ ، مِن أَجْل,NOUN,عشان,"Egypt+Sudan, Qatar+Saudi+Oman+Yemen",2,6,0,0,7,"3,715,061",D,D,H,M,H,250,Easy
596,for,pour,لِ+ ، مِن أَجْل,NOUN,علىشان,"Egypt+Sudan, Qatar+Saudi+Oman+Yemen",2,2,0,0,1,11,D,D,L,M,M,100,Medium
596,for,pour,لِ+ ، مِن أَجْل,NOUN,ل+,"Syria+Lebanon+Jordan+Palestine, Morocco+Algeria, Egypt+Sudan, Tunisia+Libya, Qatar+Saudi+Oman+Yemen",5,5,1,0,7,"8,854,499",S,D,H,H,H,1300,Easy
596,for,pour,لِ+ ، مِن أَجْل,NOUN,مال,"Iraq, Qatar+Saudi+Oman+Yemen",2,6,0,0,6,"410,527",D,D,H,M,H,250,Easy
596,for,pour,لِ+ ، مِن أَجْل,NOUN,منشان,Syria+Lebanon+Jordan+Palestine,1,4,0,0,4,"7,901",D,D,M,L,H,150,Medium
597,from,de,مِن,ADP,من,"Syria+Lebanon+Jordan+Palestine, Morocco+Algeria, Egypt+Sudan, Iraq, Tunisia+Libya, Qatar+Saudi+Oman+Yemen",6,6,1,0,8,"127,245,884",S,D,H,H,H,1300,Easy
597,from,de,مِن,ADP,من عند,Syria+Lebanon+Jordan+Palestine,1,1,0,0,8,"131,447,693",D,D,H,L,L,100,Medium
598,if,si,إِذا ، لَوْ,SCONJ,اذا,"Syria+Lebanon+Jordan+Palestine, Egypt+Sudan, Iraq, Tunisia+Libya, Qatar+Saudi+Oman+Yemen",5,6,1,0,7,"12,204,791",S,D,H,H,H,1300,Easy
598,if,si,إِذا ، لَوْ,SCONJ,ان,Qatar+Saudi+Oman+Yemen,1,6,0,0,8,"46,750,624",D,D,H,L,H,200,Easy
598,if,si,إِذا ، لَوْ,SCONJ,ايذا,Morocco+Algeria,1,6,1,0,3,"1,168",S,D,M,L,H,1150,Easy
598,if,si,إِذا ، لَوْ,SCONJ,ايلا,Morocco+Algeria,1,6,1,0,4,"4,580",S,D,M,L,H,1150,Easy
598,if,si,إِذا ، لَوْ,SCONJ,فيما لو,Syria+Lebanon+Jordan+Palestine,1,1,0,0,7,"12,076,899",D,D,H,L,L,100,Medium
598,if,si,إِذا ، لَوْ,SCONJ,لو,"Syria+Lebanon+Jordan+Palestine, Egypt+Sudan, Iraq, Tunisia+Libya, Qatar+Saudi+Oman+Yemen",5,6,1,0,7,"11,418,823",S,D,H,H,H,1300,Easy
598,if,si,إِذا ، لَوْ,SCONJ,لو كان,Morocco+Algeria,1,1,0,0,7,"21,707,927",D,D,H,L,L,100,Medium
598,if,si,إِذا ، لَوْ,SCONJ,ويلا,Morocco+Algeria,1,6,1,0,4,"15,536",S,D,M,L,H,1150,Easy
599,"in , into",dans,فِي,ADP,ب+,"Syria+Lebanon+Jordan+Palestine, Iraq, Qatar+Saudi+Oman+Yemen",3,3,0,0,7,"10,944,344",D,D,H,M,M,200,Easy
599,"in , into",dans,فِي,ADP,ف+,"Morocco+Algeria, Egypt+Sudan, Tunisia+Libya",3,3,1,0,7,"7,426,737",S,D,H,M,M,1200,Easy
599,"in , into",dans,فِي,ADP,في,"Egypt+Sudan, Syria+Lebanon+Jordan+Palestine, Tunisia+Libya, Qatar+Saudi+Oman+Yemen",4,5,1,0,8,"101,567,242",S,D,H,H,H,1300,Easy
600,inside,à l' intérieur,داخِل,NOUN,الداخل,Tunisia+Libya,1,6,0,0,5,"189,723",D,D,H,L,H,200,Easy
600,inside,à l' intérieur,داخِل,NOUN,بقلب,Syria+Lebanon+Jordan+Palestine,1,1,0,0,5,"276,736",D,D,H,L,L,100,Medium
