concept_id	concept_en	concept_fr	msa_word	dia_word	msa_roots	cleaned_msa_root	dia_root	cleaned_dia_root	method
PREP_022	behind	derrière	خَلْف	بعد	خلف	خلف	بعد	بعد	analyzer
PREP_022	behind	derrière	خَلْف	خلف	خلف	خلف	خلف	خلف	analyzer
PREP_022	behind	derrière	خَلْف	مور	خلف	خلف	مر	مر	analyzer+fallback
PREP_022	behind	derrière	خَلْف	ورا	خلف	خلف	ر	ر	analyzer+fallback
PREP_023	beside	près	جِوار	اكوتي	ج#ر، جر#	جر، جر	كت	كت	analyzer+fallback
PREP_023	beside	près	جِوار	بجنب	ج#ر، جر#	جر، جر	بجنب	بجنب	analyzer+fallback
PREP_023	beside	près	جِوار	بحذا	ج#ر، جر#	جر، جر	بحذ	بحذ	analyzer+fallback
PREP_023	beside	près	جِوار	بصف	ج#ر، جر#	جر، جر	بصف	بصف	analyzer+fallback
PREP_023	beside	près	جِوار	بطرف	ج#ر، جر#	جر، جر	بطرف	بطرف	analyzer+fallback
PREP_023	beside	près	جِوار	تلا	ج#ر، جر#	جر، جر	تل#، تلل	تل، تلل	analyzer
PREP_023	beside	près	جِوار	جنب	ج#ر، جر#	جر، جر	جنب	جنب	analyzer
PREP_023	beside	près	جِوار	حد	ج#ر، جر#	جر، جر	حدد	حدد	analyzer
PREP_023	beside	près	جِوار	حدا	ج#ر، جر#	جر، جر	حد#، حدد	حد، حدد	analyzer
PREP_023	beside	près	جِوار	حذا	ج#ر، جر#	جر، جر	حذ#	حذ	analyzer
PREP_023	beside	près	جِوار	عدال	ج#ر، جر#	جر، جر	عدل	عدل	analyzer+fallback
PREP_023	beside	près	جِوار	عند	ج#ر، جر#	جر، جر	عند	عند	analyzer
PREP_023	beside	près	جِوار	قدام	ج#ر، جر#	جر، جر	قدم	قدم	analyzer
PREP_023	beside	près	جِوار	قريب	ج#ر، جر#	جر، جر	قرب	قرب	analyzer
PREP_023	beside	près	جِوار	يم	ج#ر، جر#	جر، جر			analyzer
PREP_024	between	entre	بَيْنَ	بين	ب#ن	بن	ب#ن	بن	analyzer
PREP_024	between	entre	بَيْنَ	ما بين	ب#ن	بن	م#+ب#ن	م+بن	analyzer
PREP_024	between	entre	بَيْنَ	وسط	ب#ن	بن	#سط	سط	analyzer
PREP_026	but	mais	لٰكِنْ	اللهم ان	لكن	لكن	#له+##ن	له+ن	analyzer+fallback
PREP_026	but	mais	لٰكِنْ	اما	لكن	لكن	##م، #مم	م، مم	analyzer+fallback
PREP_026	but	mais	لٰكِنْ	بس	لكن	لكن	بسس	بسس	analyzer+fallback
PREP_026	but	mais	لٰكِنْ	بصح	لكن	لكن	بصح	بصح	fallback
PREP_026	but	mais	لٰكِنْ	لكن	لكن	لكن	لكن	لكن	fallback
PREP_026	but	mais	لٰكِنْ	مي	لكن	لكن	م##	م	analyzer+fallback
PREP_026	but	mais	لٰكِنْ	ولكن	لكن	لكن	لكن	لكن	fallback
PREP_027	by	par	بِ+	ب+					analyzer
PREP_027	by	par	بِ+	جنب			جنب	جنب	analyzer
PREP_027	by	par	بِ+	عن طريق			عن#، عنن+طرق	عن+عنن+طرق	analyzer
PREP_028	during	pendant	خِلال	اثناء	خلل	خلل	ثن#	ثن	analyzer+fallback
PREP_028	during	pendant	خِلال	بوندون	خلل	خلل	بندن	بندن	fallback
PREP_028	during	pendant	خِلال	بين ما	خلل	خلل	ب#ن+م#	بن+م	analyzer+fallback
PREP_028	during	pendant	خِلال	خلال	خلل	خلل	خلل	خلل	fallback
PREP_028	during	pendant	خِلال	طول	خلل	خلل	ط#ل	طل	analyzer+fallback
PREP_028	during	pendant	خِلال	على بين	خلل	خلل	عل#+ب#ن	عل+بن	analyzer+fallback
PREP_028	during	pendant	خِلال	ف+	خلل	خلل			fallback
PREP_028	during	pendant	خِلال	فوقت	خلل	خلل	فقت	فقت	fallback
PREP_028	during	pendant	خِلال	في	خلل	خلل	ف	ف	fallback
PREP_028	during	pendant	خِلال	في الوقت داك	خلل	خلل	ف+#ق#، #قت+دك	ف+ق+قت+دك	fallback
PREP_028	during	pendant	خِلال	في فترة	خلل	خلل	ف+فتر	ف+فتر	fallback
PREP_028	during	pendant	خِلال	لما	خلل	خلل	لمم	لمم	analyzer+fallback
PREP_028	during	pendant	خِلال	لمن	خلل	خلل	ل#م	لم	analyzer+fallback
PREP_028	during	pendant	خِلال	و+	خلل	خلل			fallback
PREP_028	during	pendant	خِلال	وقت	خلل	خلل	#ق#، #قت	ق، قت	analyzer+fallback
PREP_028	during	pendant	خِلال	وقت اللي	خلل	خلل	#ق#، #قت+ل	ق+قت+ل	fallback
PREP_028	during	pendant	خِلال	يوم	خلل	خلل	##م	م	analyzer+fallback
PREP_029	each	chaque	كُلّ	كل	#كل، كلل	كل، كلل	#كل، كلل	كل، كلل	analyzer
PREP_029	each	chaque	كُلّ	كل واحد	#كل، كلل	كل، كلل	#كل، كلل+#حد	كل+كلل+حد	analyzer
PREP_030	every	tout	كُلّ	جميع	كلل	كلل	جمع	جمع	analyzer
PREP_030	every	tout	كُلّ	قاع	كلل	كلل	ق#ع	قع	analyzer
PREP_030	every	tout	كُلّ	كامل	كلل	كلل	كمل	كمل	analyzer
PREP_030	every	tout	كُلّ	كل	كلل	كلل	كلل	كلل	analyzer
PREP_031	except	sauf	عَدا	الا	عد#، عدد	عد، عدد	##ل، #ل#	ل، ل	analyzer
PREP_031	except	sauf	عَدا	بس	عد#، عدد	عد، عدد	بسس	بسس	analyzer
PREP_031	except	sauf	عَدا	عدا	عد#، عدد	عد، عدد	عد#، عدد	عد، عدد	analyzer
PREP_031	except	sauf	عَدا	غير	عد#، عدد	عد، عدد	غ#ر	غر	analyzer
PREP_031	except	sauf	عَدا	كان	عد#، عدد	عد، عدد	ك#ن	كن	analyzer
PREP_031	except	sauf	عَدا	ما عدا	عد#، عدد	عد، عدد	م#+عد#، عدد	م+عد+عدد	analyzer
PREP_031	except	sauf	عَدا	من غير	عد#، عدد	عد، عدد	من+غ#ر	من+غر	analyzer
PREP_031	except	sauf	عَدا	منعدا	عد#، عدد	عد، عدد	منعد	منعد	analyzer+fallback
PREP_032	for	pour	لِ+ ، مِن أَجْل	ال+	من جل	من جل			fallback
PREP_032	for	pour	لِ+ ، مِن أَجْل	ح+	من جل	من جل			fallback
PREP_032	for	pour	لِ+ ، مِن أَجْل	حال	من جل	من جل	ح#ل	حل	analyzer+fallback
PREP_032	for	pour	لِ+ ، مِن أَجْل	حق	من جل	من جل	حقق	حقق	analyzer+fallback
PREP_032	for	pour	لِ+ ، مِن أَجْل	عشان	من جل	من جل	عشش	عشش	analyzer+fallback
PREP_032	for	pour	لِ+ ، مِن أَجْل	علىشان	من جل	من جل	علشن	علشن	fallback
PREP_032	for	pour	لِ+ ، مِن أَجْل	ل+	من جل	من جل			fallback
PREP_032	for	pour	لِ+ ، مِن أَجْل	مال	من جل	من جل	م#ل	مل	analyzer+fallback
PREP_032	for	pour	لِ+ ، مِن أَجْل	منشان	من جل	من جل	نش#	نش	analyzer+fallback
PREP_034	from	de	مِن	من	من	من	من	من	analyzer
PREP_034	from	de	مِن	من عند	من	من	من+عند	من+عند	analyzer
PREP_035	if	si	إِذا ، لَوْ	اذا	#ذ#+ل	ذ+ل	#ذ#	ذ	analyzer
PREP_035	if	si	إِذا ، لَوْ	ان	#ذ#+ل	ذ+ل	##ن	ن	analyzer
PREP_035	if	si	إِذا ، لَوْ	ايذا	#ذ#+ل	ذ+ل	ذ	ذ	fallback
PREP_035	if	si	إِذا ، لَوْ	ايلا	#ذ#+ل	ذ+ل	##ل	ل	analyzer
PREP_035	if	si	إِذا ، لَوْ	فيما لو	#ذ#+ل	ذ+ل	فم+ل	فم+ل	fallback
PREP_035	if	si	إِذا ، لَوْ	لو	#ذ#+ل	ذ+ل	ل	ل	fallback
PREP_035	if	si	إِذا ، لَوْ	لو كان	#ذ#+ل	ذ+ل	ل+ك#ن	ل+كن	analyzer
PREP_035	if	si	إِذا ، لَوْ	ويلا	#ذ#+ل	ذ+ل	##ل	ل	analyzer
PREP_039	in , into	dans	فِي	ب+	ف	ف			fallback
PREP_039	in , into	dans	فِي	ف+	ف	ف			fallback
PREP_039	in , into	dans	فِي	في	ف	ف	ف	ف	fallback
PREP_040	inside	à l' intérieur	داخِل	الداخل	دخل	دخل	دخل	دخل	analyzer
PREP_040	inside	à l' intérieur	داخِل	بقلب	دخل	دخل	بقلب	بقلب	analyzer+fallback
PREP_040	inside	à l' intérieur	داخِل	بين	دخل	دخل	ب#ن	بن	analyzer
PREP_040	inside	à l' intérieur	داخِل	جوا	دخل	دخل	ج##	ج	analyzer
PREP_040	inside	à l' intérieur	داخِل	جوات	دخل	دخل	جت	جت	analyzer+fallback
PREP_040	inside	à l' intérieur	داخِل	جوة	دخل	دخل	ج	ج	analyzer+fallback
PREP_040	inside	à l' intérieur	داخِل	داخل	دخل	دخل	دخل	دخل	analyzer
PREP_040	inside	à l' intérieur	داخِل	فوسط	دخل	دخل	فسط	فسط	analyzer+fallback
PREP_040	inside	à l' intérieur	داخِل	في	دخل	دخل	ف	ف	analyzer+fallback
PREP_041	like	comme	مِثْل	بحال	مثل	مثل	بحل	بحل	analyzer+fallback
PREP_041	like	comme	مِثْل	زي	مثل	مثل	ز##	ز	analyzer
PREP_041	like	comme	مِثْل	سع	مثل	مثل			analyzer
PREP_041	like	comme	مِثْل	سعما	مثل	مثل	سعم	سعم	analyzer+fallback
PREP_041	like	comme	مِثْل	شبه	مثل	مثل	شبه	شبه	analyzer
PREP_041	like	comme	مِثْل	فحال	مثل	مثل	فحل	فحل	analyzer+fallback
PREP_041	like	comme	مِثْل	كما	مثل	مثل	كمم	كمم	analyzer
PREP_041	like	comme	مِثْل	كي	مثل	مثل	ك##	ك	analyzer
PREP_041	like	comme	مِثْل	كيف	مثل	مثل	ك#ف	كف	analyzer
PREP_041	like	comme	مِثْل	كيما	مثل	مثل	كم	كم	analyzer+fallback
PREP_041	like	comme	مِثْل	مثل	مثل	مثل	مثل	مثل	analyzer
PREP_041	like	comme	مِثْل	نفس	مثل	مثل	نفس	نفس	analyzer
PREP_042	near	près	قُرْب	اكوتي	قرب	قرب	كت	كت	analyzer+fallback
PREP_042	near	près	قُرْب	بجنب	قرب	قرب	بجنب	بجنب	analyzer+fallback
PREP_042	near	près	قُرْب	بحذا	قرب	قرب	بحذ	بحذ	analyzer+fallback
PREP_042	near	près	قُرْب	بلزق	قرب	قرب	بلزق	بلزق	analyzer+fallback
PREP_042	near	près	قُرْب	تلاوي	قرب	قرب	تل	تل	analyzer+fallback
PREP_042	near	près	قُرْب	جنب	قرب	قرب	جنب	جنب	analyzer
PREP_042	near	près	قُرْب	حد	قرب	قرب	حدد	حدد	analyzer
PREP_042	near	près	قُرْب	حذا	قرب	قرب	حذ#	حذ	analyzer
PREP_042	near	près	قُرْب	صوب	قرب	قرب	ص#ب	صب	analyzer
PREP_042	near	près	قُرْب	عدال	قرب	قرب	عدل	عدل	analyzer+fallback
PREP_042	near	près	قُرْب	عند	قرب	قرب	عند	عند	analyzer
PREP_042	near	près	قُرْب	قدام	قرب	قرب	قدم	قدم	analyzer
PREP_042	near	près	قُرْب	قرب	قرب	قرب	قرب	قرب	analyzer
PREP_042	near	près	قُرْب	قريب	قرب	قرب	قرب	قرب	analyzer
PREP_042	near	près	قُرْب	ناحية	قرب	قرب	نح#	نح	analyzer
PREP_042	near	près	قُرْب	يم	قرب	قرب			analyzer
PREP_043	next	prochain	قادِم	الجاي	قدم	قدم	ج	ج	analyzer+fallback
PREP_043	next	prochain	قادِم	اللي بعده	قدم	قدم	ل+بعده	ل+بعده	analyzer+fallback
PREP_043	next	prochain	قادِم	اللي يجي	قدم	قدم	ل+ج	ل+ج	analyzer+fallback
PREP_043	next	prochain	قادِم	بعد	قدم	قدم	بعد	بعد	analyzer
PREP_043	next	prochain	قادِم	ثاني	قدم	قدم	ثن#	ثن	analyzer
PREP_043	next	prochain	قادِم	جاي	قدم	قدم	ج	ج	analyzer+fallback
PREP_043	next	prochain	قادِم	قادم	قدم	قدم	قدم	قدم	analyzer
PREP_043	next	prochain	قادِم	واجي	قدم	قدم	ج	ج	analyzer+fallback
PREP_044	no	non	كَلّا	جاي	كل#، كلل	كل، كلل	ج	ج	analyzer+fallback
PREP_044	no	non	كَلّا	لأ	كل#، كلل	كل، كلل	ل	ل	analyzer+fallback
PREP_044	no	non	كَلّا	لا	كل#، كلل	كل، كلل	ل	ل	analyzer+fallback
PREP_044	no	non	كَلّا	لا لا	كل#، كلل	كل، كلل	ل+ل	ل+ل	analyzer+fallback
PREP_044	no	non	كَلّا	لع	كل#، كلل	كل، كلل			analyzer
PREP_044	no	non	كَلّا	ما شي	كل#، كلل	كل، كلل	م#+ش##	م+ش	analyzer
PREP_044	no	non	كَلّا	ماشي	كل#، كلل	كل، كلل	مش#	مش	analyzer
PREP_044	no	non	كَلّا	مع	كل#، كلل	كل، كلل	مع	مع	analyzer+fallback
PREP_044	no	non	كَلّا	هائه	كل#، كلل	كل، كلل	هه	هه	analyzer+fallback
PREP_046	of	de	خاصَّة ، {تركيب إضافة}	بتاع	خصة، خصص+{تركب ضف}	خصة+خصص+{تركب ضف}	بتع	بتع	fallback
PREP_046	of	de	خاصَّة ، {تركيب إضافة}	تاع	خصة، خصص+{تركب ضف}	خصة+خصص+{تركب ضف}	تع	تع	fallback
PREP_046	of	de	خاصَّة ، {تركيب إضافة}	تبع	خصة، خصص+{تركب ضف}	خصة+خصص+{تركب ضف}	ب#ع، تبع	بع، تبع	analyzer
PREP_046	of	de	خاصَّة ، {تركيب إضافة}	حال	خصة، خصص+{تركب ضف}	خصة+خصص+{تركب ضف}	ح#ل	حل	analyzer
PREP_046	of	de	خاصَّة ، {تركيب إضافة}	حق	خصة، خصص+{تركب ضف}	خصة+خصص+{تركب ضف}	حقق	حقق	analyzer
PREP_046	of	de	خاصَّة ، {تركيب إضافة}	د+	خصة، خصص+{تركب ضف}	خصة+خصص+{تركب ضف}			analyzer
PREP_046	of	de	خاصَّة ، {تركيب إضافة}	ديال	خصة، خصص+{تركب ضف}	خصة+خصص+{تركب ضف}	دل	دل	fallback
PREP_046	of	de	خاصَّة ، {تركيب إضافة}	مال	خصة، خصص+{تركب ضف}	خصة+خصص+{تركب ضف}	م#ل	مل	analyzer
PREP_046	of	de	خاصَّة ، {تركيب إضافة}	متاع	خصة، خصص+{تركب ضف}	خصة+خصص+{تركب ضف}	متع	متع	analyzer
PREP_048	take off	baisser le prix	خَصَم	اعطى خصم	خصم	خصم	عط#+خصم	عط+خصم	analyzer
PREP_048	take off	baisser le prix	خَصَم	تخفيض	خصم	خصم	خفض	خفض	analyzer
PREP_048	take off	baisser le prix	خَصَم	حول	خصم	خصم	ح#ل	حل	analyzer
PREP_048	take off	baisser le prix	خَصَم	خصم	خصم	خصم	خصم	خصم	analyzer
PREP_048	take off	baisser le prix	خَصَم	خفض	خصم	خصم	خفض	خفض	analyzer
PREP_048	take off	baisser le prix	خَصَم	خفف الثامان	خصم	خصم	خفف+ثمن	خفف+ثمن	analyzer
PREP_048	take off	baisser le prix	خَصَم	رخص	خصم	خصم	رخص	رخص	analyzer
PREP_048	take off	baisser le prix	خَصَم	ساعدني	خصم	خصم	سعدن	سعدن	analyzer+fallback
PREP_048	take off	baisser le prix	خَصَم	شال	خصم	خصم	ش#ل	شل	analyzer
PREP_048	take off	baisser le prix	خَصَم	صولدا	خصم	خصم	صلد	صلد	analyzer+fallback
PREP_048	take off	baisser le prix	خَصَم	قلل	خصم	خصم	قلل	قلل	analyzer
PREP_048	take off	baisser le prix	خَصَم	نحى	خصم	خصم	نح#	نح	analyzer
PREP_048	take off	baisser le prix	خَصَم	نزل	خصم	خصم	زلل، نزل	زلل، نزل	analyzer
PREP_048	take off	baisser le prix	خَصَم	نقص	خصم	خصم	#قص، قص#، قصص، نقص	قص، قص، قصص، نقص	analyzer
PREP_048	take off	baisser le prix	خَصَم	نقص الثامان	خصم	خصم	#قص، قص#، قصص، نقص+ثمن	قص+قص+قصص+نقص+ثمن	analyzer
PREP_048	take off	baisser le prix	خَصَم	هبط السومة	خصم	خصم	هبط+سم	هبط+سم	analyzer
PREP_049	on	sur	عَلَى	ع+	عل#	عل			analyzer
PREP_049	on	sur	عَلَى	عال+	عل#	عل			analyzer
PREP_049	on	sur	عَلَى	عرض	عل#	عل	عرض	عرض	analyzer
PREP_049	on	sur	عَلَى	على	عل#	عل	عل#	عل	analyzer
PREP_049	on	sur	عَلَى	فوق	عل#	عل	ف#ق	فق	analyzer
PREP_050	or	ou	أَمْ ، أَوْ	اما	#مم+أو	مم+أو	##م، #مم	م، مم	analyzer
PREP_050	or	ou	أَمْ ، أَوْ	او	#مم+أو	مم+أو	او	او	fallback
PREP_050	or	ou	أَمْ ، أَوْ	اولا	#مم+أو	مم+أو	##ل، ل	ل، ل	analyzer
PREP_050	or	ou	أَمْ ، أَوْ	لو	#مم+أو	مم+أو	ل	ل	fallback
PREP_050	or	ou	أَمْ ، أَوْ	وإلا	#مم+أو	مم+أو	ل	ل	fallback
PREP_050	or	ou	أَمْ ، أَوْ	والا	#مم+أو	مم+أو	ل	ل	fallback
PREP_050	or	ou	أَمْ ، أَوْ	ولا	#مم+أو	مم+أو	ل	ل	fallback
PREP_050	or	ou	أَمْ ، أَوْ	يا اما	#مم+أو	مم+أو	يا+##م، #مم	يا+م+مم	analyzer
PREP_050	or	ou	أَمْ ، أَوْ	يما	#مم+أو	مم+أو	م	م	fallback
PREP_050	or	ou	أَمْ ، أَوْ	يو	#مم+أو	مم+أو	يو	يو	fallback
PREP_052	outside	à l' extérieur	خارِج	البرا	خرج	خرج	برر	برر	analyzer
PREP_052	outside	à l' extérieur	خارِج	برا	خرج	خرج	برر	برر	analyzer
PREP_052	outside	à l' extérieur	خارِج	برات	خرج	خرج	بر#	بر	analyzer
PREP_052	outside	à l' extérieur	خارِج	برة	خرج	خرج	بر	بر	analyzer+fallback
PREP_052	outside	à l' extérieur	خارِج	برع	خرج	خرج	برع	برع	analyzer
PREP_052	outside	à l' extérieur	خارِج	خارج	خرج	خرج	خرج	خرج	analyzer
PREP_053	over	plus de	أَكْثَر مِن	ازود من	كثر+من	كثر+من	ز#د+من	زد+من	analyzer
PREP_053	over	plus de	أَكْثَر مِن	ازيد من	كثر+من	كثر+من	ز#د+من	زد+من	analyzer
PREP_053	over	plus de	أَكْثَر مِن	اكثر من	كثر+من	كثر+من	كثر+من	كثر+من	analyzer
PREP_053	over	plus de	أَكْثَر مِن	فوق	كثر+من	كثر+من	ف#ق	فق	analyzer
PREP_053	over	plus de	أَكْثَر مِن	فوق ال+	كثر+من	كثر+من	ف#ق	فق	analyzer
PREP_053	over	plus de	أَكْثَر مِن	كتر	كثر+من	كثر+من	كتر	كتر	analyzer+fallback
PREP_053	over	plus de	أَكْثَر مِن	كثر من	كثر+من	كثر+من	كثر+من	كثر+من	analyzer
PREP_054	plus , in addition to	en plus de	إِضافَة إِلَى	ازيد	ض#ف، ضفة+##ل، #ل#	ضف+ضفة+ل+ل	ز#د	زد	analyzer
PREP_054	plus , in addition to	en plus de	إِضافَة إِلَى	ازيد بزيادة	ض#ف، ضفة+##ل، #ل#	ضف+ضفة+ل+ل	ز#د+بزد	زد+بزد	analyzer
PREP_054	plus , in addition to	en plus de	إِضافَة إِلَى	اون بلوس	ض#ف، ضفة+##ل، #ل#	ضف+ضفة+ل+ل	#ن#، #نن+بلس	ن+نن+بلس	analyzer
PREP_054	plus , in addition to	en plus de	إِضافَة إِلَى	بالاضافة	ض#ف، ضفة+##ل، #ل#	ضف+ضفة+ل+ل	بلضف	بلضف	analyzer+fallback
PREP_054	plus , in addition to	en plus de	إِضافَة إِلَى	بالاضافة الى	ض#ف، ضفة+##ل، #ل#	ضف+ضفة+ل+ل	بلضف+##ل، #ل#	بلضف+ل+ل	analyzer
PREP_054	plus , in addition to	en plus de	إِضافَة إِلَى	بالاضافة ل+	ض#ف، ضفة+##ل، #ل#	ضف+ضفة+ل+ل	بلضف	بلضف	analyzer+fallback
PREP_054	plus , in addition to	en plus de	إِضافَة إِلَى	زائد	ض#ف، ضفة+##ل، #ل#	ضف+ضفة+ل+ل	ز#د	زد	analyzer
PREP_054	plus , in addition to	en plus de	إِضافَة إِلَى	زايد	ض#ف، ضفة+##ل، #ل#	ضف+ضفة+ل+ل	ز#د	زد	analyzer
PREP_054	plus , in addition to	en plus de	إِضافَة إِلَى	زيادة	ض#ف، ضفة+##ل، #ل#	ضف+ضفة+ل+ل	ز#د	زد	analyzer
PREP_054	plus , in addition to	en plus de	إِضافَة إِلَى	زيادة عهيك	ض#ف، ضفة+##ل، #ل#	ضف+ضفة+ل+ل	ز#د+عهك	زد+عهك	analyzer
PREP_054	plus , in addition to	en plus de	إِضافَة إِلَى	زيادة عن	ض#ف، ضفة+##ل، #ل#	ضف+ضفة+ل+ل	ز#د+عن#، عنن	زد+عن+عنن	analyzer
PREP_054	plus , in addition to	en plus de	إِضافَة إِلَى	زيد	ض#ف، ضفة+##ل، #ل#	ضف+ضفة+ل+ل	ز#د	زد	analyzer
PREP_054	plus , in addition to	en plus de	إِضافَة إِلَى	فوق هاد	ض#ف، ضفة+##ل، #ل#	ضف+ضفة+ل+ل	ف#ق+ه#د، هد#	فق+هد+هد	analyzer
PREP_054	plus , in addition to	en plus de	إِضافَة إِلَى	فوق هاذ	ض#ف، ضفة+##ل، #ل#	ضف+ضفة+ل+ل	ف#ق+هذ#	فق+هذ	analyzer
PREP_054	plus , in addition to	en plus de	إِضافَة إِلَى	فوق هذا	ض#ف، ضفة+##ل، #ل#	ضف+ضفة+ل+ل	ف#ق+ه	فق+ه	analyzer
PREP_054	plus , in addition to	en plus de	إِضافَة إِلَى	فوق هيك	ض#ف، ضفة+##ل، #ل#	ضف+ضفة+ل+ل	ف#ق+هك	فق+هك	analyzer
PREP_054	plus , in addition to	en plus de	إِضافَة إِلَى	كمان	ض#ف، ضفة+##ل، #ل#	ضف+ضفة+ل+ل	كمن	كمن	analyzer
PREP_054	plus , in addition to	en plus de	إِضافَة إِلَى	مع	ض#ف، ضفة+##ل، #ل#	ضف+ضفة+ل+ل	مع	مع	analyzer+fallback
PREP_054	plus , in addition to	en plus de	إِضافَة إِلَى	هم	ض#ف، ضفة+##ل، #ل#	ضف+ضفة+ل+ل	همم	همم	analyzer
PREP_054	plus , in addition to	en plus de	إِضافَة إِلَى	همات	ض#ف، ضفة+##ل، #ل#	ضف+ضفة+ل+ل	همت	همت	analyzer+fallback
PREP_054	plus , in addition to	en plus de	إِضافَة إِلَى	وكمان	ض#ف، ضفة+##ل، #ل#	ضف+ضفة+ل+ل	كمن	كمن	analyzer+fallback
PREP_055	since , ago	depuis	مُنْذُ	من	منذ	منذ	من	من	fallback
PREP_055	since , ago	depuis	مُنْذُ	من لما	منذ	منذ	من+لمم	من+لمم	fallback
PREP_055	since , ago	depuis	مُنْذُ	من لي	منذ	منذ	من+ل	من+ل	fallback
PREP_055	since , ago	depuis	مُنْذُ	من وقت	منذ	منذ	من+#ق#، #قت	من+ق+قت	fallback
PREP_057	some	du , quelque	بَعْض	بعض	بعض	بعض	بعض	بعض	analyzer
PREP_057	some	du , quelque	بَعْض	حبة	بعض	بعض	حبب	حبب	analyzer
PREP_057	some	du , quelque	بَعْض	حد	بعض	بعض	حدد	حدد	analyzer
PREP_057	some	du , quelque	بَعْض	شوي	بعض	بعض	ش##	ش	analyzer
PREP_057	some	du , quelque	بَعْض	شوية	بعض	بعض	ش##	ش	analyzer
PREP_057	some	du , quelque	بَعْض	شي	بعض	بعض	ش##	ش	analyzer
PREP_057	some	du , quelque	بَعْض	قسم	بعض	بعض	قسم	قسم	analyzer
PREP_057	some	du , quelque	بَعْض	كالك	بعض	بعض	كلك	كلك	analyzer+fallback
PREP_057	some	du , quelque	بَعْض	كمشة	بعض	بعض	كمش	كمش	analyzer
PREP_057	some	du , quelque	بَعْض	نتفة	بعض	بعض	نتف	نتف	analyzer
PREP_058	that	que	أَنَّ	انه	##ن	ن	#نن، نه#	نن، نه	analyzer
PREP_058	that	que	أَنَّ	اللي	##ن	ن	ل	ل	analyzer+fallback
PREP_058	that	que	أَنَّ	ان	##ن	ن	##ن	ن	analyzer
PREP_058	that	que	أَنَّ	باللي	##ن	ن	بلل	بلل	analyzer+fallback
PREP_058	that	que	أَنَّ	ذاك	##ن	ن	ذ#	ذ	analyzer
PREP_058	that	que	أَنَّ	ذيك	##ن	ن	ذك	ذك	analyzer+fallback
PREP_058	that	que	أَنَّ	هاذاك	##ن	ن	هذك	هذك	analyzer+fallback
PREP_058	that	que	أَنَّ	هذاك	##ن	ن	هذك	هذك	analyzer+fallback
PREP_058	that	que	أَنَّ	هذك	##ن	ن	هذك	هذك	analyzer+fallback
PREP_060	the	le	ال+	ال+					analyzer
PREP_061	go through , cross	passer	عَبَر	تخطى	عبر	عبر	خط#	خط	analyzer
PREP_061	go through , cross	passer	عَبَر	تعدى	عبر	عبر	عد#	عد	analyzer
PREP_061	go through , cross	passer	عَبَر	جاز	عبر	عبر	جز	جز	analyzer+fallback
PREP_061	go through , cross	passer	عَبَر	داز	عبر	عبر	دز	دز	analyzer+fallback
PREP_061	go through , cross	passer	عَبَر	سلك	عبر	عبر	سلك	سلك	analyzer
PREP_061	go through , cross	passer	عَبَر	عبر	عبر	عبر	عبر	عبر	analyzer
PREP_061	go through , cross	passer	عَبَر	عدى	عبر	عبر	عد#	عد	analyzer
PREP_061	go through , cross	passer	عَبَر	قص	عبر	عبر	قصص	قصص	analyzer
PREP_061	go through , cross	passer	عَبَر	قطع	عبر	عبر	قطع	قطع	analyzer
PREP_061	go through , cross	passer	عَبَر	مر	عبر	عبر	مرر	مرر	analyzer
PREP_061	go through , cross	passer	عَبَر	مرق	عبر	عبر	مرق	مرق	analyzer
PREP_062	till , until	jusque	حَتَّى	الى	حتت	حتت	#ل#	ل	analyzer
PREP_062	till , until	jusque	حَتَّى	الى ان	حتت	حتت	#ل#+##ن	ل+ن	analyzer
PREP_062	till , until	jusque	حَتَّى	الين	حتت	حتت	ل#ن	لن	analyzer
PREP_062	till , until	jusque	حَتَّى	حتى	حتت	حتت	حتت	حتت	analyzer
PREP_062	till , until	jusque	حَتَّى	ل+	حتت	حتت			analyzer
PREP_062	till , until	jusque	حَتَّى	لبين	حتت	حتت	لب#	لب	analyzer
PREP_062	till , until	jusque	حَتَّى	لحتى	حتت	حتت	لحت	لحت	analyzer+fallback
PREP_062	till , until	jusque	حَتَّى	لحد	حتت	حتت	لحد	لحد	analyzer
PREP_062	till , until	jusque	حَتَّى	لعند	حتت	حتت	لعند	لعند	analyzer+fallback
PREP_062	till , until	jusque	حَتَّى	لاما	حتت	حتت	لم	لم	analyzer+fallback
PREP_062	till , until	jusque	حَتَّى	لحين	حتت	حتت	لح#	لح	analyzer
PREP_062	till , until	jusque	حَتَّى	لوما	حتت	حتت	ل#م	لم	analyzer
PREP_062	till , until	jusque	حَتَّى	لي	حتت	حتت	ل	ل	analyzer+fallback
PREP_062	till , until	jusque	حَتَّى	لين	حتت	حتت	ل#ن	لن	analyzer
PREP_063	to	à	إِلَى	الى	##ل	ل	##ل	ل	analyzer
PREP_063	to	à	إِلَى	ع+	##ل	ل			analyzer
PREP_063	to	à	إِلَى	على	##ل	ل	عل#	عل	analyzer
PREP_063	to	à	إِلَى	ل+	##ل	ل			analyzer
PREP_063	to	à	إِلَى	لا	##ل	ل	ل	ل	analyzer+fallback
PREP_063	to	à	إِلَى	لعند	##ل	ل	لعند	لعند	analyzer+fallback
PREP_063	to	à	إِلَى	لين	##ل	ل	ل#ن	لن	analyzer
