ID,English,French,MSA,POS,CODA,Region,DCom,ASim,FSim,DFreq,DA_Frequency
382,leave,partir,غادَر,VERB,راح,"Syria+Lebanon+Jordan+Palestine, Morocco+Algeria, Iraq, Qatar+Saudi+Oman+Yemen",4,0,0,6,"2,322,197"
382,leave,partir,غادَر,VERB,روح,"Egypt+Sudan, Qatar+Saudi+Oman+Yemen",2,0,0,6,"1,243,129"
382,leave,partir,غادَر,VERB,سار,Qatar+Saudi+Oman+Yemen,1,0,0,5,"63,062"
382,leave,partir,غادَر,VERB,ضهر,Syria+Lebanon+Jordan+Palestine,1,0,0,4,"12,702"
382,leave,partir,غادَر,VERB,طلع,"Syria+Lebanon+Jordan+Palestine, Qatar+Saudi+Oman+Yemen, Egypt+Sudan",3,0,0,6,"429,389"
382,leave,partir,غادَر,VERB,عدى,Tunisia+Libya,1,0,0,3,"1,187"
382,leave,partir,غادَر,VERB,غادر,Qatar+Saudi+Oman+Yemen,1,1,0,5,"80,103"
382,leave,partir,غادَر,VERB,فات,Egypt+Sudan,1,0,0,5,"223,517"
382,leave,partir,غادَر,VERB,مرق,Egypt+Sudan,1,0,0,4,"4,758"
382,leave,partir,غادَر,VERB,مشى,"Egypt+Sudan, Syria+Lebanon+Jordan+Palestine, Iraq, Tunisia+Libya, Qatar+Saudi+Oman+Yemen, Morocco+Algeria",6,0,0,4,"9,453"
382,leave,partir,غادَر,VERB,مشي,"Syria+Lebanon+Jordan+Palestine, Egypt+Sudan, Qatar+Saudi+Oman+Yemen",3,0,0,5,"93,370"
382,leave,partir,غادَر,VERB,هج,Tunisia+Libya,1,0,0,4,"8,337"
382,leave,partir,غادَر,VERB,ولى,Qatar+Saudi+Oman+Yemen,1,0,0,3,"1,334"
383,"too , also",aussi,أَيْضاً,ADV,ايضا,Qatar+Saudi+Oman+Yemen,1,1,0,6,"695,848"
383,"too , also",aussi,أَيْضاً,ADV,برضو,"Egypt+Sudan, Syria+Lebanon+Jordan+Palestine, Qatar+Saudi+Oman+Yemen",3,0,0,5,"91,022"
383,"too , also",aussi,أَيْضاً,ADV,بعد,Qatar+Saudi+Oman+Yemen,1,0,0,7,"11,145,784"
383,"too , also",aussi,أَيْضاً,ADV,تاني,"Morocco+Algeria, Egypt+Sudan",2,0,0,6,"612,374"
383,"too , also",aussi,أَيْضاً,ADV,ثاني,Egypt+Sudan,1,0,0,6,"799,799"
383,"too , also",aussi,أَيْضاً,ADV,تى,Morocco+Algeria,1,0,1,3,432
383,"too , also",aussi,أَيْضاً,ADV,حتى,"Tunisia+Libya, Morocco+Algeria",2,0,0,5,"185,929"
383,"too , also",aussi,أَيْضاً,ADV,زادا,Tunisia+Libya,1,0,0,3,"2,524"
383,"too , also",aussi,أَيْضاً,ADV,كمان,"Syria+Lebanon+Jordan+Palestine, Egypt+Sudan, Qatar+Saudi+Oman+Yemen",3,0,0,6,"426,223"
383,"too , also",aussi,أَيْضاً,ADV,مام,Morocco+Algeria,1,0,0,4,"25,190"
383,"too , also",aussi,أَيْضاً,ADV,نوبه,Qatar+Saudi+Oman+Yemen,1,0,0,4,"15,332"
383,"too , also",aussi,أَيْضاً,ADV,هم,Iraq,1,0,0,7,"3,366,877"
383,"too , also",aussi,أَيْضاً,ADV,همات,Iraq,1,0,0,2,254
383,"too , also",aussi,أَيْضاً,ADV,همين,Iraq,1,0,0,3,"2,348"
383,"too , also",aussi,أَيْضاً,ADV,والكل,Qatar+Saudi+Oman+Yemen,1,0,0,5,"132,476"
384,last,dernier,ماضِي,ADJ,آخر,"Egypt+Sudan, Iraq, Tunisia+Libya, Qatar+Saudi+Oman+Yemen",4,0,0,5,"32,933"
384,last,dernier,ماضِي,ADJ,اخر,Tunisia+Libya,1,0,0,7,"3,554,496"
384,last,dernier,ماضِي,ADJ,اخراني,Syria+Lebanon+Jordan+Palestine,1,0,0,1,3
384,last,dernier,ماضِي,ADJ,اخير,"Egypt+Sudan, Iraq, Tunisia+Libya, Qatar+Saudi+Oman+Yemen",4,0,0,5,"47,314"
384,last,dernier,ماضِي,ADJ,اللي راح,"Syria+Lebanon+Jordan+Palestine, Qatar+Saudi+Oman+Yemen",2,0,0,7,"21,295,362"
384,last,dernier,ماضِي,ADJ,اللي فات,"Egypt+Sudan, Qatar+Saudi+Oman+Yemen",2,0,0,7,"19,196,682"
384,last,dernier,ماضِي,ADJ,اللي مضى,Syria+Lebanon+Jordan+Palestine,1,0,0,7,"18,976,317"
384,last,dernier,ماضِي,ADJ,تيلاني,Tunisia+Libya,1,0,0,0,0
384,last,dernier,ماضِي,ADJ,داز,Morocco+Algeria,1,0,0,3,"2,590"
384,last,dernier,ماضِي,ADJ,سابق,Qatar+Saudi+Oman+Yemen,1,0,0,5,"189,120"
384,last,dernier,ماضِي,ADJ,فات,"Morocco+Algeria, Egypt+Sudan",2,0,0,5,"223,517"
384,last,dernier,ماضِي,ADJ,فايت,Qatar+Saudi+Oman+Yemen,1,0,0,4,"6,166"
384,last,dernier,ماضِي,ADJ,ماضي,"Syria+Lebanon+Jordan+Palestine, Qatar+Saudi+Oman+Yemen",2,1,0,5,"170,932"
385,hour,heure,ساعَة,NOUN,ساعة,"Syria+Lebanon+Jordan+Palestine, Morocco+Algeria, Egypt+Sudan, Iraq, Tunisia+Libya, Qatar+Saudi+Oman+Yemen",6,1,0,4,"24,662"
385,hour,heure,ساعَة,NOUN,وقت,Syria+Lebanon+Jordan+Palestine,1,0,0,6,"2,331,224"
386,need,falloir,ٱِحْتاج,VERB,اتحوج,Egypt+Sudan,1,0,0,2,67
386,need,falloir,ٱِحْتاج,VERB,احتاج,"Syria+Lebanon+Jordan+Palestine, Egypt+Sudan, Iraq, Qatar+Saudi+Oman+Yemen, Morocco+Algeria",5,0,0,6,"449,001"
386,need,falloir,ٱِحْتاج,VERB,استدعى,Qatar+Saudi+Oman+Yemen,1,0,0,2,150
386,need,falloir,ٱِحْتاج,VERB,اعتاز,"Syria+Lebanon+Jordan+Palestine, Qatar+Saudi+Oman+Yemen",2,0,0,3,745
386,need,falloir,ٱِحْتاج,VERB,انحوج,Egypt+Sudan,1,0,0,0,1
386,need,falloir,ٱِحْتاج,VERB,بغى,Qatar+Saudi+Oman+Yemen,1,0,0,3,"2,105"
386,need,falloir,ٱِحْتاج,VERB,تطلب,Qatar+Saudi+Oman+Yemen,1,0,0,5,"269,468"
386,need,falloir,ٱِحْتاج,VERB,حاجته,Tunisia+Libya,1,0,0,5,"91,632"
386,need,falloir,ٱِحْتاج,VERB,حتاج,Morocco+Algeria,1,0,0,3,"3,158"
386,need,falloir,ٱِحْتاج,VERB,طلب,Egypt+Sudan,1,0,0,6,"540,262"
386,need,falloir,ٱِحْتاج,VERB,عاز,"Egypt+Sudan, Syria+Lebanon+Jordan+Palestine",2,0,0,3,"1,530"
386,need,falloir,ٱِحْتاج,VERB,كان لازمه,Tunisia+Libya,1,0,0,7,"10,350,806"
386,need,falloir,ٱِحْتاج,VERB,كان محتاج,Tunisia+Libya,1,0,0,7,"11,204,586"
386,need,falloir,ٱِحْتاج,VERB,كان يبغى له,Qatar+Saudi+Oman+Yemen,1,0,0,7,"21,424,581"
386,need,falloir,ٱِحْتاج,VERB,كان يبي له,Qatar+Saudi+Oman+Yemen,1,0,0,7,"22,150,171"
386,need,falloir,ٱِحْتاج,VERB,لازم له,Qatar+Saudi+Oman+Yemen,1,0,0,7,"12,648,054"
386,need,falloir,ٱِحْتاج,VERB,لزم,"Syria+Lebanon+Jordan+Palestine, Qatar+Saudi+Oman+Yemen",2,0,0,5,"87,606"
386,need,falloir,ٱِحْتاج,VERB,معتاز,Iraq,1,0,0,3,"1,581"
387,money,argent,نُقود,NOUN,بيزات,Qatar+Saudi+Oman+Yemen,1,0,0,3,"1,856"
387,money,argent,نُقود,NOUN,بيس,Qatar+Saudi+Oman+Yemen,1,0,0,5,"93,378"
387,money,argent,نُقود,NOUN,حنينات,Tunisia+Libya,1,0,0,1,24
387,money,argent,نُقود,NOUN,دراهم,Morocco+Algeria,1,0,0,4,"12,382"
387,money,argent,نُقود,NOUN,زلط,Qatar+Saudi+Oman+Yemen,1,0,0,3,"1,044"
387,money,argent,نُقود,NOUN,عملة,Syria+Lebanon+Jordan+Palestine,1,0,0,3,657
387,money,argent,نُقود,NOUN,غوازي,Qatar+Saudi+Oman+Yemen,1,0,0,2,79
387,money,argent,نُقود,NOUN,فكة,Qatar+Saudi+Oman+Yemen,1,0,0,2,311
387,money,argent,نُقود,NOUN,فلوس,"Egypt+Sudan, Syria+Lebanon+Jordan+Palestine, Iraq, Tunisia+Libya, Qatar+Saudi+Oman+Yemen, Morocco+Algeria",6,0,0,5,"263,160"
387,money,argent,نُقود,NOUN,قروش,Egypt+Sudan,1,0,0,4,"4,615"
387,money,argent,نُقود,NOUN,كاش,"Syria+Lebanon+Jordan+Palestine, Qatar+Saudi+Oman+Yemen, Tunisia+Libya",3,0,0,5,"47,291"
387,money,argent,نُقود,NOUN,مال,"Syria+Lebanon+Jordan+Palestine, Qatar+Saudi+Oman+Yemen, Tunisia+Libya",3,0,0,6,"410,527"
387,money,argent,نُقود,NOUN,مبلغ,"Syria+Lebanon+Jordan+Palestine, Egypt+Sudan, Qatar+Saudi+Oman+Yemen",3,0,0,5,"152,694"
387,money,argent,نُقود,NOUN,مصاري,Syria+Lebanon+Jordan+Palestine,1,0,0,4,"8,505"
387,money,argent,نُقود,NOUN,مصرات,Syria+Lebanon+Jordan+Palestine,1,0,0,2,38
387,money,argent,نُقود,NOUN,نقدية,Egypt+Sudan,1,1,0,2,229
388,show,spectacle,عَرْض,NOUN,عرض,"Syria+Lebanon+Jordan+Palestine, Morocco+Algeria, Egypt+Sudan, Iraq, Tunisia+Libya, Qatar+Saudi+Oman+Yemen",6,1,0,6,"888,180"
388,show,spectacle,عَرْض,NOUN,فرجة,"Egypt+Sudan, Syria+Lebanon+Jordan+Palestine, Qatar+Saudi+Oman+Yemen, Tunisia+Libya",4,0,0,2,124
389,lady,dame,سَيِّدَة,NOUN,آنسة,"Egypt+Sudan, Qatar+Saudi+Oman+Yemen",2,0,0,3,632
389,lady,dame,سَيِّدَة,NOUN,استاذة,Qatar+Saudi+Oman+Yemen,1,0,0,3,655
389,lady,dame,سَيِّدَة,NOUN,امي,Qatar+Saudi+Oman+Yemen,1,0,0,6,"2,292,905"
389,lady,dame,سَيِّدَة,NOUN,حرمة,Qatar+Saudi+Oman+Yemen,1,0,0,3,"2,399"
389,lady,dame,سَيِّدَة,NOUN,خالة,Qatar+Saudi+Oman+Yemen,1,0,0,3,"1,756"
389,lady,dame,سَيِّدَة,NOUN,ست,"Syria+Lebanon+Jordan+Palestine, Egypt+Sudan, Qatar+Saudi+Oman+Yemen",3,0,0,5,"110,305"
389,lady,dame,سَيِّدَة,NOUN,سنيورة,Qatar+Saudi+Oman+Yemen,1,0,0,1,30
389,lady,dame,سَيِّدَة,NOUN,سيدة,"Morocco+Algeria, Egypt+Sudan, Qatar+Saudi+Oman+Yemen",3,1,0,3,"2,959"
389,lady,dame,سَيِّدَة,NOUN,عمة,Qatar+Saudi+Oman+Yemen,1,0,0,3,"1,106"
389,lady,dame,سَيِّدَة,NOUN,للا,Morocco+Algeria,1,0,0,4,"7,928"
389,lady,dame,سَيِّدَة,NOUN,مادام,"Morocco+Algeria, Egypt+Sudan, Syria+Lebanon+Jordan+Palestine, Qatar+Saudi+Oman+Yemen, Tunisia+Libya",5,0,0,5,"186,160"
389,lady,dame,سَيِّدَة,NOUN,مدموزيل,"Qatar+Saudi+Oman+Yemen, Tunisia+Libya",2,0,0,2,249
389,lady,dame,سَيِّدَة,NOUN,مرأة,"Iraq, Qatar+Saudi+Oman+Yemen",2,0,0,3,356
389,lady,dame,سَيِّدَة,NOUN,مرة,"Syria+Lebanon+Jordan+Palestine, Iraq, Tunisia+Libya, Qatar+Saudi+Oman+Yemen, Morocco+Algeria, Egypt+Sudan",6,0,0,5,"73,541"
389,lady,dame,سَيِّدَة,NOUN,هانم,Egypt+Sudan,1,0,0,4,"5,697"
389,lady,dame,سَيِّدَة,NOUN,ولية,Tunisia+Libya,1,0,0,3,468
390,style,style,طِراز,NOUN,اسلوب,"Syria+Lebanon+Jordan+Palestine, Egypt+Sudan, Iraq, Qatar+Saudi+Oman+Yemen",4,0,0,5,"218,631"
390,style,style,طِراز,NOUN,ستايل,"Syria+Lebanon+Jordan+Palestine, Egypt+Sudan, Iraq, Qatar+Saudi+Oman+Yemen",4,0,1,5,"35,425"
390,style,style,طِراز,NOUN,ستيل,"Morocco+Algeria, Syria+Lebanon+Jordan+Palestine, Tunisia+Libya",3,0,1,5,"55,408"
390,style,style,طِراز,NOUN,شكل,"Syria+Lebanon+Jordan+Palestine, Qatar+Saudi+Oman+Yemen",2,0,0,6,"462,991"
390,style,style,طِراز,NOUN,صورة,Qatar+Saudi+Oman+Yemen,1,0,0,4,"18,175"
390,style,style,طِراز,NOUN,صيغة,Qatar+Saudi+Oman+Yemen,1,0,0,3,756
390,style,style,طِراز,NOUN,طراز,"Morocco+Algeria, Egypt+Sudan, Syria+Lebanon+Jordan+Palestine, Iraq, Qatar+Saudi+Oman+Yemen",5,1,0,4,"24,530"
390,style,style,طِراز,NOUN,طريقة,Qatar+Saudi+Oman+Yemen,1,0,0,4,"13,467"
390,style,style,طِراز,NOUN,موديل,"Egypt+Sudan, Syria+Lebanon+Jordan+Palestine, Iraq, Tunisia+Libya, Qatar+Saudi+Oman+Yemen",5,0,0,5,"43,349"
390,style,style,طِراز,NOUN,موضة,"Tunisia+Libya, Qatar+Saudi+Oman+Yemen",2,0,0,3,"1,558"
390,style,style,طِراز,NOUN,نمط,"Iraq, Qatar+Saudi+Oman+Yemen",2,0,0,4,"21,634"
390,style,style,طِراز,NOUN,نوع,"Egypt+Sudan, Qatar+Saudi+Oman+Yemen, Tunisia+Libya",3,0,0,6,"329,400"
391,pharmacy,pharmacie,صَيْدَلِيَّة,NOUN,اجزاخانة,Egypt+Sudan,1,0,0,0,0
391,pharmacy,pharmacie,صَيْدَلِيَّة,NOUN,سبيسارية,Tunisia+Libya,1,0,0,0,0
391,pharmacy,pharmacie,صَيْدَلِيَّة,NOUN,صيدلية,"Syria+Lebanon+Jordan+Palestine, Egypt+Sudan, Iraq, Tunisia+Libya, Qatar+Saudi+Oman+Yemen",5,1,0,3,670
391,pharmacy,pharmacie,صَيْدَلِيَّة,NOUN,فارماسي,Morocco+Algeria,1,0,1,1,12
391,pharmacy,pharmacie,صَيْدَلِيَّة,NOUN,فارمسيان,Morocco+Algeria,1,0,0,0,0
391,pharmacy,pharmacie,صَيْدَلِيَّة,NOUN,فارمسي,"Morocco+Algeria, Tunisia+Libya",2,0,1,2,58
391,pharmacy,pharmacie,صَيْدَلِيَّة,NOUN,فارمشيا,Tunisia+Libya,1,0,0,0,0
392,report,rapport,تَقْرِير,NOUN,بلاغ,Qatar+Saudi+Oman+Yemen,1,0,0,5,"40,725"
392,report,rapport,تَقْرِير,NOUN,بيان,Syria+Lebanon+Jordan+Palestine,1,0,0,6,"414,143"
392,report,rapport,تَقْرِير,NOUN,تقرير,"Syria+Lebanon+Jordan+Palestine, Morocco+Algeria, Egypt+Sudan, Iraq, Tunisia+Libya, Qatar+Saudi+Oman+Yemen",6,1,0,5,"283,899"
392,report,rapport,تَقْرِير,NOUN,رابور,"Morocco+Algeria, Tunisia+Libya",2,0,1,2,98
392,report,rapport,تَقْرِير,NOUN,كشف,"Egypt+Sudan, Syria+Lebanon+Jordan+Palestine, Qatar+Saudi+Oman+Yemen",3,0,0,6,"1,021,468"
392,report,rapport,تَقْرِير,NOUN,محضر,"Qatar+Saudi+Oman+Yemen, Tunisia+Libya",2,0,0,4,"11,378"
392,report,rapport,تَقْرِير,NOUN,نبأ,Qatar+Saudi+Oman+Yemen,1,0,0,2,269
393,try,essayer,جَرَّب ، حاوَل,VERB,اجتهد,Qatar+Saudi+Oman+Yemen,1,0,0,5,"35,360"
393,try,essayer,جَرَّب ، حاوَل,VERB,جرب,"Syria+Lebanon+Jordan+Palestine, Egypt+Sudan, Iraq, Tunisia+Libya, Qatar+Saudi+Oman+Yemen, Morocco+Algeria",6,1,0,5,"223,827"
393,try,essayer,جَرَّب ، حاوَل,VERB,حاول,"Syria+Lebanon+Jordan+Palestine, Egypt+Sudan, Iraq, Tunisia+Libya, Qatar+Saudi+Oman+Yemen, Morocco+Algeria",6,1,0,6,"523,207"
393,try,essayer,جَرَّب ، حاوَل,VERB,سعى,Qatar+Saudi+Oman+Yemen,1,0,0,3,358
393,try,essayer,جَرَّب ، حاوَل,VERB,سيي,Morocco+Algeria,1,0,0,3,702
394,enjoy,apprécier,ٱِسْتَمْتَع,VERB,اتبسط,Egypt+Sudan,1,0,0,4,"5,044"
394,enjoy,apprécier,ٱِسْتَمْتَع,VERB,اتكيف,Egypt+Sudan,1,0,0,3,408
394,enjoy,apprécier,ٱِسْتَمْتَع,VERB,اتلذذ,"Egypt+Sudan, Qatar+Saudi+Oman+Yemen",2,0,0,4,"11,510"
394,enjoy,apprécier,ٱِسْتَمْتَع,VERB,اتمتع,"Egypt+Sudan, Syria+Lebanon+Jordan+Palestine, Iraq, Qatar+Saudi+Oman+Yemen",4,0,0,4,"9,923"
394,enjoy,apprécier,ٱِسْتَمْتَع,VERB,اتنعم,Egypt+Sudan,1,0,0,3,336
394,enjoy,apprécier,ٱِسْتَمْتَع,VERB,اتونس,Qatar+Saudi+Oman+Yemen,1,0,0,3,"1,465"
394,enjoy,apprécier,ٱِسْتَمْتَع,VERB,ارتاح,Qatar+Saudi+Oman+Yemen,1,0,0,5,"131,074"
394,enjoy,apprécier,ٱِسْتَمْتَع,VERB,استانس,Qatar+Saudi+Oman+Yemen,1,0,0,4,"20,145"
394,enjoy,apprécier,ٱِسْتَمْتَع,VERB,استمتع,"Syria+Lebanon+Jordan+Palestine, Egypt+Sudan, Qatar+Saudi+Oman+Yemen",3,0,0,5,"132,767"
394,enjoy,apprécier,ٱِسْتَمْتَع,VERB,افتهن,Qatar+Saudi+Oman+Yemen,1,0,0,1,15
394,enjoy,apprécier,ٱِسْتَمْتَع,VERB,انبسط,"Syria+Lebanon+Jordan+Palestine, Egypt+Sudan, Tunisia+Libya, Qatar+Saudi+Oman+Yemen",4,0,0,4,"28,380"
394,enjoy,apprécier,ٱِسْتَمْتَع,VERB,تبرع,Morocco+Algeria,1,0,0,5,"118,158"
394,enjoy,apprécier,ٱِسْتَمْتَع,VERB,ترفه,Iraq,1,0,0,4,"6,589"
394,enjoy,apprécier,ٱِسْتَمْتَع,VERB,تمتع,"Syria+Lebanon+Jordan+Palestine, Tunisia+Libya, Morocco+Algeria",3,0,0,5,"34,871"
394,enjoy,apprécier,ٱِسْتَمْتَع,VERB,تونس,"Iraq, Qatar+Saudi+Oman+Yemen",2,0,0,6,"346,285"
394,enjoy,apprécier,ٱِسْتَمْتَع,VERB,زهى,Morocco+Algeria,1,0,0,2,77
394,enjoy,apprécier,ٱِسْتَمْتَع,VERB,سلي,Qatar+Saudi+Oman+Yemen,1,0,0,4,"7,167"
394,enjoy,apprécier,ٱِسْتَمْتَع,VERB,عاش,Qatar+Saudi+Oman+Yemen,1,0,0,6,"339,141"
394,enjoy,apprécier,ٱِسْتَمْتَع,VERB,عيش حياتك,Qatar+Saudi+Oman+Yemen,1,0,0,6,"2,390,940"
394,enjoy,apprécier,ٱِسْتَمْتَع,VERB,فرح,Qatar+Saudi+Oman+Yemen,1,0,0,6,"841,718"
394,enjoy,apprécier,ٱِسْتَمْتَع,VERB,فرفش,"Syria+Lebanon+Jordan+Palestine, Egypt+Sudan, Iraq, Qatar+Saudi+Oman+Yemen",4,0,0,3,665
394,enjoy,apprécier,ٱِسْتَمْتَع,VERB,كيف,"Syria+Lebanon+Jordan+Palestine, Qatar+Saudi+Oman+Yemen",2,0,0,7,"4,081,436"
395,person,personne,شَخْص,NOUN,ابن آدم,Tunisia+Libya,1,0,0,6,"3,014,421"
395,person,personne,شَخْص,NOUN,احد,Qatar+Saudi+Oman+Yemen,1,0,0,7,"7,380,887"
395,person,personne,شَخْص,NOUN,انسان,"Syria+Lebanon+Jordan+Palestine, Egypt+Sudan, Qatar+Saudi+Oman+Yemen, Tunisia+Libya",4,0,0,6,"1,563,346"
395,person,personne,شَخْص,NOUN,انسي,Qatar+Saudi+Oman+Yemen,1,0,0,6,"417,530"
395,person,personne,شَخْص,NOUN,حد,"Egypt+Sudan, Syria+Lebanon+Jordan+Palestine, Tunisia+Libya, Qatar+Saudi+Oman+Yemen",4,0,0,6,"2,936,986"
395,person,personne,شَخْص,NOUN,حدا,Syria+Lebanon+Jordan+Palestine,1,0,0,5,"188,783"
395,person,personne,شَخْص,NOUN,حدن,Syria+Lebanon+Jordan+Palestine,1,0,0,4,"12,004"
395,person,personne,شَخْص,NOUN,رجال,Qatar+Saudi+Oman+Yemen,1,0,0,6,"1,356,997"
395,person,personne,شَخْص,NOUN,زول,Egypt+Sudan,1,0,0,5,"47,143"
395,person,personne,شَخْص,NOUN,شخص,"Syria+Lebanon+Jordan+Palestine, Egypt+Sudan, Iraq, Tunisia+Libya, Qatar+Saudi+Oman+Yemen",5,1,0,7,"4,837,484"
395,person,personne,شَخْص,NOUN,عبد,"Morocco+Algeria, Tunisia+Libya",2,0,0,6,"1,128,525"
395,person,personne,شَخْص,NOUN,فرد,"Syria+Lebanon+Jordan+Palestine, Qatar+Saudi+Oman+Yemen",2,0,0,5,"107,626"
395,person,personne,شَخْص,NOUN,مخلوق,"Syria+Lebanon+Jordan+Palestine, Qatar+Saudi+Oman+Yemen",2,0,0,5,"257,484"
395,person,personne,شَخْص,NOUN,نسمة,Syria+Lebanon+Jordan+Palestine,1,0,0,3,"3,045"
395,person,personne,شَخْص,NOUN,نفر,"Syria+Lebanon+Jordan+Palestine, Egypt+Sudan, Qatar+Saudi+Oman+Yemen",3,0,0,5,"35,401"
395,person,personne,شَخْص,NOUN,واحد,"Syria+Lebanon+Jordan+Palestine, Egypt+Sudan, Iraq, Qatar+Saudi+Oman+Yemen, Morocco+Algeria, Tunisia+Libya",6,0,0,7,"4,483,050"
396,party,fête,حَفْلَة,NOUN,احتفال,"Egypt+Sudan, Qatar+Saudi+Oman+Yemen",2,0,0,5,"86,815"
396,party,fête,حَفْلَة,NOUN,جمعة,Qatar+Saudi+Oman+Yemen,1,0,0,4,"4,904"
396,party,fête,حَفْلَة,NOUN,حفلة,"Syria+Lebanon+Jordan+Palestine, Morocco+Algeria, Egypt+Sudan, Iraq, Tunisia+Libya, Qatar+Saudi+Oman+Yemen",6,1,0,4,"4,146"
396,party,fête,حَفْلَة,NOUN,سهرة,Egypt+Sudan,1,0,0,3,"2,031"
396,party,fête,حَفْلَة,NOUN,عزومة,Qatar+Saudi+Oman+Yemen,1,0,0,2,254
396,party,fête,حَفْلَة,NOUN,عزيمة,Qatar+Saudi+Oman+Yemen,1,0,0,3,"1,235"
396,party,fête,حَفْلَة,NOUN,فات,Morocco+Algeria,1,0,1,5,"223,517"
396,party,fête,حَفْلَة,NOUN,لمة,Egypt+Sudan,1,0,0,3,424
397,"movie , film",film,فِيلْم,NOUN,فلم,"Syria+Lebanon+Jordan+Palestine, Morocco+Algeria, Egypt+Sudan, Tunisia+Libya, Qatar+Saudi+Oman+Yemen",5,1,1,6,"508,006"
397,"movie , film",film,فِيلْم,NOUN,فيلم,"Syria+Lebanon+Jordan+Palestine, Iraq, Morocco+Algeria",3,1,1,6,"397,587"
398,"post , mail",poste,بَرِيد,NOUN,البوسطة,Tunisia+Libya,1,0,0,2,108
398,"post , mail",poste,بَرِيد,NOUN,بريد,"Syria+Lebanon+Jordan+Palestine, Egypt+Sudan, Iraq, Tunisia+Libya, Qatar+Saudi+Oman+Yemen, Morocco+Algeria",6,1,0,4,"19,099"
398,"post , mail",poste,بَرِيد,NOUN,بوسط,Morocco+Algeria,1,0,0,5,"70,774"
398,"post , mail",poste,بَرِيد,NOUN,بوسطة,Egypt+Sudan,1,0,0,2,63
398,"post , mail",poste,بَرِيد,NOUN,لابوست,Morocco+Algeria,1,0,0,0,1
399,way,chemin,طَرِيق,NOUN,ثنية,Tunisia+Libya,1,0,0,2,87
399,way,chemin,طَرِيق,NOUN,حارة,Syria+Lebanon+Jordan+Palestine,1,0,0,3,"2,363"
399,way,chemin,طَرِيق,NOUN,خط,Qatar+Saudi+Oman+Yemen,1,0,0,6,"433,116"
399,way,chemin,طَرِيق,NOUN,درب,"Syria+Lebanon+Jordan+Palestine, Iraq, Qatar+Saudi+Oman+Yemen",3,0,0,6,"372,435"
399,way,chemin,طَرِيق,NOUN,زاروب,Syria+Lebanon+Jordan+Palestine,1,0,0,2,234
399,way,chemin,طَرِيق,NOUN,زاروبة,Syria+Lebanon+Jordan+Palestine,1,0,0,1,7
399,way,chemin,طَرِيق,NOUN,سبيل,"Syria+Lebanon+Jordan+Palestine, Qatar+Saudi+Oman+Yemen",2,0,0,6,"591,889"
399,way,chemin,طَرِيق,NOUN,سكة,"Egypt+Sudan, Syria+Lebanon+Jordan+Palestine, Qatar+Saudi+Oman+Yemen",3,0,0,3,907
399,way,chemin,طَرِيق,NOUN,شارع,"Syria+Lebanon+Jordan+Palestine, Qatar+Saudi+Oman+Yemen",2,0,0,5,"287,510"
399,way,chemin,طَرِيق,NOUN,طريج,Iraq,1,0,0,3,"1,000"
399,way,chemin,طَرِيق,NOUN,طريق,"Syria+Lebanon+Jordan+Palestine, Morocco+Algeria, Egypt+Sudan, Iraq, Tunisia+Libya, Qatar+Saudi+Oman+Yemen",6,1,0,6,"1,326,281"
399,way,chemin,طَرِيق,NOUN,مجرى,Qatar+Saudi+Oman+Yemen,1,0,0,3,978
399,way,chemin,طَرِيق,NOUN,مسار,Syria+Lebanon+Jordan+Palestine,1,0,0,5,"63,576"
399,way,chemin,طَرِيق,NOUN,مسرب,Syria+Lebanon+Jordan+Palestine,1,0,0,4,"14,569"
399,way,chemin,طَرِيق,NOUN,مسلك,Syria+Lebanon+Jordan+Palestine,1,0,0,4,"4,167"
399,way,chemin,طَرِيق,NOUN,ممر,Syria+Lebanon+Jordan+Palestine,1,0,0,4,"31,262"
400,turn,tourner,ٱِتَّجَه,VERB,اتجه,"Syria+Lebanon+Jordan+Palestine, Iraq, Qatar+Saudi+Oman+Yemen",3,0,0,4,"14,698"
400,turn,tourner,ٱِتَّجَه,VERB,اتوجه,Syria+Lebanon+Jordan+Palestine,1,0,0,4,"4,562"
400,turn,tourner,ٱِتَّجَه,VERB,احترف,Qatar+Saudi+Oman+Yemen,1,0,0,4,"6,917"
400,turn,tourner,ٱِتَّجَه,VERB,اخذ,Qatar+Saudi+Oman+Yemen,1,0,0,6,"552,504"
400,turn,tourner,ٱِتَّجَه,VERB,اعتصر,Qatar+Saudi+Oman+Yemen,1,0,0,3,"2,159"
400,turn,tourner,ٱِتَّجَه,VERB,افتر,"Iraq, Qatar+Saudi+Oman+Yemen",2,0,0,4,"4,539"
400,turn,tourner,ٱِتَّجَه,VERB,التفت,Syria+Lebanon+Jordan+Palestine,1,0,0,5,"111,226"
400,turn,tourner,ٱِتَّجَه,VERB,انعطف,Qatar+Saudi+Oman+Yemen,1,0,0,3,456
400,turn,tourner,ٱِتَّجَه,VERB,برم,"Syria+Lebanon+Jordan+Palestine, Tunisia+Libya, Qatar+Saudi+Oman+Yemen",3,0,0,3,"1,419"
400,turn,tourner,ٱِتَّجَه,VERB,تحول,Iraq,1,0,0,5,"176,429"
400,turn,tourner,ٱِتَّجَه,VERB,حود,Egypt+Sudan,1,0,0,2,296
400,turn,tourner,ٱِتَّجَه,VERB,حول,Qatar+Saudi+Oman+Yemen,1,0,0,6,"1,814,141"
