English,French,MSA,POS,Dialect,DCom_Regions,CODA,CODA,RCom_Regions,MSA_Frequency,DA_Frequency,MSAFreq,DCom,RCom,DFreq,ASim,FSim
"yes , yeah","oui , ouais",نَعَم ، أَجَل,INTJ,BAS,Iraq,ها,ه,"Egypt+Sudan, Iraq, Jordan, Lebanon, Morocco+Algeria, Palestine, Qatar+Saudi+Oman+Yemen, Syria",4073560,349917,7,1,6,6,0,1
"yes , yeah","oui , ouais",نَعَم ، أَجَل,INTJ,MUS,Qatar+Saudi+Oman+Yemen ,هيه,هه,Qatar+Saudi+Oman+Yemen,4073560,91702,7,1,5,5,0,0
"yes , yeah","oui , ouais",نَعَم ، أَجَل,INTJ,MUS,Qatar+Saudi+Oman+Yemen ,هيوا,ه,"Egypt+Sudan, Iraq, Jordan, Lebanon, Morocco+Algeria, Palestine, Qatar+Saudi+Oman+Yemen, Syria",4073560,372,7,1,6,3,0,1
"zero , o",zéro,صِفْر,NUM,"ALG, ALX, BAG, BAS, CAI, FES, KHA, MOS, RAB, SFA, TUN","Morocco+Algeria, Egypt+Sudan, Iraq, Tunisia+Libya",زيرو,زر,"Egypt+Sudan, Iraq, Morocco+Algeria, Tunisia+Libya",587197,7180,6,4,6,4,0,1
"zero , o",zéro,صِفْر,NUM,"ALE, ALG, ALX, AMM, ASW, BAG, BAS, BEI, BEN, CAI, DAM, DOH, FES, JED, JER, KHA, MOS, MUS, RAB, RIY, SAL, SAN, SFA, TRI, TUN","Syria, Lebanon, Jordan, Palestine, Morocco+Algeria, Egypt+Sudan, Iraq, Tunisia+Libya, Qatar+Saudi+Oman+Yemen ",صفر,صفر,"Egypt+Sudan, Iraq, Jordan, Lebanon, Morocco+Algeria, Palestine, Qatar+Saudi+Oman+Yemen, Syria, Tunisia+Libya",587197,165605,6,6,6,5,1,0
one,un,واحِد,NUM,"ALE, ALG, ALX, AMM, ASW, BAG, BAS, BEI, BEN, CAI, DAM, DOH, FES, JED, JER, KHA, MOS, MUS, RAB, RIY, SAL, SAN, SFA, TRI, TUN","Syria, Lebanon, Jordan, Palestine, Morocco+Algeria, Egypt+Sudan, Iraq, Tunisia+Libya, Qatar+Saudi+Oman+Yemen ",واحد,حد,"Egypt+Sudan, Iraq, Jordan, Lebanon, Morocco+Algeria, Palestine, Qatar+Saudi+Oman+Yemen, Syria, Tunisia+Libya",3429144,4483050,7,6,6,7,1,0
one,un,واحِد,NUM,"JED, RIY, SAN",Qatar+Saudi+Oman+Yemen ,واحدة,حد,"Egypt+Sudan, Iraq, Jordan, Lebanon, Morocco+Algeria, Palestine, Qatar+Saudi+Oman+Yemen, Syria, Tunisia+Libya",3429144,15386,7,1,6,4,1,0
two,deux,إثْنَان,NUM,"ALE, ALG, ALX, AMM, ASW, BAG, BAS, BEI, BEN, CAI, DAM, DOH, JED, JER, KHA, MOS, MUS, RIY, SAL, SAN, SFA, TRI, TUN","Syria, Lebanon, Jordan, Palestine, Morocco+Algeria, Egypt+Sudan, Iraq, Tunisia+Libya, Qatar+Saudi+Oman+Yemen ",اثنين,ٱثنن,"Egypt+Sudan, Iraq, Jordan, Lebanon, Morocco+Algeria, Palestine, Qatar+Saudi+Oman+Yemen, Syria, Tunisia+Libya",9912,341572,4,6,6,6,1,0
two,deux,إثْنَان,NUM,MUS,Qatar+Saudi+Oman+Yemen ,اثنينة,ثنن,Qatar+Saudi+Oman+Yemen,9912,0,4,1,2,0,1,0
two,deux,إثْنَان,NUM,"RIY, SAN",Qatar+Saudi+Oman+Yemen ,ثنتين,ثنن,Qatar+Saudi+Oman+Yemen,9912,43399,4,1,2,5,0,0
two,deux,إثْنَان,NUM,"FES, RAB",Morocco+Algeria,جوج,جج,Morocco+Algeria,9912,8685,4,1,3,4,0,0
two,deux,إثْنَان,NUM,"ALG, FES, RAB",Morocco+Algeria,زوج,زج,Morocco+Algeria,9912,112992,4,1,6,5,0,0
two,deux,إثْنَان,NUM,"SFA, TRI, TUN",Tunisia+Libya,زوز,زز,Tunisia+Libya,9912,4218,4,1,3,4,0,0
three,trois,ثَلاثَة,NUM,"AMM, BAG, BAS, JER, MOS, RIY, SAL, SAN","Syria, Lebanon, Jordan, Palestine, Iraq, Qatar+Saudi+Oman+Yemen ",ثلاث,ثلث,"Egypt+Sudan, Iraq, Jordan, Lebanon, Morocco+Algeria, Palestine, Qatar+Saudi+Oman+Yemen, Syria, Tunisia+Libya",2126971,1524885,6,3,6,6,1,0
three,trois,ثَلاثَة,NUM,"ALE, ALG, ALX, AMM, ASW, BAG, BAS, BEI, BEN, CAI, DAM, DOH, FES, JED, JER, KHA, MOS, MUS, RAB, RIY, SAL, SAN, SFA, TRI, TUN","Syria, Lebanon, Jordan, Palestine, Morocco+Algeria, Egypt+Sudan, Iraq, Tunisia+Libya, Qatar+Saudi+Oman+Yemen ",ثلاثة,ثلث,"Egypt+Sudan, Iraq, Jordan, Lebanon, Morocco+Algeria, Palestine, Qatar+Saudi+Oman+Yemen, Syria, Tunisia+Libya",2126971,10351,6,6,6,4,1,0
four,quatre,أَرْبَعَة,NUM,"ALX, AMM, ASW, BAG, BAS, CAI, JER, MOS, RIY, SAL, SAN","Egypt+Sudan, Syria, Lebanon, Jordan, Palestine, Iraq, Qatar+Saudi+Oman+Yemen ",اربع,ربع,"Egypt+Sudan, Iraq, Jordan, Lebanon, Morocco+Algeria, Palestine, Qatar+Saudi+Oman+Yemen, Syria, Tunisia+Libya",820374,374204,6,4,6,6,1,0
four,quatre,أَرْبَعَة,NUM,"ALE, ALX, AMM, ASW, BAG, BAS, BEI, BEN, CAI, DAM, DOH, JED, JER, KHA, MOS, MUS, RIY, SAL, SAN, SFA, TRI, TUN","Syria, Lebanon, Jordan, Palestine, Egypt+Sudan, Iraq, Tunisia+Libya, Qatar+Saudi+Oman+Yemen ",اربعة,ربع,"Egypt+Sudan, Iraq, Jordan, Lebanon, Morocco+Algeria, Palestine, Qatar+Saudi+Oman+Yemen, Syria, Tunisia+Libya",820374,1737,6,5,6,3,1,0
four,quatre,أَرْبَعَة,NUM,"ALG, FES, RAB",Morocco+Algeria,ربعة,ربع,"Egypt+Sudan, Iraq, Jordan, Lebanon, Morocco+Algeria, Palestine, Qatar+Saudi+Oman+Yemen, Syria, Tunisia+Libya",820374,329,6,1,6,3,1,0
five,cinq,خَمْسَة,NUM,"ALX, AMM, ASW, BAG, BAS, CAI, JER, MOS, RIY, SAL, SAN","Egypt+Sudan, Syria, Lebanon, Jordan, Palestine, Iraq, Qatar+Saudi+Oman+Yemen ",خمس,خمس,"Egypt+Sudan, Iraq, Jordan, Lebanon, Morocco+Algeria, Palestine, Qatar+Saudi+Oman+Yemen, Syria, Tunisia+Libya",1023334,437196,6,4,6,6,1,0
five,cinq,خَمْسَة,NUM,"ALE, ALG, ALX, AMM, ASW, BAG, BAS, BEI, BEN, CAI, DAM, DOH, FES, JED, JER, KHA, MOS, MUS, RAB, RIY, SAL, SAN, SFA, TRI, TUN","Syria, Lebanon, Jordan, Palestine, Morocco+Algeria, Egypt+Sudan, Iraq, Tunisia+Libya, Qatar+Saudi+Oman+Yemen ",خمسة,خمس,"Egypt+Sudan, Iraq, Jordan, Lebanon, Morocco+Algeria, Palestine, Qatar+Saudi+Oman+Yemen, Syria, Tunisia+Libya",1023334,9061,6,6,6,4,1,0
six,six,سِتَّة,NUM,"ALX, AMM, ASW, BAG, BAS, CAI, JER, MOS, RIY, SAL, SAN","Egypt+Sudan, Syria, Lebanon, Jordan, Palestine, Iraq, Qatar+Saudi+Oman+Yemen ",ست,ستت,"Egypt+Sudan, Iraq, Jordan, Lebanon, Morocco+Algeria, Palestine, Qatar+Saudi+Oman+Yemen, Syria, Tunisia+Libya",712528,110305,6,4,6,5,1,0
six,six,سِتَّة,NUM,"ALE, ALG, ALX, AMM, ASW, BAG, BAS, BEI, BEN, CAI, DAM, DOH, FES, JED, JER, KHA, MOS, MUS, RAB, RIY, SAL, SAN, SFA, TRI, TUN","Syria, Lebanon, Jordan, Palestine, Morocco+Algeria, Egypt+Sudan, Iraq, Tunisia+Libya, Qatar+Saudi+Oman+Yemen ",ستة,ستت,"Egypt+Sudan, Iraq, Jordan, Lebanon, Morocco+Algeria, Palestine, Qatar+Saudi+Oman+Yemen, Syria, Tunisia+Libya",712528,4693,6,6,6,4,1,0
seven,sept,سَبْعَة,NUM,"ALX, AMM, ASW, BAG, BAS, BEN, CAI, JER, MOS, RIY, SAL, SAN, TRI","Egypt+Sudan, Syria, Lebanon, Jordan, Palestine, Iraq, Tunisia+Libya, Qatar+Saudi+Oman+Yemen ",سبع,سبع,"Egypt+Sudan, Iraq, Jordan, Lebanon, Morocco+Algeria, Palestine, Qatar+Saudi+Oman+Yemen, Syria, Tunisia+Libya",459360,205251,6,5,6,5,1,0
seven,sept,سَبْعَة,NUM,"ALE, ALG, ALX, AMM, ASW, BAG, BAS, BEI, BEN, CAI, DAM, DOH, FES, JED, JER, KHA, MOS, MUS, RAB, RIY, SAL, SAN, SFA, TRI, TUN","Syria, Lebanon, Jordan, Palestine, Morocco+Algeria, Egypt+Sudan, Iraq, Tunisia+Libya, Qatar+Saudi+Oman+Yemen ",سبعة,سبع,"Egypt+Sudan, Iraq, Jordan, Lebanon, Morocco+Algeria, Palestine, Qatar+Saudi+Oman+Yemen, Syria, Tunisia+Libya",459360,4856,6,6,6,4,1,0
eight,huit,ثَمانِيَة,NUM,"ALX, AMM, ASW, BAG, BAS, CAI, JER, MOS, RIY, SAL, SAN","Egypt+Sudan, Syria, Lebanon, Jordan, Palestine, Iraq, Qatar+Saudi+Oman+Yemen ",ثمان,ثمن,"Egypt+Sudan, Iraq, Jordan, Lebanon, Morocco+Algeria, Palestine, Qatar+Saudi+Oman+Yemen, Syria, Tunisia+Libya",345379,28881,6,4,6,4,1,0
eight,huit,ثَمانِيَة,NUM,"ALE, AMM, BEI, DAM, JER, SAL","Syria, Lebanon, Jordan, Palestine",ثمانة,ثمن,"Egypt+Sudan, Iraq, Jordan, Lebanon, Morocco+Algeria, Palestine, Qatar+Saudi+Oman+Yemen, Syria, Tunisia+Libya",345379,25,6,1,6,1,1,0
eight,huit,ثَمانِيَة,NUM,"ALG, ALX, AMM, ASW, BAG, BAS, BEN, CAI, DOH, FES, JED, JER, KHA, MOS, MUS, RAB, RIY, SAL, SAN, SFA, TRI, TUN","Morocco+Algeria, Egypt+Sudan, Syria, Lebanon, Jordan, Palestine, Iraq, Tunisia+Libya, Qatar+Saudi+Oman+Yemen ",ثمانية,ثمن,"Egypt+Sudan, Iraq, Jordan, Lebanon, Morocco+Algeria, Palestine, Qatar+Saudi+Oman+Yemen, Syria, Tunisia+Libya",345379,2939,6,6,6,3,1,0
nine,neuf,تِسْعَة,NUM,"ALX, AMM, ASW, BAG, BAS, CAI, JER, MOS, RIY, SAL, SAN","Egypt+Sudan, Syria, Lebanon, Jordan, Palestine, Iraq, Qatar+Saudi+Oman+Yemen ",تسع,تسع,"Egypt+Sudan, Iraq, Jordan, Lebanon, Morocco+Algeria, Palestine, Qatar+Saudi+Oman+Yemen, Syria, Tunisia+Libya",246216,87276,5,4,6,5,1,0
nine,neuf,تِسْعَة,NUM,"ALE, ALG, ALX, AMM, ASW, BAG, BAS, BEI, BEN, CAI, DAM, DOH, FES, JED, JER, KHA, MOS, MUS, RIY, SAL, SAN, SFA, TRI, TUN","Syria, Lebanon, Jordan, Palestine, Morocco+Algeria, Egypt+Sudan, Iraq, Tunisia+Libya, Qatar+Saudi+Oman+Yemen ",تسعة,تسع,"Egypt+Sudan, Iraq, Jordan, Lebanon, Morocco+Algeria, Palestine, Qatar+Saudi+Oman+Yemen, Syria, Tunisia+Libya",246216,3321,5,6,6,4,1,0
nine,neuf,تِسْعَة,NUM,"FES, RAB",Morocco+Algeria,تسعود,تسعد,Morocco+Algeria,246216,334,5,1,1,3,0,0
ten,dix,عَشَرَة,NUM,"ALX, AMM, ASW, BAG, BAS, CAI, JER, MOS, RIY, SAL","Egypt+Sudan, Syria, Lebanon, Jordan, Palestine, Iraq, Qatar+Saudi+Oman+Yemen ",عشر,عشر,"Egypt+Sudan, Iraq, Jordan, Lebanon, Morocco+Algeria, Palestine, Qatar+Saudi+Oman+Yemen, Syria, Tunisia+Libya",1237747,516709,6,4,6,6,1,0
ten,dix,عَشَرَة,NUM,"ALE, ALG, ALX, AMM, ASW, BAG, BAS, BEI, BEN, CAI, DAM, DOH, FES, JED, JER, KHA, MOS, MUS, RAB, RIY, SAL, SAN, SFA, TRI, TUN","Syria, Lebanon, Jordan, Palestine, Morocco+Algeria, Egypt+Sudan, Iraq, Tunisia+Libya, Qatar+Saudi+Oman+Yemen ",عشرة,عشر,"Egypt+Sudan, Iraq, Jordan, Lebanon, Morocco+Algeria, Palestine, Qatar+Saudi+Oman+Yemen, Syria, Tunisia+Libya",1237747,7495,6,6,6,4,1,0
eleven,onze,أَحَد عَشَر,NUM,"ALG, AMM, BEI, BEN, DOH, FES, JED, JER, MUS, RAB, RIY, SAL, SFA, TRI, TUN","Morocco+Algeria, Syria, Lebanon, Jordan, Palestine, Tunisia+Libya, Qatar+Saudi+Oman+Yemen ",احدعش,حدعش,"Jordan, Lebanon, Morocco+Algeria, Palestine, Qatar+Saudi+Oman+Yemen, Syria, Tunisia+Libya",0,268,0,4,4,2,0,0
eleven,onze,أَحَد عَشَر,NUM,"AMM, DOH, JER, SAL, SAN","Syria, Lebanon, Jordan, Palestine, Qatar+Saudi+Oman+Yemen ",احدعشر,حدعشر,"Egypt+Sudan, Jordan, Lebanon, Palestine, Qatar+Saudi+Oman+Yemen, Syria",0,525,0,2,3,3,0,0
eleven,onze,أَحَد عَشَر,NUM,"ALE, DAM","Syria, Lebanon, Jordan, Palestine",ادعش,دعش,"Jordan, Lebanon, Palestine, Syria",0,68,0,1,1,2,0,0
eleven,onze,أَحَد عَشَر,NUM,"BAG, BAS, DOH, MOS, MUS","Iraq, Qatar+Saudi+Oman+Yemen ",اهدعش,هدعش,"Iraq, Qatar+Saudi+Oman+Yemen",0,27,0,2,2,1,0,0
eleven,onze,أَحَد عَشَر,NUM,"ALE, DAM","Syria, Lebanon, Jordan, Palestine",ايدعش,دعش,"Jordan, Lebanon, Palestine, Syria",0,4,0,1,1,1,0,0
eleven,onze,أَحَد عَشَر,NUM,"AMM, JER, SAL","Syria, Lebanon, Jordan, Palestine",ايدعشر,دعشر,"Jordan, Lebanon, Palestine, Syria",0,0,0,1,1,0,0,0
eleven,onze,أَحَد عَشَر,NUM,SAN,Qatar+Saudi+Oman+Yemen ,حداعش,حدعش,"Jordan, Lebanon, Morocco+Algeria, Palestine, Qatar+Saudi+Oman+Yemen, Syria, Tunisia+Libya",0,21,0,1,4,1,0,0
eleven,onze,أَحَد عَشَر,NUM,"ALX, ASW, CAI, KHA, SAN","Egypt+Sudan, Qatar+Saudi+Oman+Yemen ",حدعشر,حدعشر,"Egypt+Sudan, Jordan, Lebanon, Palestine, Qatar+Saudi+Oman+Yemen, Syria",0,25,0,2,3,1,0,0
eleven,onze,أَحَد عَشَر,NUM,SAN,Qatar+Saudi+Oman+Yemen ,حدعشن,حدعشن,"Qatar+Saudi+Oman+Yemen, Tunisia+Libya",0,0,0,1,2,0,0,0
eleven,onze,أَحَد عَشَر,NUM,SAN,Qatar+Saudi+Oman+Yemen ,هداعش,هدعش,"Iraq, Qatar+Saudi+Oman+Yemen",0,1,0,1,2,0,0,0
eleven,onze,أَحَد عَشَر,NUM,"BAG, BAS, MOS, SAN","Iraq, Qatar+Saudi+Oman+Yemen ",هدعش,هدعش,"Iraq, Qatar+Saudi+Oman+Yemen",0,58,0,2,2,2,0,0
eleven,onze,أَحَد عَشَر,NUM,SAN,Qatar+Saudi+Oman+Yemen ,هدعشر,هدعشر,Qatar+Saudi+Oman+Yemen,0,6,0,1,1,1,0,0
twelve,douze,إثْنَا عَشَر,NUM,SAN,Qatar+Saudi+Oman+Yemen ,اثناعش,ثنعش,"Iraq, Jordan, Lebanon, Morocco+Algeria, Palestine, Qatar+Saudi+Oman+Yemen, Syria, Tunisia+Libya",0,15,0,1,5,1,0,0
twelve,douze,إثْنَا عَشَر,NUM,"ALE, ALG, AMM, BAG, BAS, BEI, BEN, DAM, DOH, FES, JED, JER, MOS, MUS, RAB, RIY, SAL, SAN, SFA, TRI, TUN","Syria, Lebanon, Jordan, Palestine, Morocco+Algeria, Iraq, Tunisia+Libya, Qatar+Saudi+Oman+Yemen ",اثنعش,ثنعش,"Iraq, Jordan, Lebanon, Morocco+Algeria, Palestine, Qatar+Saudi+Oman+Yemen, Syria, Tunisia+Libya",0,936,0,5,5,3,0,0
twelve,douze,إثْنَا عَشَر,NUM,"ALE, ALX, AMM, ASW, BEI, BEN, CAI, DAM, DOH, JED, JER, KHA, MUS, SAL, SAN, TRI","Syria, Lebanon, Jordan, Palestine, Egypt+Sudan, Tunisia+Libya, Qatar+Saudi+Oman+Yemen ",اثنعشر,ثنعشر,"Egypt+Sudan, Jordan, Lebanon, Palestine, Qatar+Saudi+Oman+Yemen, Syria, Tunisia+Libya",0,360,0,4,4,3,0,0
thirteen,treize,ثَلاثَة عَشَر,NUM,"ALE, AMM, BAG, BAS, BEI, BEN, DAM, DOH, FES, JED, JER, MOS, MUS, RAB, RIY, SAL, SAN, SFA, TRI, TUN","Syria, Lebanon, Jordan, Palestine, Iraq, Tunisia+Libya, Qatar+Saudi+Oman+Yemen , Morocco+Algeria",ثلاثتعش,ثلثتعش,"Iraq, Jordan, Lebanon, Morocco+Algeria, Palestine, Qatar+Saudi+Oman+Yemen, Syria, Tunisia+Libya",0,11,0,5,5,1,0,0
thirteen,treize,ثَلاثَة عَشَر,NUM,"ALX, AMM, ASW, CAI, JER, KHA, MUS, SAL, SAN","Egypt+Sudan, Syria, Lebanon, Jordan, Palestine, Qatar+Saudi+Oman+Yemen ",ثلاثتعشر,ثلثتعشر,"Egypt+Sudan, Jordan, Lebanon, Palestine, Qatar+Saudi+Oman+Yemen, Syria",0,1,0,3,3,0,0,0
thirteen,treize,ثَلاثَة عَشَر,NUM,"ALG, FES, RAB",Morocco+Algeria,ثلثتعش,ثلثتعش,"Iraq, Jordan, Lebanon, Morocco+Algeria, Palestine, Qatar+Saudi+Oman+Yemen, Syria, Tunisia+Libya",0,5,0,1,5,1,0,0
fourteen,quatorze,أَرْبَعَة عَشَر,NUM,"ALE, ALG, AMM, BAG, BAS, BEI, BEN, DAM, DOH, JED, JER, MOS, MUS, RIY, SAL, SAN, SFA, TRI, TUN","Syria, Lebanon, Jordan, Palestine, Morocco+Algeria, Iraq, Tunisia+Libya, Qatar+Saudi+Oman+Yemen ",اربعتعش,ربعتعش,"Iraq, Jordan, Lebanon, Morocco+Algeria, Palestine, Qatar+Saudi+Oman+Yemen, Syria, Tunisia+Libya",0,130,0,5,5,2,0,0
fourteen,quatorze,أَرْبَعَة عَشَر,NUM,"ALX, AMM, ASW, CAI, DOH, FES, JER, KHA, MUS, RAB, SAL, SAN","Egypt+Sudan, Syria, Lebanon, Jordan, Palestine, Qatar+Saudi+Oman+Yemen , Morocco+Algeria",اربعتعشر,ربعتعشر,"Egypt+Sudan, Jordan, Lebanon, Morocco+Algeria, Palestine, Qatar+Saudi+Oman+Yemen, Syria",0,13,0,4,4,1,0,0
fourteen,quatorze,أَرْبَعَة عَشَر,NUM,"FES, RAB",Morocco+Algeria,اربعتعشل,ربعتعشل,Morocco+Algeria,0,0,0,1,1,0,0,0
fifteen,quinze,خَمْسَة عَشَر,NUM,SAN,Qatar+Saudi+Oman+Yemen ,خمستاعش,خمستعش,"Iraq, Jordan, Lebanon, Morocco+Algeria, Palestine, Qatar+Saudi+Oman+Yemen, Syria, Tunisia+Libya",0,10,0,1,5,1,0,0
fifteen,quinze,خَمْسَة عَشَر,NUM,"ALE, ALG, AMM, BAG, BAS, BEI, BEN, DAM, DOH, FES, JED, JER, MOS, MUS, RAB, RIY, SAL, SAN, SFA, TRI, TUN","Syria, Lebanon, Jordan, Palestine, Morocco+Algeria, Iraq, Tunisia+Libya, Qatar+Saudi+Oman+Yemen ",خمستعش,خمستعش,"Iraq, Jordan, Lebanon, Morocco+Algeria, Palestine, Qatar+Saudi+Oman+Yemen, Syria, Tunisia+Libya",0,745,0,5,5,3,0,0
fifteen,quinze,خَمْسَة عَشَر,NUM,"ALX, AMM, ASW, CAI, DOH, JER, KHA, MUS, SAL, SAN","Egypt+Sudan, Syria, Lebanon, Jordan, Palestine, Qatar+Saudi+Oman+Yemen ",خمستعشر,خمستعشر,"Egypt+Sudan, Jordan, Lebanon, Palestine, Qatar+Saudi+Oman+Yemen, Syria",0,143,0,3,3,2,0,0
sixteen,seize,سِتَّة عَشَر,NUM,SAN,Qatar+Saudi+Oman+Yemen ,ستتاعش,ستتعش,"Iraq, Jordan, Lebanon, Morocco+Algeria, Palestine, Qatar+Saudi+Oman+Yemen, Syria, Tunisia+Libya",0,0,0,1,5,0,0,0
sixteen,seize,سِتَّة عَشَر,NUM,"ALE, ALG, AMM, BAG, BAS, BEI, BEN, DAM, DOH, FES, JED, JER, MOS, MUS, RAB, RIY, SAL, SAN, SFA, TRI, TUN","Syria, Lebanon, Jordan, Palestine, Morocco+Algeria, Iraq, Tunisia+Libya, Qatar+Saudi+Oman+Yemen ",ستتعش,ستتعش,"Iraq, Jordan, Lebanon, Morocco+Algeria, Palestine, Qatar+Saudi+Oman+Yemen, Syria, Tunisia+Libya",0,1,0,5,5,0,0,0
sixteen,seize,سِتَّة عَشَر,NUM,"ALX, AMM, ASW, CAI, DOH, JER, KHA, MUS, SAL, SAN","Egypt+Sudan, Syria, Lebanon, Jordan, Palestine, Qatar+Saudi+Oman+Yemen ",ستتعشر,ستتعشر,"Egypt+Sudan, Jordan, Lebanon, Palestine, Qatar+Saudi+Oman+Yemen, Syria",0,5,0,3,3,1,0,0
seventeen,dix-sept,سَبْعَة عَشَر,NUM,SAN,Qatar+Saudi+Oman+Yemen ,سبعتاعش,سبعتعش,"Iraq, Jordan, Lebanon, Morocco+Algeria, Palestine, Qatar+Saudi+Oman+Yemen, Syria, Tunisia+Libya",0,3,0,1,5,0,0,0
seventeen,dix-sept,سَبْعَة عَشَر,NUM,"ALE, ALG, AMM, BAG, BAS, BEI, BEN, DAM, DOH, FES, JED, JER, MOS, MUS, RAB, RIY, SAL, SAN, SFA, TRI, TUN","Syria, Lebanon, Jordan, Palestine, Morocco+Algeria, Iraq, Tunisia+Libya, Qatar+Saudi+Oman+Yemen ",سبعتعش,سبعتعش,"Iraq, Jordan, Lebanon, Morocco+Algeria, Palestine, Qatar+Saudi+Oman+Yemen, Syria, Tunisia+Libya",0,146,0,5,5,2,0,0
seventeen,dix-sept,سَبْعَة عَشَر,NUM,"ALX, AMM, ASW, CAI, DOH, JER, KHA, MUS, SAL, SAN","Egypt+Sudan, Syria, Lebanon, Jordan, Palestine, Qatar+Saudi+Oman+Yemen ",سبعتعشر,سبعتعشر,"Egypt+Sudan, Jordan, Lebanon, Palestine, Qatar+Saudi+Oman+Yemen, Syria",0,18,0,3,3,1,0,0
eighteen,dix-huit,ثَمانِيَة عَشَر,NUM,SAN,Qatar+Saudi+Oman+Yemen ,ثمانتاعش,ثمنتعش,"Iraq, Jordan, Lebanon, Morocco+Algeria, Palestine, Qatar+Saudi+Oman+Yemen, Syria, Tunisia+Libya",0,0,0,1,5,0,0,0
eighteen,dix-huit,ثَمانِيَة عَشَر,NUM,"ALE, ALG, AMM, BEI, BEN, DAM, DOH, JED, JER, RIY, SAL, SAN, SFA, TRI, TUN","Syria, Lebanon, Jordan, Palestine, Morocco+Algeria, Tunisia+Libya, Qatar+Saudi+Oman+Yemen ",ثمانتعش,ثمنتعش,"Iraq, Jordan, Lebanon, Morocco+Algeria, Palestine, Qatar+Saudi+Oman+Yemen, Syria, Tunisia+Libya",0,1,0,4,5,0,0,0
eighteen,dix-huit,ثَمانِيَة عَشَر,NUM,"ALX, AMM, ASW, CAI, DOH, FES, JER, KHA, MUS, RAB, SAL, SAN","Egypt+Sudan, Syria, Lebanon, Jordan, Palestine, Qatar+Saudi+Oman+Yemen , Morocco+Algeria",ثمانتعشر,ثمنتعشر,"Egypt+Sudan, Jordan, Lebanon, Morocco+Algeria, Palestine, Qatar+Saudi+Oman+Yemen, Syria",0,3,0,4,4,0,0,0
eighteen,dix-huit,ثَمانِيَة عَشَر,NUM,"BAG, BAS, FES, MOS, MUS, RAB, SFA, TUN","Iraq, Morocco+Algeria, Qatar+Saudi+Oman+Yemen , Tunisia+Libya",ثمنتعش,ثمنتعش,"Iraq, Jordan, Lebanon, Morocco+Algeria, Palestine, Qatar+Saudi+Oman+Yemen, Syria, Tunisia+Libya",0,101,0,4,5,2,0,0
nineteen,dix-neuf,تِسْعَة عَشَر,NUM,SAN,Qatar+Saudi+Oman+Yemen ,تسعتاعش,تسعتعش,"Iraq, Jordan, Lebanon, Morocco+Algeria, Palestine, Qatar+Saudi+Oman+Yemen, Syria, Tunisia+Libya",0,1,0,1,5,0,0,0
nineteen,dix-neuf,تِسْعَة عَشَر,NUM,"ALE, ALG, AMM, BAG, BAS, BEI, BEN, DAM, DOH, FES, JED, JER, MOS, MUS, RAB, RIY, SAL, SAN, SFA, TRI, TUN","Syria, Lebanon, Jordan, Palestine, Morocco+Algeria, Iraq, Tunisia+Libya, Qatar+Saudi+Oman+Yemen ",تسعتعش,تسعتعش,"Iraq, Jordan, Lebanon, Morocco+Algeria, Palestine, Qatar+Saudi+Oman+Yemen, Syria, Tunisia+Libya",0,21,0,5,5,1,0,0
nineteen,dix-neuf,تِسْعَة عَشَر,NUM,"ALX, AMM, ASW, CAI, DOH, JER, KHA, MUS, SAL, SAN","Egypt+Sudan, Syria, Lebanon, Jordan, Palestine, Qatar+Saudi+Oman+Yemen ",تسعتعشر,تسعتعشر,"Egypt+Sudan, Jordan, Lebanon, Palestine, Qatar+Saudi+Oman+Yemen, Syria",0,3,0,3,3,0,0,0
twenty,vingt,عِشْرُون,NUM,"ALE, ALG, ALX, AMM, ASW, BAG, BAS, BEI, BEN, CAI, DAM, DOH, FES, JED, JER, KHA, MOS, MUS, RAB, RIY, SAL, SAN, SFA, TRI, TUN","Syria, Lebanon, Jordan, Palestine, Morocco+Algeria, Egypt+Sudan, Iraq, Tunisia+Libya, Qatar+Saudi+Oman+Yemen ",عشرين,عشر,"Egypt+Sudan, Iraq, Jordan, Lebanon, Morocco+Algeria, Palestine, Qatar+Saudi+Oman+Yemen, Syria, Tunisia+Libya",57015,100051,5,6,6,5,1,0
twenty-one,vingt-et-un,واحد وَ+ عِشْرُون,NUM,"ALE, ALG, ALX, AMM, ASW, BAG, BAS, BEI, BEN, CAI, DAM, DOH, FES, JED, JER, KHA, MOS, MUS, RAB, RIY, SAL, SAN, SFA, TRI, TUN","Syria, Lebanon, Jordan, Palestine, Morocco+Algeria, Egypt+Sudan, Iraq, Tunisia+Libya, Qatar+Saudi+Oman+Yemen ",واحد وعشرين,حد+عشرن,"Egypt+Sudan, Iraq, Jordan, Lebanon, Morocco+Algeria, Palestine, Qatar+Saudi+Oman+Yemen, Syria, Tunisia+Libya",0,4521074,0,6,6,7,1,0
